$ tỉ	милиард долара	$ billion
wilder	обърквам	(proper noun) wilder, as in billy wilder
wiley	уайли	wiley
willard	уилърд	willard
wimbledon	уимбълдън	wimbledon
windows	прозорци	windows
winer	winer	winer
wisconsin	уисконсин	(proper noun) wisconsin
within	в рамките на	within
without	без	without
wolfgang	волфганг	wolfgang
won	спечелени	won
wong	уонг	wong
woodrow	удроу	woodrow
woods	гори	(proper noun) woods, as in tiger woods
would	би се	would
wrestling	борба	wrestling
wright	райт	a name
wu	wu	wu
wushu	ушу	wushu, a type of martial art
wwf	wwf	wwf
xa	далече	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	син	green
xao	слабохарактерен	xôn xao = chatting
xay	мелене	grind
xe	кола	a car (n.)
xem	виждам	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	моля те	please
xinh	красив	beautiful
xiv	xiv	fourteenth
xiêm	сиамски	(proper noun) xiêm, or siam
xiên	наклон	oblique
xiêu	xiao	soften
xiếc	цирк	circus
xiết	затегне	to twist tightly (v.)
xiềng	окови	chain
xo	xo	spring
xoa	трия	massage
xoay	завъртете	turn
xong	завършен	completed
xoàng	посредствен	mediocre
xoá	изтрий	delete
xoáy	водовъртеж	vortex
xoắn	усукан	coiled
xu	монета	trend
xua	разсее	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	без късмет	incite
xuka	xuka	xuka
xum	буен	a name
xuyên	пиърсинг	frequently
xuyến	гривни	manage
xuân	пружина	spring
xuâncông	пружина	xuan public
xuôi	пометен	down
xuất	износ	ejaculate
xuấtnhập	внос износ	import/export
xuống	надолу	down
xuồng	кану	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	хх	xx
xy	xy	cylinder
xài	харча	use
xào	дребна риба	stir fry
xách	ръчна чанта	to carry by the handle (v.)
xám	сив	ustox
xán	пържени	"(term should be ""xán lạn"") bright (adj.)"
xáo	смущение	chaos
xát	триене	touch
xâm	татуиран	invasion
xâu	низ	string
xây	натрупване	build
xã	комуна	society
xãy	капризен	occur
xèo	xeo	xeo
xé	късам	tear
xén	изрязване	"(term should be ""biếu xén"") to gift (v.)"
xéo	кос	diagonally (adv.)
xét	обмисли	examine
xê	ход	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	пръдня	scandal
xìu	пръдня	to become flaccid (v.)
xí	фабрика	factory (xi nghiep)
xít	очарователен	nazi
xíu	мъничък	small
xòe	разпространяване	spread
xóa	изтрива	clear
xói	ерозия	erode
xóm	съседи	village
xót	милост	mercy
xô	тласък	soviet
xôi	лепкав ориз	pierce
xôn	раздвижване	tumultuous
xông	втурнаха	rush
xôphần	секция на кофата	soviet-poland
xôviết	съветски съюз	soviet
xù	разроши	gigantic
xú	груб	xu
xúc	контакт	touch
xúi	индуцира	induce
xăm	татуировка	"(term should be ""xa xăm"") far away (adj.)"
xăng	бензин	gasoline
xơ	влакно	xo
xưa	стар	old
xưng	изповядаш	"(should be ""tự xưng"") self-proclaimed"
xương	костен	bone (n.)
xước	почеса	scratch
xướng	хор	provoke
xưởng	цех	workshop
xạ	радиация	"(term should be ""phản xạ"") to reflect"
xả	изпразване	release
xảo	хитър	detailed
xảy	възникне	happen
xấp	ок	approximate
xấu	лошо	bad
xẩm	рошав	a type of traditional vietnamese singing
xẩy	възникне	occur
xắt	зарове	cut
xẻo	без късмет	cut off
xếp	сгъната	rank
xỉ	шлака	approximately
xỉa	сурова коприна	to pick (v.)
xỉu	губя съзнание	to faint
xốc	шок	to lift up (v.)
xốp	стиропор	porous
xổ	томбола	rush into
xộn	разхвърлян	messy
xứ	земя	native
xứng	достоен	appropriate
xử	почерпка	judge
y	ш	medical
y=fracsin	y = фрацин	a function
ya	у а	(proper noun) ya, as in ya trang
yakovlev	яковлев	yakovlev
yakushima	якушима	yakushima
yalta	ялта	(proper noun) yalta
yankee	янки	(proper noun) yankee
yard	двор	yard
yasha	яша	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	елцин	yeltsin, as in boris yeltsin
yemen	йемен	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	ай	(proper noun) yi
ying	инг	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	йо	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	йорк	york
yorker	yorker	yorker
yorkshire	йоркшир	yorkshire
youtube	youtube	youtube
ypres	ипр	ypres
ytv	ytv	ytv
yu	ю	yu
yuan	юан	(proper noun) yuan, as in yuan mu
yucatán	юкатан	yucatan, as in the yucatan peninsula
yudhoyono	юдхойоно	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	юги	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	юри	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	юрта	yurt
yên	йена	peace or stillness (n.)
yêu	да обичаш	love
yếm	работнически комбинезон	tender
yến	птиче гнездо	a type of swallow (n.)
yết	обявата	yet
yếu	слаб	mainly
yểm	покрийте	support
yển	йена	"is a name meaning, ""bird"""
yểu	прекрасен	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	зак	zac
zambia	замбия	(proper noun) zambia, as in the nation
zealand	зеландия	(proper noun) zealand, as in new zealand
zedong	цзедун	mao zedong
zero	нула	zero
zeus	зевс	zeus
zheng	джън	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	зимбабве	zimbabwe
zinedine	зинедин	(proper noun) zinedine
zing	zing	zing, as in the website
zoe	зоуи	zoe
zurich	цюрих	(proper noun) zurich
zürich	цюрих	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| плава	"(term should be ""nổi"") to float (v.)"
|petya	| петя	(proper noun) petya
|tên	| име	"(should be ""tên"") name (n.)"
|việt	| виетнамски	vietnam
 kg	килограма	kg
 triệu	милион	million
 °c	° c	degrees celsius
°đến	° до	up to
°độ	° градуса	degree
×	×	x
ào	еха	rush
á	азиатски	asia
ác	зло	evil
ách	иго	yoke (n.)
ái	жаден	ai
ám	прави	(with the word chi) to hint at
ánh	блясък	light
áo	риза	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	налягане	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	аои	eurasian
â	â	a vietnamese vowel sound
âm	минус	vagina
ân	услуга	deed
én	лястовици	swallow
ép	стискане	press
êgê	его	aegean
êm	изглаждане	smooth
ích	полезен	benefit
ílam	илам	tamil language name for the island of sri lanka
ít	малко	less
île	île	Île, as in Île de la cité, france
îledefrance	ил дьо франс	ile-de-france
ðiều	статия	article
ðài	dai	taiwan
ðường	захар	a road
ðảng	страна	party
ðức	германия	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	мозък	brain
óng	преливащи се цветове	"(term should be ""óng ả"") flexible"
ôi	ох	"vietnamese version of the exclamation ""oh"""
ôm	прегръдка	hug
ôn	умереност	peaceful (on hoa)
ông	той	a man (n.)
ôtô	кола	car
ôxi	кислород	oxygen
ôxy	кислород	the element oxygen (n.)
ôxít	окис	oxide
ôzôn	озон	ozone
ùn	конфитюри	congest
úng	подгизналия	flood
úp	с лице надолу	upside
úy	лейтенант	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	италия	italian
ăn	яжте	eat
ăng	мравка	antenna
ăngten	антена	antenna
đa	мулти	majority
đai	банда	"(term should be ""Đai khố"") name of a village"
đak	дак	(proper noun) Đak
đan	плета	scandal
đau	болка	painful
đay	юта	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	наковалня	threaten
đem	въвеждат	to bring (v.)
đen	черно	black
đentrắng	черно и бяло	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	износване	wear
đh	djh	university
đhcn	đcn	university of industry
đhtm	dhtm	university of economics
đhông	изток	dhong
đi	отивам	go
điên	луд	crazy
điêu	нещо	sculpture
điôxít	двуокис	dioxide
điạ	da	dia
điếc	глух	heron
điếu	цигара	funeral oration
điềm	знак	omen
điền	запълване	estate
điều	нещо	control
điểm	точка	bearing point
điển	речник	"(term should be ""từ điển"") a dictionary"
điểu	мамка	thing
điệp	съобщението	spy
điệu	тон	memorial
đo	мярка	measure
đoa	doa	doa
đoan	група	extreme
đom	светулки	firefly
đoài	манго	the west
đoàn	група	an organization or group (n.)
đoái	обмен	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	параграф	a stage or phase (n.)
đt	тел	training
đtđ	мобилен телефон	diabetes
đua	раса	emulate
đui	сляп	blind
đun	топлина	cook
đuôi	опашка	tail
đuốc	факел	a torch
đuối	удавяне	drowning
đuống	произтича	(proper noun) Đuống, the name of a river
đuổi	гонитба	pursue
đài	радио	statue
đàm	преговори	negotiation
đàn	стадо	musical instrument
đàng	да	side
đào	разкопки	train
đày	изгнание	exile
đá	рок	to kick
đái	пикая	pee
đám	група	dam
đán	дан	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	заслужава си	deserve
đáo	уникален	unique
đáp	отговор	response
đát	земя	"(term should be ""bi đát"") lamentable (adj.)"
đâm	усилие	pierce
đâu	където	anywhere
đây	тук	below
đã	вече е	already
đãi	почерпка	"(should be ""bạc đãi"") to ill-treat"
đãng	развратен	dissolute
đè	замяната	to press on
đèn	лампа	light
đèo	минавам	a mountain pass (n.)
đê	дига	a dike (n.)
đêm	нощ	night
đênh	долар	lênh đênh= float to unknown
đích	дестинация	goal
đính	прикрепен	attached (adj.)
đò	ферибот	a ferry (n.)
đòi	иск	require
đòn	удар	welcome
đó	там	that or there (adv.)
đóa	нах	"(term should be ""đoá hoa"") a flower bloom"
đói	гладен	hungry
đón	вдигни	welcome
đôi	двойно	sometimes
đôla	долара	dollar
đôn	пиедестал	london
đông	бронз	eastern
đôngbắc	североизток	north-east
đôngnam	югоизток	south-east
