$ tỉ	$ अरब	$ billion
within	ट्रोंग	within
without	बिना	without
wolfgang	वोल्फगैंग	wolfgang
won	वोन	won
wong	वोंग	wong
woodrow	woodrow	woodrow
woods	जंगल	(proper noun) woods, as in tiger woods
would	चाहेंगे	would
wrestling	कुश्ती	wrestling
wright	राइट	a name
wu	वू	wu
wushu	वुशु	wushu, a type of martial art
wwf	डब्ल्यूडब्ल्यूएफ	wwf
xa	बहुत दूर	ancient
xang	गैस	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	ग्रीन	green
xao	हलचल	xôn xao = chatting
xay	कचरा	grind
xe	कार	a car (n.)
xem	देखना	watch
xen	intercropping	to insert (v.)
xhcn	समाजवादी	social republic
xi	xi	xi
xiii	xiii	eighth
xin	कृपया	please
xinh	सुंदर	beautiful
xiv	xiv	fourteenth
xiêm	स्याम देश की भाषा	(proper noun) xiêm, or siam
xiên	टेढ़ा	oblique
xiêu	xieu	soften
xiếc	सर्कस	circus
xiết	clamping	to twist tightly (v.)
xiềng	बंधन	chain
xo	xo	spring
xoa	रगड़	massage
xoay	कुंडा	turn
xong	पूरा	completed
xoàng	औसत दर्जे का	mediocre
xoá	हटाए गए	delete
xoáy	बवंडर	vortex
xoắn	मुड़	coiled
xu	प्रवृत्ति	trend
xua	डराना	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	बुरा	incite
xuka	xuka	xuka
xum	विलासी	a name
xuyên	ट्रांस	frequently
xuyến	टोरस्र्स	manage
xuân	वसंत	spring
xuâncông	xuancong	xuan public
xuôi	नीचे	down
xuất	अनुशंसित	ejaculate
xuấtnhập	xuatnhap	import/export
xuống	नीचे	down
xuồng	डोंगी	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	बिताना	use
xào	तलना	stir fry
xách	हैंडबैग	to carry by the handle (v.)
xám	धूसर	ustox
xán	xan	"(term should be ""xán lạn"") bright (adj.)"
xáo	अशांति	chaos
xát	रगड़	touch
xâm	आक्रमण	invasion
xâu	तार	string
xây	निर्माण	build
xã	कम्यून	society
xãy	हुआ	occur
xèo	पैनकेक	xeo
xé	उखड़ना	tear
xén	क्लिप	"(term should be ""biếu xén"") to gift (v.)"
xéo	ढालू	diagonally (adv.)
xét	समीक्षा	examine
xê	चाल	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	झटका	scandal
xìu	बेहोश	to become flaccid (v.)
xí	कुरूप	factory (xi nghiep)
xít	नाजी	nazi
xíu	क्ज़िउ	small
xòe	विस्तार	spread
xóa	मिटा	clear
xói	कटाव	erode
xóm	पड़ोसियों	village
xót	दया	mercy
xô	धक्का	soviet
xôi	चिपचिपा चावल	pierce
xôn	कुंडल	tumultuous
xông	भाप	rush
xôphần	बाल्टी अनुभाग	soviet-poland
xôviết	सोवियत संघ	soviet
xù	टेरी	gigantic
xú	वाल्व	xu
xúc	संपर्क	touch
xúi	प्रेरित करना	induce
xăm	टटू	"(term should be ""xa xăm"") far away (adj.)"
xăng	पेट्रोल	gasoline
xơ	रेशा	xo
xưa	पुराना	old
xưng	कबूल	"(should be ""tự xưng"") self-proclaimed"
xương	हड्डी	bone (n.)
xước	खरोंच	scratch
xướng	कोरस	provoke
xưởng	कार्यशाला	workshop
xạ	विकिरण	"(term should be ""phản xạ"") to reflect"
xả	निकास	release
xảo	जादू	detailed
xảy	हुआ	happen
xấp	लगभग	approximate
xấu	बुरा	bad
xẩm	xam	a type of traditional vietnamese singing
xẩy	हुआ	occur
xắt	काटना	cut
xẻo	छांटना	cut off
xếp	रेटिंग्स	rank
xỉ	लावा	approximately
xỉa	सोता	to pick (v.)
xỉu	बेहोश	to faint
xốc	झटका	to lift up (v.)
xốp	झरझरा	porous
xổ	लॉटरी	rush into
xộn	गड़बड़	messy
xứ	देश	native
xứng	मूल्य	appropriate
xử	इलाज	judge
y	स्वास्थ्य	medical
y=fracsin	y = फ्रैस्किन	a function
ya	फिर	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	याकुशिमा	yakushima
yalta	याल्टा	(proper noun) yalta
yankee	यांकी	(proper noun) yankee
yard	यार्ड	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	येल्तसिन	yeltsin, as in boris yeltsin
yemen	यमन	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	यी	(proper noun) yi
ying	यिंग	(proper noun) ying, as in ying yang
ymca	वायएमसीए	ymca
yo	यो	yo
yomiuri	योमिउरी	yomiuri
yoochun	yoochun	yoochun
york	यॉर्क	york
yorker	यॉर्कर	yorker
yorkshire	यॉर्कशायर	yorkshire
youtube	यूट्यूब	youtube
ypres	ypres	ypres
ytv	वाईटीवी	ytv
yu	यू	yu
yuan	युआन	(proper noun) yuan, as in yuan mu
yucatán	युकाटन	yucatan, as in the yucatan peninsula
yudhoyono	युधोयोनो	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	यूरी	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	yurt	yurt
yên	येन	peace or stillness (n.)
yêu	प्यार	love
yếm	छाती पर पहनने का कपड़ा	tender
yến	चिड़िया का घोंसला	a type of swallow (n.)
yết	सूचीबद्ध	yet
yếu	कमज़ोर	mainly
yểm	आवरण	support
yển	धनराशि स्थानांतरित	"is a name meaning, ""bird"""
yểu	असामयिक	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	जाम्बिया	(proper noun) zambia, as in the nation
zealand	न्यूज़ीलैंड	(proper noun) zealand, as in new zealand
zedong	तुंग	mao zedong
zero	शून्य	zero
zeus	ज़ीउस	zeus
zheng	झेंग	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	जिम्बाब्वे	zimbabwe
zinedine	जिनेदीन	(proper noun) zinedine
zing	जिंग	zing, as in the website
zoe	झो	zoe
zurich	ज़्यूरिख	(proper noun) zurich
zürich	ज़्यूरिख़	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| गुयेन	a common vietnamese last name
|nổi	| तैरता है	"(term should be ""nổi"") to float (v.)"
|petya	| पेट्या	(proper noun) petya
|tên	| नाम	"(should be ""tên"") name (n.)"
|việt	|	vietnam
 kg	किलो	kg
 triệu	दस लाख	million
 °c	° सी	degrees celsius
°đến	को °	up to
°độ	° डिग्री	degree
×	×	x
ào	जोर	rush
á	á	asia
ác	बुराई	evil
ách	घोड़े का अंसबंध	yoke (n.)
ái	परोपकार	ai
ám	संकेत दिया	(with the word chi) to hint at
ánh	प्रकाश	light
áo	कोट	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	दबाव	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aau	eurasian
â	एक	a vietnamese vowel sound
âm	ध्वनि	vagina
ân	अनुग्रह	deed
én	निगल	swallow
ép	निचोड़	press
êgê	ege	aegean
êm	सुचारू रूप से	smooth
ích	अतिरिक्त	benefit
ílam	इलम	tamil language name for the island of sri lanka
ít	कुछ	less
île	इल	Île, as in Île de la cité, france
îledefrance	इले-डे-फ्रांस	ile-de-france
ðiều	लेख	article
ðài	दाई	taiwan
ðường	हाइवे	a road
ðảng	सराहनीय	party
ðức	जर्मनी	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	मस्तिष्क	brain
óng	ओंग	"(term should be ""óng ả"") flexible"
ôi	बासी होना	"vietnamese version of the exclamation ""oh"""
ôm	आलिंगन	hug
ôn	समीक्षा	peaceful (on hoa)
ông	आप	a man (n.)
ôtô	मोटर	car
ôxi	ऑक्सीजन	oxygen
ôxy	ऑक्सीजन	the element oxygen (n.)
ôxít	ऑक्साइड	oxide
ôzôn	ओजोन	ozone
ùn	जाम	congest
úng	जलभराव	flood
úp	नीचे का सामना करो	upside
úy	कप्तान	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	समीक्षा	italian
ăn	खाना	eat
ăng	एंटीना	antenna
ăngten	एंटीना	antenna
đa	बहु	majority
đai	बैंड	"(term should be ""Đai khố"") name of a village"
đak	डाक	(proper noun) Đak
đan	बुनी	scandal
đau	दर्द	painful
đay	जूट	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	ne	dien ban
đcstq	सीसीपी	communist party of china
đcsvn	सीपीवी	vietnam communist party
đe	निहाई	threaten
đem	लाया	to bring (v.)
đen	काला	black
đentrắng	dentrang	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	पहनने	wear
đh	djh	university
đhcn	coltech	university of industry
đhtm	dhtm	university of economics
đhông	dhong	dhong
đi	जाने	go
điên	पागल	crazy
điêu	मूर्ति	sculpture
điôxít	डाइऑक्साइड	dioxide
điạ	बंदरगाह	dia
điếc	बहरा	heron
điếu	सिगरेट	funeral oration
điềm	शकुन	omen
điền	में भरें	estate
điều	बात	control
điểm	बिंदु	bearing point
điển	शब्दकोश	"(term should be ""từ điển"") a dictionary"
điểu	điểu	thing
điệp	संदेश	spy
điệu	लहजा	memorial
đo	उपाय	measure
đoa	doa	doa
đoan	आकर्षक	extreme
đom	đơm	firefly
đoài	đoài	the west
đoàn	समूह	an organization or group (n.)
đoái	मुद्रा	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	खंड	a stage or phase (n.)
đt	डीटी	training
đtđ	मधुमेह	diabetes
đua	दौड़	emulate
đui	अंधा	blind
đun	गर्मी	cook
đuôi	पीछे	tail
đuốc	मशाल	a torch
đuối	डूबता हुआ	drowning
đuống	डुओंग	(proper noun) Đuống, the name of a river
đuổi	बेदखल	pursue
đài	स्टेशनों	statue
đàm	कफ	negotiation
đàn	मंच	musical instrument
đàng	ईडन	side
đào	आड़ू	train
đày	समाज से बाहर निकालना	exile
đá	पत्थर	to kick
đái	पेशाब	pee
đám	समूह	dam
đán	शानदार	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	इसके लायक	deserve
đáo	मौलिकता	unique
đáp	उत्तर	response
đát	अप्रचलित	"(term should be ""bi đát"") lamentable (adj.)"
đâm	छिद्र	pierce
đâu	जहाँ	anywhere
đây	यहां	below
đã	है	already
đãi	इलाज	"(should be ""bạc đãi"") to ill-treat"
đãng	स्पष्ट	dissolute
đè	ओवरराइड	to press on
đèn	दीपक	light
đèo	कण्ठ	a mountain pass (n.)
đê	तटबंध	a dike (n.)
đêm	रात	night
đênh	hovers	lênh đênh= float to unknown
đích	गंतव्य	goal
đính	संलग्न	attached (adj.)
đò	नौका	a ferry (n.)
đòi	दावा	require
đòn	झटका	welcome
đó	वहाँ	that or there (adv.)
đóa	फूल	"(term should be ""đoá hoa"") a flower bloom"
đói	भूख	hungry
đón	स्वागत	welcome
đôi	दोहरा	sometimes
đôla	डॉलर	dollar
đôn	कुरसी	london
đông	पूर्व	eastern
đôngbắc	dongbac	north-east
đôngnam	dongnam	south-east
đôngtây	dongtay	"(term should be ""đông-tây"") east-west (adj.)"
đôrêmi	doremi	(proper noun) Đôrêmi
đôrêmon	doraemon	doreamon
đùa	अजीब	joke
đùi	और्विक	thigh
đúc	ढलाई	"(term should be ""đúc kết"") to sum up (v.)"
đúng	सही	right
đúp	दोहरा	double
đút	छोड़ देना	"(term should be ""đút lót"") to bribe"
đăk	đăk	dak
đĩ	रंडी	whore/bitch
đĩa	प्लेट	disk
đơ	lod	stiff or rigid (adj.)
đưa	रखना	girl
đường	चीनी	pathway
được	प्राप्त	is not
đạ	डीजीए	da
đại	समकालीन	eagle
đạm	प्रोटीन	plain
đạn	गोली	bullet
đạo	निदेशक	vagina
đạp	साइकिल	to step on
đạt	पर पहुंच गया	reach
đả	ख़ामख़ाह	to hit
đảm	मेकअप	"(term should be ""đảm nhiệm"") to undertake (v.)"
