$ tỉ	مليار دولار	$ billion
vở	مفكرة	"(term should be ""vở kịch"") a play"
vỡ	مكسورة	break
vợ	زوجة	wife
vụn	شيبس	debris
vụng	أخرق	covert
vứt	ارمي بعيدا	throw away
vừa	متوسط	just (adv.)
vừng	السمسم	sesame (n.)
vững	شركة	firm (adj.)
vực	مجال	place
vựng	المفردات	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	هكذا	majestic
w	ث	w
wa	وا	wa
walt	والت	(proper noun) walt, as in walt disney
walter	والتر	walter
walther	فالتر	walther
wan	وان	wan
wang	وانغ	wang
wankel	وانكل	(proper noun) wankel
wanna	أريد	wanna
warren	وارن	a name
warsaw	وارسو	warsaw
warszawa	وارسزاوا	(proper noun) warsaw
washington	واشنطن	(proper noun) washington
wat	وات	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	ووترغيت	watergate
waterloo	واترلو	(proper noun) waterloo
waters	المياه	waters
wayne	واين	wayne
wcdma	wcdma	w-cdma
weasley	ويزلي	weasley, as in ron weasley in the harry potter series
weblog	مدونة الويب	weblog
webmail	بريد الويب	ưebmail
weimar	فايمار	(proper noun) weimar
wellington	ولينغتون	wellington
wells	آبار	wells, as in author orson wells
welsh	الويلزية	(proper noun) welsh, as in the welsh language
wembley	ويمبلي	wembley, as in wembley stadium
werner	فيرنر	werner
westermarck	ويسترمارك	westermarck
western	غربي	western
westlife	ويستلايف	westlife
westview	ويستفيو	westview, as in westview press
wheeler	ويلر	a name
widener	موسع	widener
wien	وين	wien
wiener	وينر	wiener
wifi	واي فاي	wi-fi, a technology term
wiki	ويكي	wiki
wikia	ويكيا	a name
wikibooks	ويكي الكتب	(proper noun) wikibooks
wikimapia	ويكيمابيا	wikimapia
wikimedia	ويكيميديا	wikimedia
wikitravel	ويكيترافيل	a name
wild	متوحش	wild
wilder	أكثر وحشية	(proper noun) wilder, as in billy wilder
wiley	وايلي	wiley
willard	ويلارد	willard
wimbledon	ويمبلدون	wimbledon
windows	النوافذ	windows
winer	الفائز	winer
wisconsin	ويسكونسن	(proper noun) wisconsin
within	داخل	within
without	بدون	without
wolfgang	الذئب	wolfgang
won	فاز	won
wong	وونغ	wong
woodrow	وودرو	woodrow
woods	الغابة	(proper noun) woods, as in tiger woods
would	سوف	would
wrestling	مصارعه	wrestling
wright	رايت	a name
wu	وو	wu
wushu	الووشو	wushu, a type of martial art
wwf	wwf	wwf
xa	بعيد	ancient
xang	زانغ	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	أخضر	green
xao	مترهل	xôn xao = chatting
xay	طحن	grind
xe	سيارة	a car (n.)
xem	انظر	watch
xen	كسين	to insert (v.)
xhcn	xhcn	social republic
xi	حادي عشر	xi
xiii	الثالث عشر	eighth
xin	من فضلك	please
xinh	جميل	beautiful
xiv	الرابع عشر	fourteenth
xiêm	سيامي	(proper noun) xiêm, or siam
xiên	انحدار	oblique
xiêu	شياو	soften
xiếc	سيرك	circus
xiết	شد	to twist tightly (v.)
xiềng	أغلال	chain
xo	xo	spring
xoa	فرك	massage
xoay	تناوب	turn
xong	تم	completed
xoàng	متواضع	mediocre
xoá	حذف	delete
xoáy	دوامة	vortex
xoắn	الملتوية	coiled
xu	سنتات	trend
xua	تبديد	dispel
xuan	شوان	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	سيئ الحظ	incite
xuka	xuka	xuka
xum	مترف	a name
xuyên	خارقة	frequently
xuyến	جذع	manage
xuân	الربيع	spring
xuâncông	الربيع	xuan public
xuôi	اجتاحت	down
xuất	تصدير	ejaculate
xuấtnhập	تصدير	import/export
xuống	للأسفل	down
xuồng	الزورق	boat
xv	الخامس عشر	fifteenth
xvi	السادس عشر	xvi
xvii	سابع عشر	xvii
xx	xx	xx
xy	س ص	cylinder
xài	تنفق	use
xào	مقلي	stir fry
xách	حقيبة يد	to carry by the handle (v.)
xám	رمادي	ustox
xán	مقلي	"(term should be ""xán lạn"") bright (adj.)"
xáo	اضطراب	chaos
xát	فرك	touch
xâm	وشم	invasion
xâu	سلسلة	string
xây	بناء	build
xã	كوميون	society
xãy	متقلب	occur
xèo	xèo	xeo
xé	دمعة	tear
xén	زراعة	"(term should be ""biếu xén"") to gift (v.)"
xéo	بانحراف	diagonally (adv.)
xét	النظر	examine
xê	تحرك	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	ضرطة	scandal
xìu	ضرطة	to become flaccid (v.)
xí	المصنع	factory (xi nghiep)
xít	رائعة	nazi
xíu	صغير	small
xòe	ينتشر	spread
xóa	حذف	clear
xói	تآكل	erode
xóm	الجيران	village
xót	رحمة	mercy
xô	دلو	soviet
xôi	أرز دبق	pierce
xôn	اثارة	tumultuous
xông	اندفع	rush
xôphần	قسم دلو	soviet-poland
xôviết	الاتحاد السوفيتي	soviet
xù	تكدرت	gigantic
xú	وقح	xu
xúc	الاتصال	touch
xúi	استفزاز	induce
xăm	الوشم	"(term should be ""xa xăm"") far away (adj.)"
xăng	بنزين	gasoline
xơ	الألياف	xo
xưa	قديم	old
xưng	اعترف	"(should be ""tự xưng"") self-proclaimed"
xương	عظم	bone (n.)
xước	خدش	scratch
xướng	جوقة	provoke
xưởng	ورشة عمل	workshop
xạ	الإشعاع	"(term should be ""phản xạ"") to reflect"
xả	التفريغ	release
xảo	ماكرة	detailed
xảy	تحدث	happen
xấp	تقريبا	approximate
xấu	سيء	bad
xẩm	أشعث	a type of traditional vietnamese singing
xẩy	تحدث	occur
xắt	قطع	cut
xẻo	سيئ الحظ	cut off
xếp	مطوية	rank
xỉ	خبث	approximately
xỉa	خيط	to pick (v.)
xỉu	خافت	to faint
xốc	صدمة	to lift up (v.)
xốp	مسامي	porous
xổ	يانصيب	rush into
xộn	فوضوي	messy
xứ	صنع	native
xứng	جدير	appropriate
xử	علاج	judge
y	ذ	medical
y=fracsin	ذ = فركسين	a function
ya	نعم	(proper noun) ya, as in ya trang
yakovlev	ياكوفليف	yakovlev
yakushima	ياكوشيما	yakushima
yalta	يالطا	(proper noun) yalta
yankee	يانكي	(proper noun) yankee
yard	ساحة	yard
yasha	ياشا	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	يلتسين	yeltsin, as in boris yeltsin
yemen	اليمن	yemen
yersin	يرسين	(proper noun) yersin, asin alexandre yersin
yi	يي	(proper noun) yi
ying	ينغ	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	ش	yo
yomiuri	يوميوري	yomiuri
yoochun	yoochun	yoochun
york	نيويورك	york
yorker	يوركر	yorker
yorkshire	يوركشاير	yorkshire
youtube	يوتيوب	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	يو	yu
yuan	يوان	(proper noun) yuan, as in yuan mu
yucatán	يوكاتان	yucatan, as in the yucatan peninsula
yudhoyono	يودويونو	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	يوغي	yugi
yukito	يوكيتو	yukito
yume	لذيذ	(proper noun) yume
yunho	yunho	yunho
yuri	يوري	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	يورت	yurt
yên	ين	peace or stillness (n.)
yêu	الحب	love
yếm	المآزر	tender
yến	عش الطائر	a type of swallow (n.)
yết	قائمة	yet
yếu	ضعيف	mainly
yểm	غطاء	support
yển	ين	"is a name meaning, ""bird"""
yểu	محبوب	"(term should be ""yểu điệu"") graceful (adj.)"
z	ض	z
zac	زاك	zac
zambia	زامبيا	(proper noun) zambia, as in the nation
zealand	نيوزيلندا	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	صفر	zero
zeus	زيوس	zeus
zheng	تشنغ	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	زين الدين	(proper noun) zinedine
zing	زينغ	zing, as in the website
zoe	زوي	zoe
zurich	زيوريخ	(proper noun) zurich
zürich	زيورخ	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| يطفو	"(term should be ""nổi"") to float (v.)"
|petya	| بيتيا	(proper noun) petya
|tên	| الاسم	"(should be ""tên"") name (n.)"
|việt	| الفيتنامية	vietnam
 kg	كلغ	kg
 triệu	مليون	million
 °c	درجة مئوية	degrees celsius
°đến	° إلى	up to
°độ	درجات °	degree
×	×	x
ào	رائع	rush
á	á	asia
ác	الشر	evil
ách	نير	yoke (n.)
ái	حنين	ai
ám	يجعل	(with the word chi) to hint at
ánh	بريق	light
áo	معطف	clothe
áohung	اوهونج	"(term should be ""Áo-hung"") austria-hungary"
áp	الضغط	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	المنظمة العربية للتصنيع	eurasian
â	â	a vietnamese vowel sound
âm	سلبي	vagina
ân	صالح	deed
én	يبتلع	swallow
ép	مضغوط	press
êgê	النفس	aegean
êm	على نحو سلس	smooth
ích	مفيد	benefit
ílam	يلام	tamil language name for the island of sri lanka
ít	القليل	less
île	إيل	Île, as in Île de la cité, france
îledefrance	efledefrance	ile-de-france
ðiều	المادة	article
ðài	.ài	taiwan
ðường	السكر	a road
ðảng	حفلة	party
ðức	ألمانيا	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	الدماغ	brain
óng	قزحي الألوان	"(term should be ""óng ả"") flexible"
ôi	أوه	"vietnamese version of the exclamation ""oh"""
ôm	عناق	hug
ôn	الاعتدال	peaceful (on hoa)
ông	السيد	a man (n.)
ôtô	سيارات	car
ôxi	الأكسجين	oxygen
ôxy	الأكسجين	the element oxygen (n.)
ôxít	أكسيد	oxide
ôzôn	الأوزون	ozone
ùn	انحشار الورق	congest
úng	غارق بالمياه	flood
úp	وجهه لأسفل	upside
úy	ملازم	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	إيطاليا	italian
ăn	تأكل	eat
ăng	نملة	antenna
ăngten	هوائي	antenna
đa	متعدد	majority
đai	حزام	"(term should be ""Đai khố"") name of a village"
đak	داك	(proper noun) Đak
đan	الحياكة	scandal
đau	الم	painful
đay	الجوت	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	ديسيبل	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	سندان	threaten
đem	أحضر	to bring (v.)
đen	أسود	black
đentrắng	أبيض أسود	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	البلى	wear
đh	đh	university
đhcn	ncn	university of industry
đhtm	dhtm	university of economics
đhông	الشرق	dhong
đi	اذهب	go
điên	مجنون	crazy
điêu	الشيء	sculpture
điôxít	ثاني أكسيد	dioxide
điạ	د	dia
điếc	أصم	heron
điếu	سيجارة	funeral oration
điềm	فأل	omen
điền	املأ	estate
điều	الشيء	control
điểm	نقطة	bearing point
điển	القاموس	"(term should be ""từ điển"") a dictionary"
điểu	اللعنة	thing
điệp	الرسالة	spy
điệu	لهجة	memorial
đo	قياس	measure
đoa	دعاء	doa
đoan	حسن المظهر	extreme
đom	اليراعات	firefly
đoài	مانجو	the west
đoàn	نقابة	an organization or group (n.)
đoái	الصرف	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	فقرة	a stage or phase (n.)
đt	.t	training
đtđ	الهاتف المحمول	diabetes
đua	العرق	emulate
đui	أعمى	blind
đun	يغلي	cook
đuôi	الذيل	tail
đuốc	شعلة	a torch
đuối	الغرق	drowning
đuống	الجذعية	(proper noun) Đuống, the name of a river
đuổi	مطاردة	pursue
đài	راديو	statue
đàm	محادثات	negotiation
đàn	قطيع	musical instrument
đàng	نعم	side
đào	الخوخ	train
đày	المنفى	exile
đá	حجر	to kick
đái	تبول	pee
đám	حشد	dam
đán	دان	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	يستحق ذلك	deserve
đáo	فريد	unique
đáp	الجواب	response
đát	الأرض	"(term should be ""bi đát"") lamentable (adj.)"
đâm	طعنة	pierce
đâu	أين	anywhere
đây	هنا	below
đã	كانت	already
đãi	علاج	"(should be ""bạc đãi"") to ill-treat"
đãng	فاسق	dissolute
đè	تجاوز	to press on
đèn	الأضواء	light
đèo	ممر	a mountain pass (n.)
đê	السد	a dike (n.)
đêm	الليل	night
đênh	باك	lênh đênh= float to unknown
đích	الوجهة	goal
đính	مرفق	attached (adj.)
đò	العبارة	a ferry (n.)
đòi	مطالبة	require
đòn	ضربة	welcome
đó	ذلك	that or there (adv.)
đóa	لا	"(term should be ""đoá hoa"") a flower bloom"
đói	جائع	hungry
đón	بيك اب	welcome
đôi	مزدوج	sometimes
đôla	دولار	dollar
đôn	حث	london
đông	الشرق	eastern
đôngbắc	الشرق	north-east
đôngnam	الدونجنام	south-east
đôngtây	الشرق	"(term should be ""đông-tây"") east-west (adj.)"
đôrêmi	عبقور	(proper noun) Đôrêmi
đôrêmon	عبقور	doreamon
đùa	نكتة	joke
đùi	الفخذ	thigh
đúc	صب	"(term should be ""đúc kết"") to sum up (v.)"
đúng	حق	right
đúp	مزدوج	double
đút	استسلم	"(term should be ""đút lót"") to bribe"
đăk	داك	dak
đĩ	وقحة	whore/bitch
đĩa	القرص	disk
đơ	قاسي	stiff or rigid (adj.)
đưa	العطاء	girl
đường	السكر	pathway
được	حسنًا	is not
đạ	دا	da
đại	عظيم	eagle
đạm	بروتين	plain
đạn	رصاصة	bullet
đạo	الدين	vagina
đạp	ركلة	to step on
đạt	تصل	reach
đả	يحارب	to hit
đảm	مضمون	"(term should be ""đảm nhiệm"") to undertake (v.)"
đản	عيد ميلاد	a group or flock (n.)
đảng	حزب	party
đảo	الجزيرة	an island (n.)
đấm	لكمة	punch
đấng	الله	the
đất	التربة	country
đấtmặt	الأرض	datmat
đấy	هناك	ignore
đầm	فستان	swamp
đần	غبي	"(term should be ""đần độn"") stupid or ignorant (adj.)"
đầu	القمة	start
đầy	ممتلئ	"(term should be ""đầy đủ"") adequate or enough"
đẩu	الرأس	"(entire term is ""khoa đẩu"") ancient phonetic script used in vietnam"
đẩy	دفع	to push
đẫm	منقوع	wet
đậm	جريئة	dense
đậu	فاصوليا	to park (v.)
đậy	غطاء	cover
đắc	كسب	effectively
đắm	محطم	sink
đắn	اللياقة	proper (dung dan)
đắng	مر	bitter
đắp	يصل	"(term should be ""bù đắp"") to compensate (v.)"
đắt	باهظ الثمن	expensive
đằng	انتهى	back
đẳng	متساوي القياس	equality
đặc	خاص	"(term should be ""đặc biệt"") special (adj.)"
đặn	عادي	regularly
đẹp	جميل	beautiful
đẽ	جيد	beauty
đế	باطن	empire
đếm	العد	to count (v.)
đến	وصل	come
đề	خيوط	promote
đền	المعبد	"(term should be ""đền thờ"") a religious shrine"
đều	هم	all
để	ل	for
đệm	وسادة	middle name
đỉnh	الذروة	the summit or peak
địch	العدو	enemy
định	محدد	appointed
đọ	حرض	compete
đọan	فقرة	period
đọc	اقرأ	read
đọng	راكد	deposit
đỏ	أحمر	red (adj.)
đốc	الحاكم	admiral
đối	ل	face
đốm	البقع	spot
đốn	قطع	"(term should be ""suy đốn:) to be worse off"
đống	كومة	line
đốt	حرق	burn
đồ	الخريطة	thing
đồi	تل	hill
đồn	شائعة	rumour
đồng	شارك	agreeable
đổ	سقيفة	dump
đổi	التغيير	to change (v.)
đổng	دونغ	"(term should be ""đồng bằng"") a delta"
đỗ	متوقفة	pass
độ	درجة	"term should actually be ""độ cao""; means ""height"""
độc	سامة	alone
độn	مبطن	chaos
động	ديناميكي	action
đột	فجأة	"(term should be ""xung đột"") conflict (n.)"
đới	زين	tropical
đời	العمر	generation
đỡ	الدعم	help
đợi	انتظر	thigh
đợt	دفعة	fit
đục	معتم	turbid
đụn	الكثبان الرملية	dune
đụng	المس	encounter
đủ	يكفي	enough
đứa	الأطفال	child
đức	ألمانيا	virtue (n.)
đứng	قف	to stand (v.)
đứt	مكسورة	cut off
đừng	لا تفعل	not
đực	ذكر	male
đựng	الواردة	suffer
đựoc	حسنًا	be
ĩ	أوه	"(term should be ""ầm ĩ"") noisy"
ơ	أوه	"(term should be ""thờ ơ"") to be indifferent (adj.)"
ơi	مرحبًا	"vietnamese equivalent of english ""oh"""
ơn	شكرا	thank
ư	ش	vowel sound found in the vietnamese alphabet (n.)
ưa	المفضل	to like (v.)
ưng	أوه نعم	to accept (v.)
ưu	الايجابيات	"(term should be ""ưu việt"") preeminent (adj.)"
ươi	البرتقال	orangutan
