$	ps	dollar
центру	centrar	center
цену	precio	price
цео	todo	all, entire
цетиње	cetinje	cetinje
цетињу	cetinju	cetinje
цеца	ceca	ceca
циа	cia	cia
цивилизација	civilización	civilization
цивилизације	civilización	civilization
цивилне	civil	civil
цигани	gitanos	gypsy
циклама	ciclamen	beetroot
циклус	ciclo	series
цинцари	cincari	aromanians
цирих	zurich	zurich
циркон	circón	cyrkon
цитосол	citosol	cytosol
циљ	la meta	goal
циља	objetivo	goal
циљева	metas	objectives
циљеве	metas	goals,targets
циљеви	metas	goals
циљевима	metas	goals
циљем	objetivo	goal
циљу	objetivo	aim
цк	ck	ck
црвена	rojo	red
црвене	rojo	red
црвени	rojo	red
црвено	rojo	red
црвеног	rojo	red
црвеном	rojo	red
црвеној	rojo	red
цркава	iglesias	churches
црква	la iglesia	church
црквама	iglesias	churches
цркве	iglesias	churches
црквене	eclesiástico	church
црквени	eclesiástico	church
црквеним	eclesiástico	churh
црквених	eclesiástico	church
цркви	iglesia	churches
црквом	la iglesia	church
цркву	la iglesia	church
црна	negro	black
црне	negro	black
црни	negro	black
црно	negro	black
црног	negro	black
црногорска	montenegrino	montenegrian
црногорске	montenegrino	montenegrin
црногорски	montenegrino	montenegrin
црногорског	montenegrino	montenegro
црногорци	montenegrinos	montenegrins
црном	negro	black
црној	negro	black
црну	negro	monte
црта	línea	draw
црњански	negro	crnjanski
ч	no	Č
чак	incluso	even
чарлс	charles	charles
час	lección	class
часопис	revista	magazine
часописа	revistas	magazine
част	parte	honour
чачак	čačak	chachak
чачка	čačka	chachak
чвор	nudo	node
чврсто	firmemente	solid
че	será	che
чега	qué	which
челик	acero	steel
челика	acero	steel
челику	acero	steel
челици	aceros	steel
чело	frente	forehead
челу	frente	front
чемпрес	ciprés	cupressus
чему	por qué	what
чеси	checo	czech
чест	honor	common
честа	a menudo	common
честе	frecuente	road
чести	frecuente	often
честим	frecuente	often
честих	frecuente	frequent
честица	partícula	particles
често	a menudo	often
четврт	un cuarto	quarter
четврта	cuarto	fourth
четврте	cuarto	fourth
четврти	cuarto	fourth
четвртине	cuarteles	quarter
четвртог	del cuarto	fourth
четвртом	cuarto	forth
четвртфинале	cuartos de final	quarter finals
четвртфиналу	cuartos de final	quarterfinals
чете	será	troops
четири	cuatro	four
четника	chetniks	chethniks
четници	chetniks	chetniks
четничке	chetniks	chetnik
четнички	chetnik	chetnik
четничког	chetnik	chetnik
четрдесет	cuarenta	forty
чехословачка	checoslovaquia	czechoslovakia
чехословачке	checoslovaquia	czechoslovakia
чешка	republica checa	czeck
чешке	checo	czech
чешки	checo	czech
чешком	checo	czech
чешкој	checo	czech
чешће	más a menudo	often
чикаго	chicago	chicago
чиле	chile	chile
чим	tan pronto como	as
чиме	qué	thus
чин	rango	act
чине	hacer	do
чини	hace	breakthrough
чинила	hizo	made
чиниле	hizo	do
чинили	hizo	did
чинило	parecio	looked
чинио	hizo	did
чинови	rangos	ranks
чиста	limpiar	clean
чисто	limpiar	clear
чита	lee	read
читав	yo leo	whole
читава	lee	whole
читаве	leer	the whole
читавог	todo	the whole
читаву	yo leo	whole
читање	leyendo	reading
чишћење	limpieza	cleaning
чија	cuyo	whose
чије	cuyo	whose
чијем	cuyo	whose
чији	cuyo	whose
чијим	cuyo	whose
чињеница	hecho	fact
чињенице	hechos	facts
чињеници	hechos	facts
чињеницу	hecho	facts
члан	miembro	member
члана	miembro	member
чланак	artículo	article
чланака	artículos	articles
чланица	miembro	member
чланице	estados miembros	member
чланка	artículo	article
чланке	artículos	articles
чланку	artículo	article
чланова	miembros	members
чланове	miembros	members
чланови	miembros	members
члановима	miembros	members
чланство	afiliación	membership
чланци	artículos	articles
човек	hombre	man
човека	hombre	man
човеку	al hombre	man
човечанства	humanidad	mankind
човјек	hombre	man
човјека	hombre	human
чоколада	chocolate	chocolate
чоколаде	chocolate	chocolate
чолић	cólico	colic (surname from a famous serbian singer)
чорба	sopa	corba
чува	mantiene	keeps
чувају	mantener	guard
чувена	famoso	famous
чувени	famoso	famous
чуда	maravillas	miracles
чудно	extraño	strangely
чудо	milagro	miracle
чула	sentidos	heard
чуло	sentido	sense
чуо	escuchó	heard
