$	usd	american dollar symbol
வர்த்தகம்	bizness	business
வர்ம	varma	varma
வறட்சி	sausums	draught
வறுமை	nabadzība	poorness
வறுமையில்	nabadzībā	in poor
வலது	taisnība	right
வலம்	taisnība	clockwise
வலயம்	zona	zone
வலி	sāpes	pain
வலிமை	spēks	strength
வலிமையான	spēcīgs	strong
வலியுறுத்தி	uzsverot	compal
வலியுறுத்தினார்	stresa	enforce
வலியுறுத்தும்	uzstāt	insist
வலு	spēks	strong
வலுவான	spēcīgs	strongly
வலை	web	web
வலைச்	web	web
வலைத்தளம்	vietne	website
வலைப்	web	net
வலைப்பக்கம்	vietne	webpage
வலைப்பதிவு	emuārs	blog
வலைப்பதிவுகள்	emuāri	blogs
வலைப்பூ	emuārs	blog
வலையமைப்பில்	tīkls	formation
வலையமைப்பு	tīklošana	computer networking
வலையமைப்புகள்	tīkli	network
வலையின்	web	internet
வலையில்	tīmeklī	internet
வல்லது	var	good
வல்லமை	jauda	stronger
வல்லவன்	vallavāns	a talented
வல்லவை	-varētu	better
வல்லுநர்	profesionāls	professional
வல்வில்	wal	valvil
வள	resursi	fertile
வளங்களை	resursi	wealth
வளங்கள்	resursiem	resources
வளமான	auglīga	prosper
வளம்	resursi	resource
வளர	augt	grow up
வளரும்	augt	growing
வளர்	baro	develop
வளர்கின்றன	augt	growth
வளர்க்க	attīstīties	develop
வளர்க்கப்படுகின்றன	pieaudzis	growing
வளர்க்கும்	attīstīt	developing
வளர்சிதை	vielmaiņa	growth variations
வளர்சிதைமாற்றம்	vielmaiņa	metabolic changes
வளர்ச்சிக்	izaugsme	development
வளர்ச்சிக்கு	izaugsme	growth
வளர்ச்சிப்	izaugsme	development
வளர்ச்சியடைந்த	izstrādāts	developed
வளர்ச்சியடைந்தது	pieauga	developed
வளர்ச்சியடைந்து	augt	grown
வளர்ச்சியின்	attīstība	development of
வளர்ச்சியில்	izaugsme	growth
வளர்ச்சியைக்	izaugsme	growth
வளர்ச்சியையும்	izaugsme	growth
வளர்த்த	attieksme	raised
வளர்த்தனர்	ņemot	they brought up
வளர்ந்த	izstrādāts	grown up
வளர்ந்தது	pieauga	grown
வளர்ந்தார்	pieauga	growing
வளர்ந்து	pieaudzis	grown
வளர்ப்பு	kultūra	rearing
வளாகம்	komplekss	complex
வளி	aerobika	gas
வளிமங்களின்	no gāzēm	atomosphere
வளிமங்கள்	gāzes	gases
வளிமண்டல	atmosfēras	atmosphere
வளிமண்டலத்தின்	atmosfēra	atmosphere of
வளிமண்டலத்தில்	atmosfēra	earth's surface
வளிமண்டலம்	atmosfēra	atmosphere
வளிமம்	atjaunots	carbonic anhydride
வளை	rampa	curve
வளைகுடா	līcis	than katch
வளையம்	gredzens	rings
வளையல்	aproce	bangles
வளையாபதி	valaiyapati	a tamil epic
வளைவு	līkne	turning
வள்ளலார்	tiešraides meklēšana	vallalar
வள்ளல்	filantrops	a generous person
வள்ளி	valli	valli
வள்ளுவர்	valluvara	thiruvalluvar
வழக்கத்திற்கு	netradicionāli	usually
வழக்கத்தில்	praktiski	by custom
வழக்கமாக	parasti	customary
வழக்கமாகும்	tradīcijas	a customary
வழக்கமான	pielāgots	regular
வழக்கமும்	pielāgots	culture
வழக்கம்	parasti	usually
வழக்கில்	gadījumā, ja	case
வழக்கு	lieta	case
வழக்குகள்	gadījumi	cases
வழக்கும்	lieta	a way of life
வழங்க	piedāvājums	share
வழங்கப்படுகின்றது	ar nosacījumu	issue
வழங்கப்படுகிறது	ar nosacījumu	offered
வழங்கப்படும்	tiks dota	provided
வழங்கப்பட்ட	piešķirts	granted
வழங்கப்பட்டது	piešķirts	was given
வழங்கப்பட்டு	ar nosacījumu	given
வழங்கி	a	provide
வழங்கினார்	prezentēts	distributed
வழங்கிய	ar nosacījumu	give
வழங்கியது	ar nosacījumu	provided
வழங்குகின்றது	nodrošina	giving
வழங்குகின்றன	piedāvājums	provide
வழங்குகிறது	piedāvājumi	giving
வழங்குதல்	nodrošinot	distributed
வழங்கும்	piedāvājums	giving
வழங்குவது	ar nosacījumu	provided by
வழிகள்	veidi	ways
வழிகாட்டி	vadīt	guide
வழிபடும்	svētnīca	prayerful
வழிபாடு	dievkalpojums	praying
வழிமுறை	instrukcija	protocol
வழிமுறைகளை	instrukcijas	following
வழிமுறைகளையும்	metodes	followers
வழிமுறைகள்	instrukcijas	ways
வழியாக	caur	way
வழியாகத்தான்	caur	through
வழியாகப்	caur	by way of
வழியில்	ceļā	on the way
வழியே	caur	by the way
வழிவகுக்கிறது	vada	leading to
வழிவகுத்தது	vadošais	given a route
வவுனியா	vavuniya	it
வா	nāc	come
வாகன	transportlīdzeklis	vehicles
வாகனங்கள்	transportlīdzekļi	vehicles
வாகனம்	transportlīdzeklis	vehicle
வாக்களிப்பில்	balsošana	vote
வாக்கிய	teikums	words
வாக்கியம்	teikums	sentence
வாக்கில்	autors	during the reign
வாக்கு	balso	vote
வாக்குகளை	balsis	vote
வாக்குகள்	balsis	votes
வாக்குரிமை	balsis	voting right or franchise
வாக்கெடுப்பு	aptauja	census
வாங்க	pērciet	buy
வாங்கி	nopirka	to get
வாங்கிய	pirkts	bought by
வாங்குதல்	pērk	buy
வாங்கும்	pērk	to purchase or to get
வாசகர்	lasītājs	reader
வாசகர்கள்	lasītāji	viewers
வாசம்	paliec	smell
வாசல்	slieksnis	enterance , a gateway
வாசிப்பு	lasīšana	to pronunce
வாட்	vatu	watt
வாட்டர்	ūdens	water
வாதங்கள்	argumenti	argue
வாதம்	arguments	arguement
வாதிடுகின்றனர்	strīdies	to argue
வாத்தியார்	skolotājs	teacher
வாந்தி	vemšana	vomit
வான	varavīksne	space
வானம்	debesis	sky
வானவன்	vanavāns	a person of kingly nature
வானியற்	vaniyar	meterological
வானியற்பியல்	astrofizika	astrophysics
வானியல்	astronomija	astronomy
வானிலை	laikapstākļi	climate
வானில்	debesīs	in the sky
வானூர்தி	aviācija	aeroplane
வானூர்திகள்	lidmašīnas	airplane
வானொலி	radio	radio
வானொலிக்	radio	radop
வான்	gaiss	sky
வான்புலிகளின்	no vanpulikāla	aerial tigers
வான்புலிகள்	vanpulikāls	aircraft
வாம்பைர்	vampīrs	vambayaer
வாயிலாக	caur	by way of
வாயில்	mute	in mouth
வாயில்கள்	vārti	entrance
வாயு	gāzveida	air
வாயுக்கள்	gāzes	gases
வாய்	mute	mouth
வாய்ந்த	vērtīgs	better
வாய்ந்தது	efektīva	is
வாய்ப்பு	iespēja	chances
வாய்ப்புகள்	iespējas	chances
வாய்ப்புக்கள்	perspektīvas	chances
வாய்ப்பும்	iespēja	oppertunity
வாய்ப்புள்ளது	nosliece	chance's are there
வாய்ப்பை	piedāvājums	chances
வாய்மொழி	verbāls	by orally
வார	iknedēļas	weekly
வாரம்	nedēļa	week
வாரிசாக	pievienošanās	heirs
வாரியாக	gudrs	by department wise
