$	ps	dollar
విశేషాలను	observaciones	matters
విశేషాలు	caracteristicas	specialities
విశ్రాంతి	descanso	intermission, rest
విశ్లేషణ	análisis	analysis
విశ్వ	mundo	world
విశ్వం	el universo	universe
విశ్వంలో	el universo	in the universe
విశ్వదాభిరామ	visvadabhirama	vishwadhabhirama
విశ్వనాథ	vishwanath	viswanatha
విశ్వనాథ్	vishwanath	viswanath
విశ్వనాధ	vishwanath	viswanatha
విశ్వనాధ్	vishwanath	vishwanath
విశ్వము	universo	universe
విశ్వవిద్యాలయ	universidad	of university
విశ్వవిద్యాలయం	universidad	university
విశ్వవిద్యాలయంలో	universidad	in university
విశ్వవిద్యాలయము	universidad	university
విశ్వవిద్యాలయానికి	universidad	to university
విశ్వవిద్యాలయాల	universidades	universities
విశ్వవిద్యాలయాలలో	universidades	universities
విశ్వవిద్యాలయాలు	universidades	universities
విశ్వసిస్తారు	confiar	believe
విశ్వామిత్ర	vishwamitra	viswamithra
విశ్వాసం	confianza	trustworthy
విశ్వాసాన్ని	fe	confidence
విశ్వాసాలు	creencias	faiths
విషమ	la crisis	poisonous
విషయ	contenido	subject
విషయం	cosa	matter
విషయంగా	tacones	matter
విషయంపై	en	on the subject
విషయంలో	en el caso de	in the case of
విషయము	asignaturas	subject
విషయమై	acerca de	matter
విషయానికి	a	topic
విషయాన్ని	los	matter
విషయాల	cosas	matters
విషయాలకు	cosas	information
విషయాలను	cosas	matters
విషయాలపై	asuntos	on topic
విషయాలలో	todo	other matters
విషయాలు	cosas	subjects
విషాద	triste	sad
విషాదం	tragedia	bad news
విష్ణు	vishnu	vishnu
విష్ణుకుండినులు	vishnukundins	vishnukundinas
విష్ణుమూర్తి	vishnu	lord vishnu
విష్ణువు	vishnu	vishnuvu
విష్ణువుకు	vishnu	vishnu
విష్ణువును	vishnu	vishnu
విస్తరణ	expansión	development
విస్తరించడం	extensión	spread
విస్తరించాయి	expandido	spreaded
విస్తరించి	se extiende	prevail
విస్తరించింది	expandido	covered
విస్తరించిన	extendido	spread in
విస్తారంగా	extensamente	large area
విస్తారము	expansión	abondance
విస్తారమైన	extenso	plentiful
విస్తీర్ణం	zona	count
విస్తీర్ణంలో	zona	covered
విస్తృత	extendido	specific
విస్తృతంగా	extensamente	famous
విస్తృతమైన	extenso	strong
విస్ఫోటనం	estallar	blast
వీ	wii	v.
వీటి	los	this
వీటికి	a	vitiki
వీటితో	adicionalmente,	with them
వీటిని	estas	these
వీటిలో	estas	in these
వీడి	dejando	these
వీడియోలు	videos	medias
వీధి	calle	lane
వీధిలో	en la calle	in the street
వీధులు	las calles	roads
వీనిలో	esto incluye	in these
వీర	heroico	veera
వీరంతా	ellos	all of them (refers to people - all these people)
వీరబ్రహ్మేంద్రస్వామి	virabrahmendrasvami	veera brahmendra swamy
వీరి	los	their
వీరికి	a	to them
వీరిని	son	them
వీరిలో	estas	among these
వీరు	ellos	these
వీరుడు	héroe	veerudu
వీరేశలింగం	viresalingam	veeresalingam
వీలు	deja el	able
వీలుగా	a fin de que	convenient
వీలున్న	configurable	some
వుంటాయి	son	will be there
వుంటారు	son	stay
వుంటుంది	es	here
వుండి	ahí	being
వుండును	es	be there
వుండే	los	consists
వుండేది	estaba	is there
వుంది	es	is there
వున్న	los	being
వున్నది	ahí	available
వున్నవి	son	there
వున్నా	ahí	is there
వున్నాయి	ahí	are there
వుయ్యాల	vuyyala	cradle
వూరిలో	vurilo	in the village
వూరు	vuru	place
వృక్ష	planta	tree
వృక్షం	árbol	tree
వృక్షాలు	arboles	trees
వృత్తం	circulo	circle
వృత్తాంతము	anecdótico	story
వృత్తి	profesional	job
వృత్తిగా	profesión	as a profession
వృత్తిని	carrera	occupation
వృత్తులు	ocupaciones	designations
వృద్ధి	crecimiento	development
వృశ్చిక	escorpión	scorpio
వృషణాలు	testículos	testis
వృషభ	tauro	bull
వెంకట	venkata	venkata
వెంకటగిరి	venkatagiri	venkatagiri name
వెంకటేశ్వర	venkateswara	venkateshwar
వెంకటేశ్వరరావు	venkateswara	venkateshwar rao
వెంకయ్య	venkaiah	venkaya
వెంట	a lo largo	along
వెంటనే	pronto	immediately
వెండి	plata	silver
వెంబడి	a través de	behind
వెచ్చని	calentar	hot water
వెడల్పు	anchura	breath
వెదురు	bambú	bamboo
వెనక	detrás	behind
వెనక్కి	retirado	backward
వెనక్కు	abajo	behind
వెనుక	posterior	back
వెనుకకు	de regreso	return
వెనుకబడిన	hacia atrás	backward
వెన్న	mantequilla	butter
వెన్నుపూస	vértebra	back bone
వెన్నెముక	columna vertebral	spine
వెన్నెల	luz de la luna	moonlight
వెబ్	web	veb
వెబ్సైటు	sitio web	website
వెబ్‌సైటు	sitio web	website
వెబ్‌సైటులో	sitio web	web site
వెబ్‌సైట్	sitio web	website
వెయ్యడం	hilván	put
వెయ్యి	mil	thousand
వెర్బినేసి	verbinesi	verbanese
వెర్షన్	versión	version
వెలసిన	velasina	started
వెలికి	fuera	discover
వెలిగించి	iluminado	lighted
వెలిశాయి	había	come
వెలుగు	ligero	light
వెలుగులు	ligero	lights
వెలుగులోకి	ligero	came to know
వెలుపల	fuera de	from outside
వెలుపలి	externo	outside
వెలువడిన	emanado	discovered
వెలువడే	irradiado	releasing
వెలువడ్డాయి	había	published
వెల్లడించింది	revelado	claimed
వెళితే	si	go
వెళుతుంది	pases	going
వెళ్లి	y	migrate
వెళ్ళటానికి	viaje	to go
వెళ్ళడం	yendo	going
వెళ్ళాడు	cabra	gone
వెళ్ళారు	fui a	vellaru
వెళ్ళి	plata	go
వెళ్ళింది	fuimos	gone
వెళ్ళిన	oms	went
వెళ్ళినా	vamos	gone
వెళ్ళిపోయాడు	salido	gone
వెళ్ళు	vamos	go
వెళ్ళే	vamos	travelling
వెస్ట్	oeste	west
వెస్ట్రన్	occidental	western
వెస్ట్‌ఇండీస్	oeste	west indies
వే	pared	way
వేంకట	venkata	venkata(first name)
వేంకటేశ్వర	venkateswara	venkateswara
వేంకటేశ్వరరావు	venkatesvararavu	venkateshwara rao
వేంకటేశ్వరుని	venkateswara	venkateswara
వేంగి	wenqi	vengi
వేగం	velocidad	speed
