$	usd	dollar
теламон	telamons	telamon (greek mythology)
телевизија	televīzija	television
телевизије	televīzija	television
телевизији	televīzija	television
телевизијске	televīzija	tv
телевизијски	televīzija	television
телевизијских	televīzija	tv
телевизију	televīzija	tv
телефон	tālrunis	phone
тело	korpuss	body
телу	ķermenis	body
тема	tēma	topic
темама	tēmas	themes
теме	tēmas	theme
темена	virsotne	vertex
темељ	pamats	foundation
темеља	pamati	foundations
темеље	pamati	foundations
темељи	balstīta	foundations
теми	tēmas	topic
темида	temida	temid
темишвар	timisoara	timisoara
температура	temperatūra	temperature
температуре	temperatūra	temperatures
температури	temperatūra	temperature
температуром	temperatūra	temeperature
тему	temats	topic
тензије	spriedzi	tensions
тенис	teniss	tennis
тенисер	tenisa spēlētājs	tennis player
тенисера	tenisa spēlētājs	tenniser's
тенису	teniss	tennis
тенк	tvertne	tank
тенка	tvertne	tank
тенкова	tvertnes	tank
тенкови	tvertnes	tanks
теогонија	teogonija	teogonía
теодицеја	teodicisks	theodicy
теодор	teodors	theodor
теодора	teodora	theodore
теорема	teorēma	theorem
теореме	teorēma	theoremas
теоретичари	teorētiķi	teoreticals
теорија	teorija	theory
теорије	teorijas	theory
теорији	teorija	territory
теорију	teorija	theory
терен	zemes	court
терена	reljefs	fields
теренима	reljefi	fields
терену	lauka	field
терета	kravas	burden
територија	teritorija	territory
територијална	teritoriālais	territorial
територијалне	teritoriālais	territorial
територијалних	teritoriālais	territorial
територијално	teritoriāli	territorial
територијама	teritorijas	teritories
територије	teritorijas	territories
територији	teritorija	teritory
територијом	teritorija	teritory
територију	teritorija	territory
термин	pieraksts	term
термина	jēdziens	terms
тесла	tesla	tesla
тесле	sēklinieks	tesla
тесли	tesli	tesla
тест	pārbaude	test
техника	tehnika	technique
технике	tehnikas	technics
техничка	tehnisks	technical
техничке	tehnisks	technical
технички	tehniski	technical
технологија	tehnoloģija	technology
технологије	tehnoloģijas	technologies
технологији	tehnoloģija	technology
технологију	tehnoloģija	technology
технолошки	tehnoloģiskā	technologically
тече	plūst	flows
течности	šķidrumi	liquids
тешка	grūti	heavy
тешке	grūti	heavy
тешки	smags	heavy
тешким	grūti	hard
тешких	smags	heavy
тешко	grūti	severely
тешког	grūti	heavy
тешком	grūti	hard
тзв	ts	so called
ти	tu	you
тигар	tīģeris	tiger
тим	komanda	team
тима	komanda	team
тиме	laiks	thus
тип	tips	type
типа	tips	type
типично	parasti	typical
типова	veidi	types
типови	veidi	types
тита	tita	tito
тито	tu to	tito
титове	tits	tito's
титом	titom	tito
титула	nosaukums	title
титуле	nosaukums	titles
титулу	nosaukums	title
тих	kluss	these
тиче	bažas	considering
ткива	audos	tissue
ткиво	audi	tissue
тла	augsne	the land
тло	zemes	ground
тлу	zemes	the ground
то	ka	this
тог	tog	that
тога	ka	that
тодор	todor	todor
тодоровић	todorović	todorovic
ток	plūsma	flow
тока	pašreizējais	course
токио	tokija	tokio
токова	plūst	flow
током	laikā	course
току	pašreizējais	process
толико	tik daudz	so much
том	tom	volume
тома	toma	toma
томас	tomass	tomas
томаса	tomass	thomas
томе	tome	it
томислав	tomislav	tomislav
топ	tops	cannon
топла	silts	hot
топлим	silts	hot
топлоте	karstums	heat
топола	papele	topola
торањ	tornis	tower
торзо	rumpis	body
торња	tornis	tower
тој	viņš	him
трава	zāle	grass
трави	zāle	grass
траг	taka	trail
трагедија	traģēdija	tragedy
трагедије	traģēdija	tragedy
трагове	pēdas	traces
трагови	pēdas	prospects
традиционална	tradicionāls	traditional
традиционалне	tradicionāls	traditional
традиционални	tradicionāls	traditional
традиционалним	tradicionāls	traditional
традиционалних	tradicionāls	traditional
традиционално	tradicionāli	traditional
традиција	tradīcijas	tradition
традиције	tradīcijas	tradition
традицији	tradīcijas	tradition
традицијом	tradīcijas	tradition
традицију	tradīcijas	tradition
траже	meklēju	ask
тражећи	prasot	seeking a
тражи	meklēt	search
тражила	meklēja	asked
тражили	meklēja	wanted
тражио	viņš jautāja	search
тракија	trāķija	trakia
транспорт	transports	transport
траса	maršruts	trass
трајала	ilga	lasted
трајали	ilga	lasted
трајало	ilga	duration
трајао	ilga	lasted
трајања	ilgums	duration
трајање	ilgums	duration
траје	ilgst	last
трајно	mūžīgs	permanent
трају	pēdējais	last
трг	trg	square
трга	kvadrāts	square
трговац	tirgotājs	trader
трговаца	tirgotāji	traders
трговачке	komerciāls	trading
трговачки	komerciāls	trading
трговачких	komerciāls	trading
трговачку	komerciāls	merchant
трговина	tirdzniecība	trade
трговине	veikalos	trade
трговини	tirdzniecība	trade
трговином	tirdzniecība	trade
трговински	komerciāls	commercial
трговину	tirdzniecība	trading
трговци	tirgotāji	traders
тргу	kvadrāts	square
треба	vajadzētu	needs
требала	vajadzētu	should
требало	vajadzētu	be
требао	vajadzētu	should
требиње	trebinje	trebinje
требињу	vajag	trebinje
тренд	tendence	trend
тренер	treneris	head-coach
тренера	treneris	coach
тренутак	brīdis	moment
тренутка	brīdis	moment
тренутку	brīdis	moment
тренутни	pašreizējais	current
тренутно	šobrīd	currently
тренуцима	mirkļi	moments
трећа	trešais	third one
треће	trešais	third
трећег	trešais	third
трећем	trešais	third
трећи	trešais	third
трећина	trešais	one-third
трећине	trešdaļas	thirds, like in two thirds 2/3
трећој	trešais	third
трећу	trešais	third
тржишта	tirgos	markets
тржиште	tirgus	market
тржишту	tirgus	market
три	trīs	three
трибунал	tribunāls	tribunal
тридесет	trīsdesmit	thirty
тридесетих	trīsdesmitie gadi	thirties
трир	trir	trier
трифуновић	trifunović	triphunovic
трново	ērkšķis	trnovo
трол	trollis	troll
тропске	tropisks	tropical
троугао	trīsstūris	triangle
троугла	trīsstūris	triangle
троуглови	trīsstūri	triangles
троуглу	trīsstūris	triangle
трошкова	izmaksas	costs
трошкови	izmaksas	costs
троје	trīs	troy
тројице	trīs	three
трудноће	grūtniecība	pregnancy
трупа	līķis	troop
трупама	karaspēks	with troops
трупе	karaspēks	troops
ттопљења	kūst	t melting
ту	tu	there
туга	skumjas	sadness
тумански	tumanski	tumanski
тумачења	interpretācijas	interpretations
тумачење	interpretācija	explanation
тунела	tunelis	tunnel
тунис	tunisija	tunisia
туниса	tunisija	tunisia
тунису	tunisija	tunisia
турака	turaka	turks
турбина	turbīna	turbine
турибулум	turibulum	tribulum
