$	ps	american dollar symbol
மனிதர்களில்	inhumanos	among the humans
மனிதர்களுக்கு	a humanos	for the people
மனிதர்களுக்கும்	a humanos	human beings
மனிதர்களும்	humanos	human
மனிதர்களை	hombres	humans
மனிதர்கள்	personas	human
மனு	petición	application
மனைகள்	parcelas	houses
மனைவி	la esposa	wife
மனைவிகள்	esposas	wives
மனைவியின்	esposa del	wife's
மனைவியும்	esposa	his wife
மனோ	mano	mind
மனோதத்துவ	psicológico	psychological
மன்னனாக	el rey	by the king
மன்னனான	rey	kings
மன்னனின்	del rey	king
மன்னனை	rey	king
மன்னராட்சி	principesco	monarch
மன்னர்	rey	king
மன்னர்களின்	reyes	kings
மன்னர்களை	reyes	kings
மன்னர்கள்	reyes	kings
மன்னா	maná	king
மன்னார்	mannar	mannar bay
மன்மோகன்	manmohan	manmohan
மன்றங்கள்	el	associations
மன்றத்தில்	foro	association
மன்றம்	fundación	association
மயில்	pavo real	peacock
மர	madera	wood
மரக்கறி	vegetal	vegetable
மரக்கறிகள்	vegetal	charcoal
மரங்களின்	arboles	trees
மரங்களும்	arboles	trees
மரங்களை	arboles	trees
மரங்கள்	arboles	trees
மரண	muerte	deadly
மரணத்தின்	muerte	death
மரணத்திற்கு	muerte	death
மரணத்திற்குப்	muerte	for death
மரணத்தை	muerte	deadly
மரணம்	muerte	death
மரத்தின்	árbol	tree
மரபகராதி	genoma	a genetic code
மரபணு	gene	gentic material
மரபணுக்கள்	genes	genes
மரபான	tradicional	traditonal
மரபினர்	tribu	old age
மரபின்	convención	ancestral line
மரபியல்	genética	gene
மரபில்	en la tradicion	sectarians
மரபு	convencional	culture
மரபுகளில்	tradiciones	traditional
மரபுகள்	tradiciones	ethics
மரபுக்	un tradicional	arts
மரபுவழி	genealogía	heridity
மரபை	tradicion	tradition
மரபைச்	inclinaciones	traditional
மரமது	maramatu	referred to king
மரம்	madera	tree
மராத்தி	marathi	marati
மராந்தாசியே	marantaciye	plant
மரியா	maria	mary, maria
மரியாதை	cortesía	respect
மருதம்	marutam	marudhan
மருதூர்	marutur	maruthur a place
மருத்துவ	médico	medicinal
மருத்துவக்	médico	medicine
மருத்துவத்	médico	medicinial
மருத்துவத்தின்	médicamente	medicine
மருத்துவப்	seguro médico del estado	medical
மருத்துவமனை	clínicas	hospital
மருத்துவமனைகள்	hospitales	hospitals
மருத்துவமனையில்	hospital	in hospital
மருத்துவம்	médico	medicines
மருத்துவரின்	doctor	doctor
மருத்துவர்	médico	doctor
மருத்துவர்கள்	doctores	doctors
மருந்து	farmacias	medicine
மருந்துகள்	drogas	medicines
மருமகள்	sobrina	daughter in law
மருளூமத்தை	marulumattai	cockleburs
மருவி	maruvi	based
மருவிய	el transitorio	destroy
மறவர்	maravar	a community in tamilnadu
மறு	re	rework
மறுக்கப்பட்ட	cuestionado	rejected
மறுசீரமைப்பு	restauracion	renaissance
மறுத்தார்	negado	denied
மறுத்து	rechazado	oppose
மறுபக்கம்	por otro lado	behind
மறுபடியும்	de nuevo	again
மறுப்பு	descargo de responsabilidad	objection
மறுமலர்ச்சி	renacimiento	renaissance
மறை	esconder	conceal
மறைந்த	tarde	late
மறைந்து	desapareciendo	hidden
மறைமுக	indirecto	indirect
மறைமுகமாக	presumiblemente	indirect
மறையீட்டியல்	criptoanálisis	suspence keep
மறைவு	ciego	excavating
மறைவுக்குப்	muerte	death
மற்ற	otro	other
மற்றது	otro	other
மற்றவர்கள்	otros	neighbours
மற்றவை	otro	balance
மற்றுமொரு	y	alternate
மற்றும்	y	and
மற்றைய	otro	other
மற்றொன்று	otro	another one
மற்றொரு	otro	another
மற்றோர்	otro	another person
மலபார்	malabar	malabar
மலம்	heces	fecal
மலரின்	flor de	flowers
மலர்	flor	book
மலர்களின்	flor	flowers
மலர்களில்	flores	flowers
மலர்கள்	flores	flowers
மலாக்கா	malacca	malacca
மலாய்	malayo	malasian
மலேசிய	malasio	malaysia
மலேசியா	malasia	malaysia (it is a country)
மலேரியா	malaria	maleria
மலை	montaña	mountains
மலைகளின்	montañas	mountains
மலைகளில்	en las montañas	mountains
மலைகள்	montañas	mountians
மலைத்தொடர்	montañas	mountains
மலைத்தொடர்கள்	montañas	mountese
மலைப்	montañoso	mountains
மலையமான்	malaiyaman	malayaman a king
மலையாள	malayalam	malayalam film industry
மலையின்	montaña	mountain
மலையில்	montaña	mountains
மழை	ducha	rain
மழையால்	por la lluvia	by rain
மவுண்ட்	monte	mount
மவோரி	mavori	mavori
மஹால்	mahal	mahal
மா	mamá	a sections of people
மாஃப்பியா	mafia	mafia
மாகாண	provincial	regional
மாகாணங்கள்	provincias	states
மாகாணத்	provincia	province
மாகாணத்தின்	provincia	province of
மாகாணத்தில்	provincia	in the ground
மாகாணம்	provincia	corporation
மாசடைதல்	contaminación	polluted
மாசி	feb	april
மாசு	contaminación	pollution
மாடு	vaca	cow
மாட்டேன்	no lo hará	do not
மாணவர்	estudiantes	student
மாணவர்களின்	alumnos	in students
