$	usd	dollars
والاجتماعي	un sociālā	and the social
والاجتماعية	un sociālā	and the social
والاقتصاد	un ekonomika	and economy
والاقتصادي	un ekonomisks	economic
والاقتصادية	un ekonomiskais	economic
والباحثين	un pētnieki	and researchers
والبحر	un jūra	sea
والبحرية	jūras	and marine
والبحرين	un bahreina	bahrain
والبعض	un daži	some
والبنية	un struktūra	course
والبيئة	un vide	environment
والتاريخ	un vēsture	history
والتجارة	un tirdzniecība	and commerce
والتحليل	un analīze	and the analysis
والتخلص	un atbrīvoties	and get rid of
والتدريب	un apmācība	and training
والتطور	un evolūcija	development
والتطوير	un attīstība	development
والتعاون	un sadarbība	and cooperation
والتعليم	un izglītība	education
والتقاليد	un tradīcijas	traditions
والتكنولوجيا	un tehnoloģija	technology
والتلفزيون	un tv	and television
والتنمية	un attīstība	and developing
والتوزيع	un izplatīšana	and the distribution
والتي	un tas	and that is
والثالث	un trešais	and third
والثاني	un otrais	and the second
والثانية	un otrais	and the second
والثقافة	un kultūra	culture
والجامعات	un universitātes	and universities
والجدير	un vērts	and worth
والجزء	un daļa	and the part
والجزائر	un alžīrija	and algeria
والجزر	un salas	island
والجماعة	un grupa	and the group
والجمال	un skaistums	and camels
والجنوب	un dienvidi	and the south
والجنوبية	un dienvidu	and southern
والجيش	un armija	and the army
والحجاز	un hijazs	and hegaz
والحديث	un sarunāties	modern
والحديد	un dzelzs	specifically
والحرب	un karš	war
والحركة	un kustība	and the movement
والحروب	un kari	and the wars
والحرية	un brīvība	freedom
والحزب	un ballīte	and the party
والحسن	un labi	and el hassan
والحسين	un huseins	and el hussein
والحضارة	un civilizācija	and civilization
والحفاظ	un paturēt	and maintaining
والحكم	un spriedums	rule
والحكومات	un valdības	and the governments
والحكومة	un valdība	and government
والحياة	un dzīve	life
والحيوانات	un dzīvnieki	animals
والخارجية	un ārējais	and external
والخاصة	un īpašs	and the private
والخدمات	un pakalpojumi	and the services
والد	tēvs	father
والدة	māte	mother
والدته	viņa māte	his mother
والدراسات	un studijas	and studies
والدفاع	un aizsardzība	defence
والدليل	pierādījums	and the proof
والده	māte	his father
والدها	viņas tētis	her father
والدول	un štatos	and countries
والدولة	un valsts	country
والدين	vecākiem	and religion
والدينية	reliģiskā	and religious
والذي	un kurš	and which
والذين	un kurš	and those who
والرئيس	un prezidents	and the president
والرابع	un ceturtais	and quarter
والرومان	un romieši	and the romans
والرومانية	un rumāņu	and the roman
والرياح	un vējš	wind
والرياضيات	un matemātika	and mathematics
والزبير	un zubērs	zubeir
والزراعة	un lauksaimniecība	and the agriculture
والزهرة	un zieds	venus
والسادس	un sestais	sixth
والسبب	un iemesls	reason
والسعودية	un saūda arābija	and saudi
والسلام	un miers	and peace
والسنة	un gads	and suna
والسودان	un sudāna	sudan
والسويد	zviedrija	and swedish
والسياسة	un politika	and politics
والسياسي	un politiķis	and the political
والسياسية	un politisko	political
والسيطرة	un kontrole	control
والشام	un levants	and levant
والشرق	un uz austrumiem	and the east
والشركات	un uzņēmumi	and corporates
والشعر	un mati	and poetry
والشمال	un ziemeļi	and the north
والشيخ	un šeihs	and the sheikh
والشيعة	šiīti	shia
والصفات	un atribūti	and attributes
والصلاة	un lūgšana	and prayers
والصناعات	un nozares	and the industries
والصناعة	un rūpniecība	industry
والصين	un ķīna	china
والطاقة	un enerģija	and energy
والطب	un zāles	and medicine
والطيور	un putni	and birds
والعالم	un pasaule	world
والعديد	un vēl daudz vairāk	and many
والعراق	un irāka	iraq
والعرب	un arābi	and arab
والعربية	un arābu valodā	arabic
والعسكرية	un militārā	and military
والعشرون	divdesmit	and twenty
والعشرين	divdesmit	and the twentith
والعطلات	un brīvdienas	vacancies
والعلاج	un ārstēšana	therapy
والعلاقات	un attiecības	and the relations
والعلم	un zinātne	flag
والعلماء	un zinātnieki	and scientists
والعلمية	un zinātniski	and scientific
والعلوم	un zinātne	and sciences
والعمارة	un arhitektūra	and architecture
والعمل	un strādāt	and work
والعمليات	un operācijas	operations
والعناية	un jārūpējas	and the care
والغابات	un meži	forests
والغاز	un gāze	and the gas
والغرب	un rietumi	and the west
والغربية	rietumu	and the western
والغناء	un dzied	and singing
والفارسية	un persiešu	and the pertian
والفرات	eifrāts	and furat
والفرنسية	un franču valoda	and the french
والفضة	un sudrabs	and silver
والفقه	jurisprudence	and the jurisprudence
والفلسفة	un filozofija	and philosophy
والفلك	un astronomija	astronomy
والفن	un māksla	and arts
والفنون	un māksla	arts
والفيزياء	un fizika	and physics
والقانون	un likums	and the law
والقدرة	un spējas	and the ability
والقرآن	un korāns	and qur'an
والقضاء	un likvidēšana	elimination
والقمر	un mēness	and the moon
والقوات	un spēki	and the forces
والقوانين	un likumi	and laws
والقوة	un izturība	and power
والكتاب	un grāmata	and the book
والكتابة	un rakstīt	writing
والكثير	un vēl daudz vairāk	and many
والكنيسة	un baznīca	and the church
والكواكب	un planētas	and the planets
والكيمياء	un ķīmija	and chemistry
واللغات	un valodas	languages
واللغة	un valoda	and the language
والله	es zvēru	and god
والمؤسسات	un iestādes	institutions
والماء	un ūdens	water
والمحيط	un okeāns	and the pacific
والمدارس	un skolas	schools
والمدن	un pilsētas	cities
والمدينة	un pilsēta	city
والمرأة	un sieviete	the woman
والمسجد	un mošeja	and the mosque
والمسيحية	un kristietība	the christian
والمسيحيين	un kristieši	the christians
والمعادن	un minerāli	the metals
والمعاهد	un institūti	institutes
والمعدات	un aprīkojums	equipments
والمعراج	un mirāža	the ascension
والمعرفة	un zināšanas	the knowledge
والمعروف	zināms	known
والمعروفة	zināms	known
والمغرب	un maroka	morocco
والمكسيك	un meksika	mexico
والملك	un karalis	king
والمملكة	un valstība	kingdom
والمناخ	un klimats	atmosphere
والمناطق	un reģioni	regions
والمنتجات	un produkti	products
والمنطق	un loģika	logic
والمنطقة	un reģions	the area
والمواد	un materiāli	the materials
والمواصلات	pārvadājumi	transportation
والموسيقى	un mūzika	music
والمياه	un ūdens	water
والنباتات	un augi	plants
والنجوم	un zvaigznes	and the satrs
والنرويج	norvēģija	norway
والنساء	un sievietes	and women
والنسيج	un audums	and fabric
والنقد	un kritika	and cash
والنقل	un transportēšana	transportation
والنمسا	un austrija	austria
والنهاية	un visbeidzot	the end
والهرسك	un hercegovina	-hersek
والهند	indija	and india
والهندسة	un inženierzinātnes	and engineering
والواقع	patiešām	and reality
والولايات	un štatos	and the states
والي	wali	alderman
واليابان	un japāna	japan
واليمن	un jemena	yemen
واليهود	un ebreji	and jews
واليهودية	un jūdaisms	jewish
واليوم	un šodien	and today
واليونان	grieķija	and greek
وان	un noteikti	and that
وانتشار	un izplatīties	and expansion
وانتشر	tas izplatījās	and spread
وانتشرت	un izklāj	spread
وانتهت	un beidzās	and ended
وانتهى	tas ir pabeigts	ended
وانخفاض	un zemu	and a decrease
واهتم	un jārūpējas	and cared
وبأن	un tas	and to
وباء	epidēmija	plague
وباقي	un pārējais	other
وباكستان	un pakistāna	and pakistan
وبالأخص	it īpaši	and specifically
وبالإضافة	papildus	and in addition to
وبالتالي	un tāpēc	and thus
وبالتحديد	un konkrēti	and precisely
وبالرغم	lai gan	despite the
وبالفعل	un tiešām	indeed
وبالمثل	līdzīgi	and similarly
وبالنسبة	un priekš	according to
وبحر	un pa jūru	and sea
وبحسب	saskaņā ar	according to
وبحلول	autors	by coming
وبخاصة	īpaši	esspeically
وبدأ	viņš sāka	started
وبدأت	tas sākās	started
وبذلك	ar to	and with this
وبريطانيا	un lielbritānija	and britain
وبسبب	un dēļ	and because
وبشكل	un savā ziņā	and in a form
وبصفة	un savā ziņā	characteristic
وبعد	un tomēr	and after
وبعدها	un tad	and then
وبعض	un daži	some
وبعضها	daži no tiem ir	and some of it
وبعضهم	un daži no tiem	and some of them
وبقي	viņš palika	and remained
وبقية	un pārējais	and the rest of
وبقيت	es paliku	and remained
وبلاد	un valsts	and countries
وبلغ	un trāpīja	reached
وبلغاريا	un bulgārija	and bulgaria
وبلغت	sist	reached
وبما	ieskaitot	and so
وبناء	un būvēt	and to construct
وبناءً	un konstruktīvi	and according to
وبنى	viņš uzcēla	and he built
وبه	un ar to	have
وبها	un ar to	on it
وبهذا	ar šo	and with this
وبين	un starp	and between
وبينما	un kamēr	while
وتأتي	un nāc	and comes
وتأسيس	un nodibināt	founding
وتاريخ	un datums	and history
وتبادل	un apmaini	exchange
وتبلغ	tas sasniedz	and it reaches
وتتضمن	tas iekļauj	and it includes
وتتكون	tas sastāv	is composed
وتتم	un tas ir izdarīts	and it is made
وتتميز	tas tiek izšķirts	characterized by
وتحت	un zem	under
وتحتل	un okupēts	and occupies
وتحتوي	un satur	and it contains
وتحدث	viņš runāja	happens
وتحديد	un fiksēšana	determine the
وتحسين	un uzlabot	and improving
وتحقيق	un sasniegt	and achieving
وتحليل	un analīze	and analysis
وتحمل	un nēsāt	and bear /  endurance
وتختلف	un atšķiras	differ
وتربية	un selekcija	and breeding
وترجمت	un tulkoja	and translated
وترك	un aiziet	and let go of
وتركيا	un turcija	turkey
وتستخدم	tiek izmantoti	is being used
وتسعين	deviņdesmit	ninety
وتسمى	zvanīja	and it is named
وتشكل	meikaps	forms
وتشمل	iekļaut	and includes
وتشير	un norādiet	and indicates
وتصبح	un kļūt	become
وتصل	un augšā	reaches
وتضم	tas iekļauj	and it includes
وتطبيق	un pieteikums	and practicing
وتطور	tā attīstījās	and developed
وتطورت	un tas attīstījās	and developed
وتطوير	un attīstīties	and developing
وتظهر	un parādīt	and appear
وتعالى	visvarenais	and his greatness
وتعتبر	ir apsvērti	and it is considered
وتعتمد	tas ir atkarīgs no	depends
وتعد	un sagatavo	is
وتعرف	un jūs zināt	known as
وتعزيز	un paaugstināšana	and reinforcing
وتعمل	tas strādā	is working
وتعني	tas nozīmē	and it means
وتعود	un atpakaļ	and returns
وتعيين	un noteikti	and hiring
وتغطي	un aptver	and cover
وتقدم	ir nodrošināts	and it presents
وتقع	kritums	and it is located
وتقول	un viņa saka	and said
وتقوم	un balstās	do
وتكون	un būt	and formed
وتكوين	un konfigurēt	and making
وتلك	un tie	and that
وتم	un tas tika izdarīts	and it is done
وتمت	un tas tika izdarīts	was
وتمتد	stiepšanās	and extends
وتمتلك	un pieder	has
وتمثل	un pārstāvēt	presents
وتمكن	viņam izdevās	and hides
وتنتج	tas ražo	produce
وتنتشر	un izplatīties	and spreading
وتنظيم	un regulēšana	organization
وتنقسم	sadalīts	and it divides
وتهدف	mērķis	aimed
وتوجد	tur ir	located
وتوزيع	un izplatīšana	and distribution
وتوفي	viņš nomira	passed away
وتولى	viņš ņēma	be in charge of
وتونس	un tunisija	and tunisia
وتيرة	temps	pace
وثائق	dokumenti	documents
وثائقي	dokumentālā filma	documentary
وثاني	un otrais	second
وثلاثة	un trīs	and three
وثلاثون	trīsdesmit	thirty
وثلاثين	trīsdesmit	and thirty
وثيقة	dokumentu	documented
وجاء	viņš nāca	and came
وجاءت	viņa atnāca	it came
وجامعة	un universitāte	and university
وجبال	un kalni	and mountains
وجبل	un uzstādīt	mountain
وجد	ir atrasts	found
وجدت	atrasts	found
وجدير	tas ir vērts	it should be
وجزر	un salas	the islands
وجزيرة	un sala	island
وجعل	un taisa	and made
وجعلها	un pagatavojiet to	and made it
وجل	paaugstināts	almighty
وجمع	un savāc	collect
وجمهورية	un republika	and the republic
وجميع	un viss	and all
وجنوب	un dienvidi	and south
وجه	seja	face
وجهات	galamērķi	opinions
وجهة	galamērķis	point
وجهه	viņa seja	against him
وجهها	viņas seja	her face
وجوب	obligāti	should be
وجود	klātbūtne	existence
وجوده	viņa klātbūtne	presence
وجودها	tā klātbūtne	its existence
وجوه	objekts	indication
وجيزة	īsumā	brief
وحاول	un mēģiniet	and tried
وحتى	un pat	even
وحدات	vienības	units
وحدة	vienatnē	union
وحده	vienatnē	alone
وحدها	vienatnē	alone
وحركة	un kustība	ad he movement
وحرية	un brīvība	freedom
وحسب	un tikai	according
وحسن	un labi	and good
