$  	dollar təşkil edib	dollar
többségük	onların çoxu	most of them
többé	biraz daha	again
többékevésbé	daha çox və ya az	more or less
tökéletes	mükəmməl	perfect
tökéletesen	mükəmməl	perfectly
tölt	şarj edin	not a stand alone word in these examples (tölt be=functions as or performs)
töltenek	sərf etmək	fulfill
tölti	xərcləyir	fulfil
töltik	sərf etmək	spend
töltött	ittiham olunur	spend
töltötte	sərf etmişdir	spent
töltöttek	xərclədilər	they spent
töltötték	xərclədilər	spent
tömb	blok	block
tömeg	izdiham	mass
tömege	çəki	crowd of
tömegek	kütlələr	swarm
tömeges	kütləvi	mass-
tömegesen	kütləvi şəkildə	numerously
tömegközlekedés	ictimai nəqliyyat	public transport
tömegközlekedési	ictimai nəqliyyat	public transport
tömegének	çəki	gross
tömegű	çəki	gross
tör	fasilə	break
törekedett	axtarıldı	sought
törekvés	təqib	aspiration
törekvések	istəkləri	efforts
törpe	cırtdan	miniature
tört	qırıq	forged ahead
törtek	qırıq	(they) broke
történelem	tarixi	history
történelemben	tarixi	in the history
történelme	tarixi	history of
történelmet	tarixi	history
történelmi	tarixi	historical
történet	tarixi	story
történetben	hekayə	in a story
története	tarixi	(its) story
történetek	hekayələr	stories
történeteket	hekayələr	stories
történetet	hekayə	story
történeti	tarixi	historical
történetében	tarixi	history of
történetének	tarixi	stories
történetét	hekayə	story (of)
történetíró	tarixşünas	storytellers
történik	baş verir	happens
történt	oldu	happened
történtek	oldu	happened
történész	tarixçi	historian
történészek	tarixçilər	historicians
történő	yandır	taking place
törvény	qanun	law
törvénye	qanun	law
törvényei	qanunları	laws of
törvények	qanunları	acts
törvényeket	qanunları	acts
törvényes	qanuni	legal
törvényhozás	qanunvericilik	legislation
törvényhozó	qanunverici	legislative
törvényt	faktura	law
törvénytelen	qanunsuz	illegal
törzs	qəbilə	trie
törzsek	suşları	tribes
törzsi	qəbilə	tribal
török	boğaz	turkey
törökország	türkiyə	turkey
törökországban	türkiyə	in turkey
törökök	türk	turks
törölték	ləğv edildi	cancelled
túl	də	beyond
túli	üzərində	further
túlnyomó	əzici	overwhelming
túlnyomórészt	üstünlük təşkil edir	mostly
túlságosan	də	excessively
túlzott	həddindən artıq	exaggerated
túlélte	sağ qalıb	survived
túlélők	sağ qalanlar	survivors
tükrözi	güzgülər	reflects
tükör	güzgü	mirror
tünetei	simptomlar	symptoms
tünetek	simptomlar	symptoms
tüneteket	simptomlar	symptoms
tüntetők	etirazçılar	demonstrators
türk	türk	turk
tüskés	təəccüblü	tuskes
tüzet	atəş	fire
tüzérségi	artilleriya	artillery
tőke	kapital	capital
től	dən	from
tőle	ondan	from it
tőlük	onlardan	them
tűnik	görünür	seems
tűnnek	görünür	(they) seem
tűnt	ortaya çıxdı	seemed to
tűnő	zahirən	looks like
tűz	atəş	fire
tűzte	dəsti	set
udvar	məhkəmə	court
udvarban	məhkəmə	in court
udvari	məhkəmə	court
udvarában	həyət	in sy's court
udvarán	həyət	court
uefa	uefa	uefa
uefakupa	uefakupa	uefa cup
ugor	ugr	ugric
ugyan	baxmayaraq	say-so
ugyanabban	eyni	in the same
ugyanaz	eyni	the same
ugyanazon	eyni	of the same
ugyanazt	eyni	same
ugyancsak	eyni şəkildə	also
ugyanebben	eyni	the same
ugyanekkor	eyni zaman	same time
ugyanez	eyni	the same
ugyanezen	eyni	on the same
ugyanezt	eyni	the same
ugyanis	yəni	namely
ugyanolyan	eyni cür	same
ugyanígy	eyni yol	in the same way
ugyanúgy	həmçinin	in the same way
ukrajna	ukrayna	ukraine
ukrán	ukraynalı	ukrainian
ulrich	ulrix	ulrich
ulászló	ulászló	ulászló
un	un	so called
und	und	und
under	altları	alatt
underground	yeraltı	underground
unesco	unesco	unesco
unit	vahid	unit
united	birləşdi	united
unitárius	unitar	unitarian
university	universitet	university
univerzum	kainat	universe
unió	birlik	union
unióhoz	birlik	union
uniós	birlik	union
unokaöccse	qardaşı oğlu	nephew
unokája	nəvə	grandson
up	yuxarı	fel
ura	lord	lord of sy/sg
urahara	urahara	urahara
uralkodik	xoruz qaydası	rules
uralkodott	hökm sürdü	reigned
uralkodása	hökmranlıq etmək	reign of sy
uralkodásának	hökmranlıq etmək	reign of
uralkodó	hökm	monarch
uralkodói	regal	regal
uralkodója	hökmdar	monarch of sg
uralkodók	hökmdarlar	ruler
uralma	hökmranlıq etmək	reign
uralmát	qayda	domination
uralom	qayda	dominion
uralta	üstünlük təşkil edir	dominated
urán	uran	uranium
uránusz	uran	uranus
usa	abş	usa
usaban	abş	in the usa
usb	usb	usb
uss	uss	uss
utak	yollar	roads
utal	nifrət	points
utalnak	şou	suggest
utalt	nifrət	pointed
utalva	istinad edir	referencing to
utalás	arayış	reference
utaló	bağlıdır	allusive
utasította	göstəriş verdi	directed
utasítás	təlimatları	order
utasítást	təlimatları	instruction
utat	yol	road
utazik	səyahət etmək	travels
utazott	səyahət etdi	travelled
utaztak	səyahət etdi	travelled
utazás	səyahət etmək	journey
utazást	səyahət etmək	journey
utazó	səyahət edir	traveller
utca	küçə	street
utcai	küçə	street
utcában	küçədə	in the street
utcák	küçələr	streets
utcán	küçədə	in the street
utoljára	axırıncı dəfə	at last
utolsó	son	last
után	sonra	after
utána	sonra	after
utáni	post	after
utóbb	sonradan	later
utóbbi	sonuncu	latter
utóbbiak	sonuncu	following
utóbbit	sonuncu	the latter
utóda	varisi	follower of sy
utódai	varisləri	descendants of sy
utódja	varisi	successor of sy
utókor	nəsildən	posterity
utólag	sonradan	retrospectively
vacsora	şam yeməyi	dinner
vad	ittiham	wild
vadon	vəhşi	wild
vadász	ovçu	hunter
vadászat	ovçuluq	hunt
vagy	vəsvəsə	or
vagyis	yəni	that is
vagyok	mən	i am
vagyunk	bizik	we are
vajda	voivod	vajda
vajon	olsun	whether
vak	kor	blind
vakkígyófélék	tiflopidae	typhlopidae
valaha	heç	ever
valahol	haradasa	somewhere
valaki	kimsə	someone
valamely	a	a
valamelyik	biri	one of
valamennyi	hamısı	some
valami	bir şey	something
valamiféle	bir növ	some
valamikor	nə vaxtsa	sometimes
valamilyen	hər hansı	sort of
valamint	kimi	as well as
valamit	bir şey	something
valamivel	biraz	with something
valencia	valensiya	valencia
valkűr	valkyrie	valkyr
vallja	deyir	profess
vallon	valun	walloon
vallott	elan etdi	declared
vallotta	yalvarır	confessed
vallás	din	religion
vallási	dindar	religious
vallások	dinlər	religions
vallásos	dindar	religious
vallást	din	religion
vallású	din	religion
való	üçün	from
valóban	həqiqətən	indeed
valódi	real	real
valójában	faktiki olaraq	in reality
valós	real	real
valósult	həyata keçirilən	realized
valószínű	ehtimal ki	likely
valószínűleg	yəqin ki	probably
valószínűséggel	ehtimal ki	feasibility
valóság	reallıq	truth
valóságban	əslində	in reality
valóságos	real	real
vane	vane	is there
vannak	var	there are
varga	çəkic	common last name
varrás	tikiş	sewing
varsó	varşava	warsaw
varsói	varşava	warsaw
varázsló	sehrbaz	wizard
varázslók	sehrbazlar	wizards
vas	dəmir	metal
vasi	alp	vasi
vastag	qalın	thick
vasárnap	bazar günü	sunday
vasárnapi	bazar günü	sunday
vasérc	dəmir filizi	iron ore
vasút	dəmir yolu	railway
vasúti	dəmir yolu	railway
vasútvonal	dəmiryol xətti	railroad
vasútvonalak	dəmir yolu xətləri	railway lines
vasútállomás	qatar stansiyası	train station
vatikán	vatikan	vatican
vatikáni	vatikan	vatican
vegetáció	bitki örtüyü	plantage
vegyen	götürmək	buy
vegyes	qarışıq	mixed
vegyi	kimyəvi	chemical
vegyipar	kimya sənayesi	chemical industry
vegyipari	kimya sənayesi	chemical
vegyületek	birləşmələr	chemicals
vele	onunla	with her/him
velence	venesiya	venice
velencei	venesiya	venetian
velencében	venesiya	venice
velük	onlarla	with
vencel	wenceslas	vencel
vendégek	qonaqlar	guests
venezia	veneziya	venice
venezuela	venesuela	venezuela
venni	almaq	take
venus	venus	venus
venyera	venera	venyera
vera	vera	vera
verdi	verdi	verdi
vereség	məğlub etmək	defeat
veresége	məğlub etmək	defeat of
vereséget	məğlub etmək	defeat
vers	şeir	poem
verse	ayə	poems
versei	şeirlər	poems
verseit	şeirlər	poems
versek	şeirlər	poems
verseket	şeir	poems
verseny	irqi	race
versenyegérformák	gerbil	gerbil
versenyen	turnir	at race
versenyt	rəqabət	race
versenyzett	yarışdı	competed
versenyző	rəqib	competitor
versenyzője	idmançı	driver
versenyzők	rəqiblər	contestants
versenyén	hadisə	race of
verses	qafiyəli	verse-
verset	şeir	poem
versét	şeir	poem
verte	qalib gəlmək	beat
verték	qalib gəlmək	beat
verzió	versiya	version
verziója	versiya	version of
verébalkatúak	verébalkatúak	the sparrows
vese	böyrək	kidneys
vesz	almaq	not stand alone word-inconsistent examples (vesz körül=surrounded by - részt vesz=take part in)
veszettség	quduzluq	rabid
veszi	alır	take
veszik	götürmək	take
vesznek	içində	take
veszprém	veszprem	veszprém (a hungarian city and county)
veszprémi	veszprém	of veszprém
vesztes	itirmək	defeated
veszteségek	itkiləri	losses
veszteségeket	itkiləri	losses
vesztett	dəyərsizləşmiş	lost
vesztette	itirdi	lost
veszély	təhlükə	danger
veszélye	təhlükə	threat of
veszélyes	təhlükəli	danderous
veszélyeztetett	güzəştə getdi	endangered
veszélyt	təhdid	danger
vet	əkin	vet = sow (véget vet = end)
vetett	vurdu	raised
vetette	atdı	suggested
vetették	olmuşlar	employed
vett	aldı	bought
vette	aldı	took
vettek	onlar götürdülər	utilized
vettel	vettel	vettel
vették	onlar götürdülər	took
vetítés	proyeksiya	projection
vevő	müştəri	customer
vezet	qurğuşun	leads
vezetett	rəhbər	led
vezethet	qurğuşun	can introduce
vezethető	aiddir	traceable
vezeti	qurğuşun	leads
vezetnek	qurğuşun	lead
vezetni	sürücülük	(to) lead
vezette	başçılıq etdi	led
vezettek	qurğuşun	introduced
vezették	tanıtdı	ran
vezeték	tel	cable
vezetés	idarəetmə	leadership
vezetése	rəhbərlik	lead
vezetést	qurğuşun	leadership
vezetését	rəhbərlik	leadership of sg
vezetésével	rəhbərlik	led by
vezető	dirijor	leading
vezetői	idarəedici	leaders of
vezetőinek	liderlər	leaders of
vezetője	lider	manager
vezetőjét	lider	leader of sg
vezetők	liderlər	leaders
vezényelte	aparılıb	conducted
vezér	qurğuşun	leader
vezére	lider	leader of sg
vezérkar	yüksək əmr	generals
vezérkari	baş qərargah rəisi	chief of staff
vi	vi	sixth
via	vasitəsilə	via
victor	qalib	victor
victoria	qələbə	victoria
video	video	video
videó	video	video
videók	videolar	videos
vidrafűfélék	menyanthaceae	otter grass
vidám	xoşbəxt	fun
vidék	ölkə	region
vidéke	bölgə	region
vidékeken	sahələr	regions
vidéken	kənddə	region
vidéki	kənd	rural
vidékén	kənddə	in the area of sg
vietnam	vyetnam	vietnam
vietnami	vyetnam	vietnam
vihar	fırtına	storm
vii	vii	seventh
viii	viii	eight
viktor	viktor	viktor
villa	çəngəl	villa
villamos	elektrik	tram
vilmos	iradə	william
világ	dünya	world
világa	dünya	world
világatlasz	dünya atlas	world atlas
világbajnok	dünya çempionu	world champion
világbajnoki	dünya çempionatı	world-champion
világbajnokság	dünya çempionatı	world championship
világbajnokságon	dünya çempionatı	at the world championship
világbajnokságot	dünya çempionatı	world cup
világban	dünya	in the world
világegyetem	kainat	universe
világháború	dünya müharibəsi	world war
világháborúban	ikinci dünya müharibəsi	in the world war
világháborús	ikinci dünya müharibəsi	world war i
világháborút	ikinci dünya müharibəsi	world war
világhírű	dünya şöhrətli	world-famous
világi	dünyəvi	worldly
világon	dünyaya	world
világos	aydın	clear
világosabb	daha parlaq	clearer
világossá	aydın	clear
világot	dünya	world
világra	dünya	born
világszerte	dünyada	worldwide
világszervezet	dünya vücudu	world organization
világválság	depressiya	great depression
világába	dünya	to the world
világában	dünya	in the world of
világát	dünya	world
világörökség	dünya irsi	world heritage
világörökségi	dünya irsi	world heritage
vince	vince	vince
vincent	vincent	vincent
vinci	vinci	ildiko
vinni	götürmək	to carry
virginia	virciniya	virginia
virtuális	virtual	virtual
virtuóz	virtuoz	virtuoso
virág	çiçək	virág (forename)
virágzott	çiçəkləndi	prospered
virágzó	çiçəklənmə	blooming
visel	köhnəlmək	wear
viseli	ayılar	bears
viselkedik	davranmaq	behaves
viselkedés	davranış	behaviour
viselkedése	davranış	behaviour of
viselkedését	davranış	behaviour of
viselt	qalıcı	wore
viselte	aşınmış	represented
viselő	hesablanan	carrying
visnu	vişnu	vishnu
vissza	geri	back
visszaesett	rədd edildi	relapsed
visszatér	qayıtmaq	return
visszatérni	qayıtmaq	come back
visszatért	geri gəldi	returned
visszatértek	qayıtdı	they returned
visszatérve	qayıdır	back
visszatérés	qayıtmaq	return
visszatérése	qayıtmaq	return of
visszatérő	təkrarlanan	recurrent
visszautasította	imtina etdi	renounced
visszavonta	geri çəkildi	revoked
visszavonult	təqaüdçü	retired
visszaélés	sui-istifadə	abuse
viszi	alır	carries
viszont	lakin	however
viszony	münasibətlər	relation
viszonya	münasibətlər	relation of
viszonylag	nisbətən	relatively
viszonylagos	nisbi	relative
viszonyok	şərtlər	actualities
viszonyt	münasibətlər	relation
viszonyát	münasibətlər	relationship
viszonyítva	müqayisədə	compared
vita	debat	argument
vitatott	mübahisəli	disputed
vitiligo	vitiligo	vitiligo
vitt	aparılır	brought
vitte	aldı	took
vitték	onlara aparıldı	were taken
viták	mübahisələr	debates
vitákat	mübahisələr	discussions
vitát	debat	debate
vitéz	cəsarətli	knight
vivaldi	vivaldi	vivaldi
vizek	sular	water
vizelethajtó	diüretik	emictory
vizes	sulu	wet
vizet	su	water
vizsgálat	test	examination
vizsgálata	müayinə	inspection of
vizsgálatok	araşdırmalar	surveys
vizsgálatot	istintaq	test
vizsgált	müayinə edildi	studied
vizsgálta	müayinə edildi	examined
vizsla	beagle	retriever
vizuális	əyani	visual
vlagyimir	vladimir	vladimir
vokális	vokal	vocal
voldemort	voldemort	voldemort
volga	volqa	volg
volna	olardı	would be
volt	volt	was
volta	təbiət	being
voltak	onlar idilər	(they) were
voltam	mən	was
volte	volt	was
von	von	von
vonal	xətti	line
vonala	xətti	(its) line
vonalak	xətləri	lines
vonalat	xətti	defensive line
vonalon	xətti	on a line
vonalán	xətti	line of
vonatkozik	qayğı	concern
vonatkoznak	müraciət edin	related
vonatkozó	ilə bağlı	relative
vonatkozóan	ilə əlaqədar	for
vonatok	qatarlar	trains
vonják	geri çəkildi	involved
vonta	çəkdi	entailed
vonták	geri çəkildi	grouped
vonult	təqaüdçü	marched
vonultak	yürüş etdilər	marched
voyager	səyahətçi	voyager
