$ tỉ	милијарду долара	$ billion
xỉa	нит	to pick (v.)
xỉu	несвестица	to faint
xốc	шок	to lift up (v.)
xốp	стиропор	porous
xổ	томбола	rush into
xộn	у нереду	messy
xứ	земљиште	native
xứng	достојан	appropriate
xử	лечити	judge
y	и	medical
y=fracsin	и = фраксин	a function
ya	иа	(proper noun) ya, as in ya trang
yakovlev	иаковлев	yakovlev
yakushima	иакусхима	yakushima
yalta	иалта	(proper noun) yalta
yankee	ианкее	(proper noun) yankee
yard	двориште	yard
yasha	иасха	a name
yeeun	иееун	(proper noun) yeeun
yeltsin	иелтсин	yeltsin, as in boris yeltsin
yemen	јемен	yemen
yersin	иерсин	(proper noun) yersin, asin alexandre yersin
yi	ии	(proper noun) yi
ying	иинг	(proper noun) ying, as in ying yang
ymca	имца	ymca
yo	ио	yo
yomiuri	иомиури	yomiuri
yoochun	иооцхун	yoochun
york	иорк	york
yorker	иоркер	yorker
yorkshire	јоркшир	yorkshire
youtube	јутјуб	youtube
ypres	ипрес	ypres
ytv	итв	ytv
yu	иу	yu
yuan	јуан	(proper noun) yuan, as in yuan mu
yucatán	иуцатан	yucatan, as in the yucatan peninsula
yudhoyono	иудхоионо	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	иуги	yugi
yukito	иукито	yukito
yume	иуме	(proper noun) yume
yunho	иунхо	yunho
yuri	јуриј	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	иурт	yurt
yên	јен	peace or stillness (n.)
yêu	волети	love
yếm	комбинезони	tender
yến	птичије гнездо	a type of swallow (n.)
yết	котирање	yet
yếu	слаб	mainly
yểm	цовер	support
yển	јен	"is a name meaning, ""bird"""
yểu	љупко	"(term should be ""yểu điệu"") graceful (adj.)"
z	з	z
zac	зац	zac
zambia	замбиа	(proper noun) zambia, as in the nation
zealand	зеланд	(proper noun) zealand, as in new zealand
zedong	зедонг	mao zedong
zero	нула	zero
zeus	зеус	zeus
zheng	зхенг	zheng
zhukmse	зхукмсе	zhuk-mse
zimbabwe	зимбабве	zimbabwe
zinedine	зинедин	(proper noun) zinedine
zing	зинг	zing, as in the website
zoe	зое	zoe
zurich	цирих	(proper noun) zurich
zürich	зурицх	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| нгуиен	a common vietnamese last name
|nổi	| плута	"(term should be ""nổi"") to float (v.)"
|petya	| петиа	(proper noun) petya
|tên	| име	"(should be ""tên"") name (n.)"
|việt	| вијетнамски	vietnam
 kg	кг	kg
 triệu	милион	million
 °c	° ц	degrees celsius
°đến	° до	up to
°độ	° степени	degree
×	×	x
ào	вов	rush
á	азијски	asia
ác	зло	evil
ách	јарам	yoke (n.)
ái	жудња	ai
ám	доноси	(with the word chi) to hint at
ánh	сијање	light
áo	кошуља	clothe
áohung	аохунг	"(term should be ""Áo-hung"") austria-hungary"
áp	притисак	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	аои	eurasian
â	а	a vietnamese vowel sound
âm	минус	vagina
ân	услугу	deed
én	ластавице	swallow
ép	стисни	press
êgê	его	aegean
êm	глатка	smooth
ích	корисно	benefit
ílam	илам	tamil language name for the island of sri lanka
ít	мало	less
île	иле	Île, as in Île de la cité, france
îledefrance	ђелефранце	ile-de-france
ðiều	члан	article
ðài	ðаи	taiwan
ðường	шећер	a road
ðảng	журка	party
ðức	немачка	"Đức, a common vietnamese first name; means ""virtue"""
ó	о	(with the word la) to boo down
óc	мозак	brain
óng	иридесцентно	"(term should be ""óng ả"") flexible"
ôi	ох	"vietnamese version of the exclamation ""oh"""
ôm	загрлити	hug
ôn	умјереност	peaceful (on hoa)
ông	он	a man (n.)
ôtô	ауто	car
ôxi	кисеоник	oxygen
ôxy	кисеоник	the element oxygen (n.)
ôxít	оксид	oxide
ôzôn	озон	ozone
ùn	џемови	congest
úng	замрзнут	flood
úp	лицем на доле	upside
úy	поручниче	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	италија	italian
ăn	јести	eat
ăng	мрав	antenna
ăngten	антена	antenna
đa	мулти	majority
đai	трака	"(term should be ""Đai khố"") name of a village"
đak	дак	(proper noun) Đak
đan	штрикати	scandal
đau	бол	painful
đay	јута	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	дб	dien ban
đcstq	дцстк	communist party of china
đcsvn	дцсвн	vietnam communist party
đe	наковња	threaten
đem	довести	to bring (v.)
đen	црн	black
đentrắng	црно и бело	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	носити	wear
đh	ђх	university
đhcn	ђцн	university of industry
đhtm	дхтм	university of economics
đhông	исток	dhong
đi	иди	go
điên	луда	crazy
điêu	ствар	sculpture
điôxít	диоксид	dioxide
điạ	да	dia
điếc	глух	heron
điếu	цигарета	funeral oration
điềm	знак	omen
điền	испунити	estate
điều	ствар	control
điểm	тачка	bearing point
điển	речник	"(term should be ""từ điển"") a dictionary"
điểu	јебати	thing
điệp	порука	spy
điệu	тон	memorial
đo	мера	measure
đoa	доа	doa
đoan	група	extreme
đom	кријеснице	firefly
đoài	манго	the west
đoàn	група	an organization or group (n.)
đoái	размена	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	ставак	a stage or phase (n.)
đt	тел	training
đtđ	мобилни телефон	diabetes
đua	трка	emulate
đui	слеп	blind
đun	топлота	cook
đuôi	реп	tail
đuốc	бакља	a torch
đuối	утапање	drowning
đuống	стабљика	(proper noun) Đuống, the name of a river
đuổi	потера	pursue
đài	радио	statue
đàm	разговора	negotiation
đàn	стадо	musical instrument
đàng	да	side
đào	копати	train
đày	изгнанство	exile
đá	роцк	to kick
đái	пишкити	pee
đám	група	dam
đán	дан	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	вреди	deserve
đáo	јединствен	unique
đáp	одговор	response
đát	земљиште	"(term should be ""bi đát"") lamentable (adj.)"
đâm	убод	pierce
đâu	где	anywhere
đây	овде	below
đã	је већ	already
đãi	лечити	"(should be ""bạc đãi"") to ill-treat"
đãng	јадна	dissolute
đè	прегазити	to press on
đèn	лампа	light
đèo	пролаз	a mountain pass (n.)
đê	насип	a dike (n.)
đêm	ноћ	night
đênh	долар	lênh đênh= float to unknown
đích	одредиште	goal
đính	у прилогу	attached (adj.)
đò	трајект	a ferry (n.)
đòi	потраживање	require
đòn	ударац	welcome
đó	тамо	that or there (adv.)
đóa	нах	"(term should be ""đoá hoa"") a flower bloom"
đói	гладан	hungry
đón	покупити	welcome
đôi	дупло	sometimes
đôla	долара	dollar
đôn	пиједестал	london
đông	бронза	eastern
đôngbắc	североисток	north-east
đôngnam	југоисток	south-east
đôngtây	источни запад	"(term should be ""đông-tây"") east-west (adj.)"
đôrêmi	дораемон	(proper noun) Đôrêmi
đôrêmon	дораемон	doreamon
đùa	шала	joke
đùi	бедрене кости	thigh
đúc	ливење	"(term should be ""đúc kết"") to sum up (v.)"
đúng	тачно је	right
đúp	дупло	double
đút	ставити	"(term should be ""đút lót"") to bribe"
đăk	дак	dak
đĩ	дроља	whore/bitch
đĩa	тањир	disk
đơ	пауза	stiff or rigid (adj.)
đưa	пролаз	girl
đường	улица	pathway
được	ок	is not
đạ	да	da
đại	сјајно	eagle
đạm	беланчевина	plain
đạn	метак	bullet
đạo	религија	vagina
đạp	бицикл	to step on
đạt	досег	reach
đả	бори	to hit
đảm	гарантовано	"(term should be ""đảm nhiệm"") to undertake (v.)"
đản	рођендан	a group or flock (n.)
đảng	журка	party
đảo	острво	an island (n.)
đấm	пробијати	punch
đấng	бог	the
đất	земљиште	country
đấtmặt	земља	datmat
đấy	тамо	ignore
đầm	хаљина	swamp
đần	глупи	"(term should be ""đần độn"") stupid or ignorant (adj.)"
đầu	глава	start
đầy	пуни	"(term should be ""đầy đủ"") adequate or enough"
đẩu	глава	"(entire term is ""khoa đẩu"") ancient phonetic script used in vietnam"
đẩy	гурати	to push
đẫm	натопљен	wet
đậm	тамно	dense
đậu	пасуљ	to park (v.)
đậy	цовер	cover
đắc	добитак	effectively
đắm	олупина	sink
đắn	пригодност	proper (dung dan)
đắng	горко	bitter
đắp	горе	"(term should be ""bù đắp"") to compensate (v.)"
đắt	скупо	expensive
đằng	преко	back
đẳng	класа	equality
đặc	специјална	"(term should be ""đặc biệt"") special (adj.)"
đặn	редовно	regularly
đẹp	прилично	beautiful
đẽ	добро	beauty
đế	потплати	empire
đếm	рачунати	to count (v.)
đến	доћи	come
đề	нити	promote
đền	храм	"(term should be ""đền thờ"") a religious shrine"
đều	су	all
để	до	for
đệm	јастук	middle name
đỉnh	врх	the summit or peak
địch	непријатељ	enemy
định	наведено	appointed
đọ	бездушно	compete
đọan	ставак	period
đọc	читати	read
đọng	стагнира	deposit
đỏ	црвено	red (adj.)
đốc	гувернере	admiral
đối	за	face
đốm	место	spot
đốn	исећи	"(term should be ""suy đốn:) to be worse off"
đống	гомила	line
đốt	гори	burn
đồ	ствар	thing
đồi	брдо	hill
đồn	гласине	rumour
đồng	бакар	agreeable
đổ	да сипа	dump
đổi	промена	to change (v.)
đổng	донг	"(term should be ""đồng bằng"") a delta"
đỗ	паркиран	pass
độ	степен	"term should actually be ""độ cao""; means ""height"""
độc	отров	alone
độn	подстављен	chaos
động	динамичан	action
đột	одједном	"(term should be ""xung đột"") conflict (n.)"
đới	зен	tropical
đời	животни век	generation
đỡ	подршка	help
đợi	чекати	thigh
đợt	серија	fit
đục	непрозиран	turbid
đụn	дине	dune
đụng	додир	encounter
đủ	довољно	enough
đứa	деца	child
đức	врлина	virtue (n.)
đứng	стајати	to stand (v.)
đứt	сломљен	cut off
đừng	немој	not
đực	мушки	male
đựng	садржати	suffer
đựoc	у реду	be
ĩ	ох	"(term should be ""ầm ĩ"") noisy"
ơ	ох	"(term should be ""thờ ơ"") to be indifferent (adj.)"
ơi	хеј	"vietnamese equivalent of english ""oh"""
