$  	ps	dollar
viszonyt	relación	relation
viszonyát	relación	relationship
viszonyítva	comparado con	compared
vita	debate	argument
vitatott	impugnado	disputed
vitiligo	vitiligo	vitiligo
vitt	llevado	brought
vitte	tomó	took
vitték	fueron llevados a	were taken
viták	disputas	debates
vitákat	disputas	discussions
vitát	debate	debate
vitéz	galante	knight
vivaldi	vivaldi	vivaldi
vizek	aguas	water
vizelethajtó	diurético	emictory
vizes	acuoso	wet
vizet	agua	water
vizsgálat	prueba	examination
vizsgálata	examen	inspection of
vizsgálatok	investigaciones	surveys
vizsgálatot	investigación	test
vizsgált	examinado	studied
vizsgálta	examinado	examined
vizsla	beagle	retriever
vizuális	visual	visual
vlagyimir	vladimir	vladimir
vokális	vocal	vocal
voldemort	voldemort	voldemort
volga	volga	volg
volna	sería	would be
volt	voltio	was
volta	naturaleza	being
voltak	ellos eran	(they) were
voltam	he	was
volte	volte	was
von	von	von
vonal	línea	line
vonala	línea	(its) line
vonalak	líneas	lines
vonalat	línea	defensive line
vonalon	línea	on a line
vonalán	línea	line of
vonatkozik	preocupación	concern
vonatkoznak	aplicar	related
vonatkozó	sobre	relative
vonatkozóan	con respecto a	for
vonatok	trenes	trains
vonják	retirado	involved
vonta	dibujó	entailed
vonták	retirado	grouped
vonult	retirado	marched
vonultak	marcharon	marched
voyager	viajero	voyager
vs	vs	vs.
vulkanikus	volcánico	volcanic
vulkán	volcán	volcano
vulkáni	vulcanio	vulcanic
vulkánok	volcanes	volcanoes
váci	vacaciones	váci (a famous street of budapest)
vád	enjuiciamiento	accusation
vádjával	cargos	charged by
vádolták	acusado	accused
vágott	cortar	cut
vágya	o el	desire
válasz	responder	answer
válaszolt	contestado	answered
választ	escoger	elect
választani	escoger	to choose
választja	escoger	separated
választják	elegido	vote
választott	elegido	chosen
választotta	elegido	chose
választottak	elegido	chose
választották	elegido	chosen
választás	elección	election
választása	escoger	choice of
választási	elección	electional
választások	elecciones	elections
választásokat	elecciones	elections
választásokon	elecciones	on elections
választáson	elección	on the election
választófejedelem	palatino	elector
válaszul	respuesta	as an answer
válhat	puede llegar a ser	become
válik	volverse	turns into
vállal	emprender	take on
vállalat	empresa	corporation
vállalatok	compañías	companies
vállalkozás	empresa	enterprise
vállalt	emprendido	accepted
vállalta	emprendió	he/she tackled
válnak	estarán	are divorcing
válni	convertirse	to become
válogatott	clasificado	in sg's blue, selected
válogatottban	selección nacional	in the national team
válogatás	selección	selection
válság	crisis	crisis
vált	cambio	became
váltak	se han convertido	separated
váltakozó	alterno	alternating
váltja	sustituido	replaced by
váltott	cambiado	changed
váltotta	sustituido	changed
váltották	sustituido	replaced
változat	versión	version
változata	versión de	version
változatai	versiones	variations
változatban	versiones	version
változatok	versiones	variations
változatos	variado	varied
változatot	versión	version
változatában	versión	version
változatát	versión de	version of
változik	cambio	changes
változnak	cambio	are changing
változott	cambiado	changed
változtatni	cambio	change
változtatott	cambiado	changed
változtatta	cambiado	changed
változás	cambio	change
változása	cambio	(its) change
változások	cambios	changes
változásokat	cambios a	changes
változást	cambio	change
változó	variable	variable
válás	divorcio	divorce
válása	divorcio	becoming
váló	divorcio	become
vámpír	vampiro	vampire
vámpírok	vampiros	vampires
vándoroltak	migrado	migrate
vár	castillo	castle
vára	castillo	castle of
várat	castillo	castle
váratlan	inesperado	unexpected
váratlanul	inesperadamente	unexpectedly
várban	castillo	in a castle
várható	esperado	expected
várja	esperando	waiting
várkonyi	várkony	várkonyi
vármegye	condado	province
várnegyed	distrito del castillo	castle
várni	espere	to wait
város	ciudad	city
városa	ciudad	sy's/sg's city
városai	ciudades	cities of
városba	ciudad	to city
városban	en la ciudad	city
városból	ciudad	from a city
városhoz	ciudad	city
városháza	ayuntamiento	town hall
városi	urbano	city
városnak	ciudad	city
városok	ciudades	towns
városokat	ciudades	cities
városokban	ciudades	cities
városon	ciudad	city
városrész	ciudad	city district
városrészek	barrios	districts
várossá	ciudad	to city
várost	ciudad	city
várostól	ciudad	city
városában	ciudad	city
városának	ciudad	of the city of
városát	ciudad	city
várt	esperado	waited
várta	esperado	expected sg/sy, has waited for
vásárolt	compró	purchased
védekező	defensor	defending
védelem	proteccion	protection
védelme	proteccion	protection of
védelmet	proteccion	defense
védelmi	defensivo	protection
védelmében	proteger	protect
védelmére	proteccion	protection
védelmét	proteccion	protection of
védett	protegido	protected
védte	defendido	protected
védő	protector	protector
végbe	sitio	finish
vége	encima	end of
végeredmény	resultado	end result
véget	final	end
végett	para	because
végez	hacer	ends
végeznek	realizar	do / performing
végezte	hecho	did
végeztek	conducido	finished
végezték	conducido	executed
végeztével	terminado	having finished
végi	final	end
végig	mediante	to the end
végleg	finalmente	for good and all
végleges	definitivo	final
véglegesen	permanentemente	eventually
végre	finalmente	made
végrehajtott	implementado	carried out
végrehajtás	implementación	implementation
végrehajtó	alguacil	executing
végső	final	last
végtelen	sin fin	infinite
végvári	fortaleza fronteriza	végvári (surname)
végzet	condenar	doom
végzett	terminado	finished
végzi	hecho	perform
végzik	conducido	do
végző	ejecutando	not a stand alone word (munkát végző=working)
végződik	terminar	ends
végződött	terminó	ended
végéig	el fin	the end
végén	al final de	end of
végére	al final de	end
végét	termina	end of
végétől	el fin	from the end
végül	finalmente	finally
vékony	delgado	vékony
vélemény	opinión	opinion
véleménye	opinión	opinion
vélemények	opiniones	opinions
véleményét	revisión	opinion
véletlen	aleatorio	random
véletlenül	accidentalmente	by accident
vélhetően	probablemente	probably
véli	ver	thinks
vélik	considerar	think
vélt	putativo	perceived
vélte	ver	thought
vélték	pensamiento	thought
vénusz	venus	venus
vér	sangre	blood
vércukorszint	glucemia	blood glucose
véres	sangriento	bloody
vérnyomás	presión arterial	blood pressure
vért	armadura	blood
vértanúk	mártires	martyrs
véve	ver	taken
vígjáték	comedia	comedy
vírus	virus	virus
vírusok	virus	viruses
vívott	luchado	fought
víz	agua	water
vízben	agua	in water
vízgyűjtő	captación	watercollector
vízi	acuático	water
vízkereszt	epifanía	epiphany
vízrajz	hidrografía	hydrogeology
vízszintes	horizontal	horizontal
vízzel	agua	with water
vö	cf.	cf.
völgye	valle	walley of
völgyében	valle	in the valley of
vörös	rojo	red
vörösmarty	vörösmarty	vorosmarty
wagner	wagner	wagner
wales	gales	wales
wall	pared	wall
wallace	wallace	wallace
walt	walt	walt
walter	walter	walter
warcraft	warcraft	warcraft
warhol	warhol	warhol
washington	washington	washington
washingtonban	washington dc	in washington
washingtoni	washington	from washington
wass	wass	wass
waters	aguas	waters
watson	watson	watson
way	camino	út
wayne	wayne	wayne
weasley	weasley	waesley
web	web	web
weber	weber	weber
webes	web	web
weboldal	sitio web	website
weboldala	sitio web	webpage
weimarban	weimar	in weimar
weimari	weimar	from weimar
werner	werner	werner
wesselényi	wesselényi	wesselényi
west	oeste	west
weöres	weöres	weöres
white	blanco	white
who	oms	who
wien	viena	wien
wifi	wifi	wi-fi
wikipédia	wikipedia	wikipedia
wilde	wilde	wilde
wilhelm	wilhelm	wilhelm
william	guillermo	william
williams	williams	williams
willis	willis	willis
wilson	wilson	wilson
windows	ventanas	windows
winston	winston	winston
wolfgang	wolfgang	wolfgang
wolfner	wolfner	wolfner
wood	madera	wood
xii	xii	xii
xiii	xiii	thirteen
xiv	xiv	xi.
xix	xix	roman date
xp	xp	xp
xv	xv	roman number
xvii	xvii	seventeen
xviii	xviii	xviii
y	y	y
year	año	not a hungarian word
york	york	york
yorkba	york	to york
yorkban	york	in york
yorki	york	in york
you	tú	you
young	joven	"not a hungarian word. ""young"" means ""fiatal"""
youtube	youtube	youtube
z	z	z
zajlik	tener lugar	happen
zajlott	sucedió	took place in
zajlottak	tuvo lugar	took place
zajló	teniendo lugar	ongoing
zala	zala	zala
zalaegerszeg	zalaegerszeg	zalaegerszeg
zalaegerszegi	zalaegerszeg	in zalaegerszeg
zavar	confusión	confusion
zavargások	disturbios	riots
zavarok	molesto	disorders
zene	música	music
zenei	musical	musical
zeneileg	musicalmente	musically
zenekar	banda	band
zenekara	orquesta	band
zenekari	orquestal	orchestral
zenekart	orquesta	band
zeneműkiadó	editor musical	zeneműkiadó
zeneszerző	compositor	composer
zeneszerzői	compositor	composers
zeneszerzők	compositores	composers
zeneszerzőnek	compositor	composer
zeneszerzőt	compositor	composer
zenében	música	music
zenéje	banda sonora	his music
zenéjét	música	music of
zenés	musical	musical
zenész	músico	musician
zenészek	músicos	musicians
zenét	música	music
zeusz	zeus	zeus
zoltán	zoltán	zoltán
zongora	piano	piano
zongorára	piano	to piano
zrt	limitado.	company ltd.
zrínyi	zrinski	zrínyi
zseniális	brillante	genious
zsidó	judío	jewish
zsidók	judios	jews
zsidókat	judios	jews
zsidóság	judaísmo	jewish people
zsigmond	segismundo	sigmund
zsinagóga	sinagoga	synagogue
zsolt	salmos	zsolt
zsuzsa	zsuzsa	zsuzsa
zsuzsanna	zsuzsanna	zsuzsanna
zsófia	sophie	zsófia (forename)
zu	zu	(german word)
zárt	cerrado	close
zárta	cerrado	closed
zárták	cerrado	locked
zárult	terminó	ended
zárva	cerrado	closed
záró	clausura	finishing
zárójelben	entre paréntesis	in parentheses
zászlaja	bandera	flag of
zászló	bandera	flag
zászlós	bandera	zászlós
zászlót	bandera	flag
zóna	zona	zone
zöld	verde	green
zöldség	vegetal	vegetable
zöme	la mayoría de	biggest part of
 	 	nothing here
 cm	cm	cm
 kg	kg	kg
 km	km	km (kilometers)
 kmes	kmes	kilometer
 kmre	km de distancia	500 km far
 km²	km²	square kilometer
 mg	mg	mg
 mm	mm	mm, millimetre
  km	km	km
 °c	° c	centigrade
§	§	§
°	°	degree
×	×	x, times
á	el	a
ábrázolja	muestra	portray
ábrázolják	representar	depict
ábrázolt	ilustrado	illustrated
ábrázolták	retratado	depicted
ábrázolása	representación	depiction of
ábrázoló	representante	showing
ábécé	alfabeto	alphabet
ádám	adán	adam
ág	rama	ag
ága	rama	brach
ágai	ramas	branches of
ágazatok	sectores	branches
ágnes	inés	Ágnes
ágon	rama	on branch
ágost	nacionales	Ágost
ágoston	agustín	Ágoston
áldozat	sacrificio	inconsistent examples (sacrifice or victim)
áldozata	victimas	victim of sy/sg
áldozatai	victimas	victims
áldozatok	victimas	sacrifices
áldozatot	víctima	victim
áll	estar	is (under protection)
állam	estado	state
állama	estados	state
államban	estado	state
állambeli	estado	state
államforma	forma de gobierno	form of state
államformája	forma de gobierno	sg's constitutional form
államfő	jefe de estado	president
állami	estado	state
államnak	estado	for a state
államok	estados	states
államokat	estados	states
államokba	estados	states
államokban	estados	states
államokkal	estados	states
államoknak	estados	states
államot	estado	state
állampolgár	ciudadano	citizen
államszervezet	organización estatal	state organization
állandó	constante	constant
állandóan	constantemente	constantly
állapot	condición	state
állapota	su estado	status
állapotba	estado	state
állapotban	en condicion	state
állapotot	estado	state
állapotát	estado	it's situation
állat	animal	animal
állati	animal	animal
állatkert	zoo	zoo
állatok	animales	animals
állatokat	animales	animals
állatot	animal	animal
állattenyésztés	la cría de ganado	livestock
állatvilág	fauna	fauna
állatvilága	fauna	sg's fauna
állhat	tal vez	can stand
álljon	empujar	desist from
állnak	son	stand
állni	estar	inconsistent examples (szóba állni=talk to - bosszút akart állni=wanted to take revenge)
állomány	personal	stock
állomás	estación	inconsistent examples (translations in order: stage; station; channel)
állomása	estación	(its) destination
állomásozó	estacionamiento	sedentary
állott	duro	located
állt	destacado	stood
álltak	ellos eran	stood
állás	trabajo	position
álláspont	punto de vista	point of view
álláspontja	recomendaciones	sy's point of view
állást	trabajo	job
állását	disponibilidad	standing
állít	conjunto	set
állítani	conjunto	to erect
állítja	estados	puts
állítják	reclamación	set up
állított	conjunto	established
állította	fijado	claimed
állítottak	estado	established
