$ tỉ	$ బిలియన్	$ billion
xoá	తొలగించండి	delete
xoáy	ఎడ్డీ	vortex
xoắn	వక్రీకృత	coiled
xu	నాణెం	trend
xua	వెదజల్లు	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	దురదృష్టవంతులైన	incite
xuka	xuka	xuka
xum	నిరర్ధకమని	a name
xuyên	కుట్లు	frequently
xuyến	కంకణాలు	manage
xuân	వసంత	spring
xuâncông	వసంత	xuan public
xuôi	తుడిచిపెట్టిన	down
xuất	ఎగుమతి	ejaculate
xuấtnhập	ఎగుమతి దిగుమతి	import/export
xuống	డౌన్	down
xuồng	కానో	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	ఖర్చు	use
xào	వేసి	stir fry
xách	హ్యాండ్బ్యాగ్లో	to carry by the handle (v.)
xám	గ్రే	ustox
xán	వేయించిన	"(term should be ""xán lạn"") bright (adj.)"
xáo	భంగం	chaos
xát	రుద్దడం	touch
xâm	టాటూ	invasion
xâu	స్ట్రింగ్	string
xây	బిల్డ్	build
xã	కమ్యూన్	society
xãy	చంచలమైన	occur
xèo	xèo	xeo
xé	కన్నీటి	tear
xén	పంట	"(term should be ""biếu xén"") to gift (v.)"
xéo	sidelong	diagonally (adv.)
xét	పరిగణలోకి	examine
xê	కదలిక	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	అపానవాయువు	scandal
xìu	అపానవాయువు	to become flaccid (v.)
xí	ఫ్యాక్టరీ	factory (xi nghiep)
xít	ప్రజాదరణ	nazi
xíu	చిన్న	small
xòe	వ్యాపించడం	spread
xóa	చెరిపివేయి	clear
xói	కోతను	erode
xóm	పొరుగు	village
xót	క్షమాభిక్ష	mercy
xô	బలంగా త్రోయు	soviet
xôi	జిగురు బియ్యం	pierce
xôn	ప్రకంపనలు	tumultuous
xông	తరలించారు	rush
xôphần	బకెట్ విభాగం	soviet-poland
xôviết	సోవియట్ యూనియన్	soviet
xù	ruffled	gigantic
xú	సభ్యత లేని	xu
xúc	పరిచయం	touch
xúi	ప్రేరేపించడానికి	induce
xăm	పచ్చబొట్టు	"(term should be ""xa xăm"") far away (adj.)"
xăng	గాసోలిన్	gasoline
xơ	ఫైబర్	xo
xưa	పాత	old
xưng	అంగీకరిస్తున్నాను	"(should be ""tự xưng"") self-proclaimed"
xương	ఎముక	bone (n.)
xước	గీయబడిన	scratch
xướng	బృందగానం	provoke
xưởng	వర్క్	workshop
xạ	వికిరణం	"(term should be ""phản xạ"") to reflect"
xả	ఉత్సర్గ	release
xảo	జిత్తులమారి	detailed
xảy	సంభవించవచ్చు	happen
xấp	సుమారు	approximate
xấu	చెడు	bad
xẩm	శాగ్గి	a type of traditional vietnamese singing
xẩy	సంభవించవచ్చు	occur
xắt	పాచికలు	cut
xẻo	దురదృష్టవంతులైన	cut off
xếp	ముడుచుకున్న	rank
xỉ	స్లాగ్	approximately
xỉa	ముడిపెట్టు	to pick (v.)
xỉu	సొమ్మసిల్లి	to faint
xốc	షాక్	to lift up (v.)
xốp	styrofoam	porous
xổ	లాటరీ	rush into
xộn	దారుణంగా	messy
xứ	భూమి	native
xứng	విలువైన	appropriate
xử	ట్రీట్	judge
y	y	medical
y=fracsin	y = ఫ్రాక్సిన్	a function
ya	య	(proper noun) ya, as in ya trang
yakovlev	యాకోవ్లెవ్	yakovlev
yakushima	యాకుశిమా	yakushima
yalta	యాల్టా	(proper noun) yalta
yankee	యాంకీ	(proper noun) yankee
yard	యార్డ్	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	యెల్ట్సిన్	yeltsin, as in boris yeltsin
yemen	యెమెన్	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	యింగ్	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	యో	yo
yomiuri	యోమియూరి	yomiuri
yoochun	yoochun	yoochun
york	యార్క్	york
yorker	యోర్కర్	yorker
yorkshire	యార్క్షైర్	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	యు	yu
yuan	యువాన్	(proper noun) yuan, as in yuan mu
yucatán	యుకటాన్	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	యుమే	(proper noun) yume
yunho	yunho	yunho
yuri	యూరి	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	yurt	yurt
yên	యెన్	peace or stillness (n.)
yêu	ప్రెమించదానికి	love
yếm	coveralls	tender
yến	పక్షి గూడు	a type of swallow (n.)
yết	జాబితా	yet
yếu	బలహీనమైన	mainly
yểm	కవర్	support
yển	యెన్	"is a name meaning, ""bird"""
yểu	సుందరమైన	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	జాక్	zac
zambia	జాంబియా	(proper noun) zambia, as in the nation
zealand	జేఅలాండ్	(proper noun) zealand, as in new zealand
zedong	జెడాంగ్	mao zedong
zero	సున్నా	zero
zeus	జ్యూస్	zeus
zheng	జెంగ్	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	జింబాబ్వే	zimbabwe
zinedine	జైన్డిన్	(proper noun) zinedine
zing	ఆసక్తి	zing, as in the website
zoe	జో	zoe
zurich	సురి	(proper noun) zurich
zürich	జ్యూరిచ్	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| తేలుతుంది	"(term should be ""nổi"") to float (v.)"
|petya	| పెట్యా	(proper noun) petya
|tên	| పేరు	"(should be ""tên"") name (n.)"
|việt	| వియత్నామీస్	vietnam
 kg	కిలొగ్రామ్	kg
 triệu	మిలియన్	million
 °c	. సి	degrees celsius
°đến	° నుండి	up to
°độ	° డిగ్రీలు	degree
×	×	x
ào	వావ్	rush
á	ఆసియా	asia
ác	చెడు	evil
ách	కాడి	yoke (n.)
ái	కోరిక	ai
ám	చూపుతుంది	(with the word chi) to hint at
ánh	మెరుపులో	light
áo	చొక్కా	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	ఒత్తిడి	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aoi	eurasian
â	â	a vietnamese vowel sound
âm	మైనస్	vagina
ân	అనుకూలంగా	deed
én	స్వాలోస్	swallow
ép	స్క్వీజ్	press
êgê	అహం	aegean
êm	సున్నితంగా	smooth
ích	ఉపయోగకరమైన	benefit
ílam	ఇలామ్	tamil language name for the island of sri lanka
ít	చిన్న	less
île	île	Île, as in Île de la cité, france
îledefrance	îledefrance	ile-de-france
ðiều	వ్యాసం	article
ðài	dài	taiwan
ðường	చక్కెర	a road
ðảng	పార్టీ	party
ðức	జర్మనీ	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	మె ద డు	brain
óng	iridescent	"(term should be ""óng ả"") flexible"
ôi	ఓహ్	"vietnamese version of the exclamation ""oh"""
ôm	కౌగిలింత	hug
ôn	మోడరేషన్	peaceful (on hoa)
ông	అతను	a man (n.)
ôtô	కారు	car
ôxi	ఆక్సిజన్	oxygen
ôxy	ఆక్సిజన్	the element oxygen (n.)
ôxít	ఆక్సైడ్	oxide
ôzôn	ఓజోన్	ozone
ùn	జామ్లు	congest
úng	నీటితో నిండిన	flood
úp	మొహం క్రిందకు పెట్టు	upside
úy	లెఫ్టినెంట్	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	ఇటలీ	italian
ăn	తినడానికి	eat
ăng	చీమల	antenna
ăngten	యాంటెన్నా	antenna
đa	బహుళ	majority
đai	బ్యాండ్	"(term should be ""Đai khố"") name of a village"
đak	డాక్	(proper noun) Đak
đan	knit	scandal
đau	నొప్పి	painful
đay	జనపనార	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	దాగిలి	threaten
đem	తీసుకుని	to bring (v.)
đen	బ్లాక్	black
đentrắng	నలుపు మరియు తెలుపు	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	ధరించడం	wear
đh	đh	university
đhcn	đcn	university of industry
đhtm	dhtm	university of economics
đhông	తూర్పు	dhong
đi	వెళ్ళండి	go
điên	వెర్రి	crazy
điêu	విషయం	sculpture
điôxít	డయాక్సైడ్	dioxide
điạ	da	dia
điếc	చెవిటి	heron
điếu	సిగరెట్	funeral oration
điềm	సైన్	omen
điền	పూరక	estate
điều	విషయం	control
điểm	పాయింట్	bearing point
điển	నిఘంటువు	"(term should be ""từ điển"") a dictionary"
điểu	ఫక్	thing
điệp	సందేశం	spy
điệu	టోన్	memorial
đo	కొలత	measure
đoa	doa	doa
đoan	సమూహం	extreme
đom	తుమ్మెదలు	firefly
đoài	మామిడి	the west
đoàn	సమూహం	an organization or group (n.)
đoái	మార్పిడి	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	పేరా	a stage or phase (n.)
đt	టెల్	training
đtđ	సెల్ఫోన్	diabetes
đua	రేసు	emulate
đui	బ్లైండ్	blind
đun	వేడి	cook
đuôi	తోక	tail
đuốc	మంట	a torch
đuối	మునిగిపోవడం	drowning
đuống	కాండము	(proper noun) Đuống, the name of a river
đuổi	చేజ్	pursue
đài	రేడియో	statue
đàm	చర్చలు	negotiation
đàn	మంద	musical instrument
đàng	అవును	side
đào	డిగ్	train
đày	ప్రవాస	exile
đá	రాక్	to kick
đái	పీ	pee
đám	సమూహం	dam
đán	డాన్	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	విలువ	deserve
đáo	ఏకైక	unique
đáp	సమాధానం	response
đát	భూమి	"(term should be ""bi đát"") lamentable (adj.)"
đâm	కత్తిపోటు	pierce
đâu	ఎక్కడ	anywhere
đây	ఇక్కడ	below
đã	ఇప్పటికే ఉంది	already
đãi	ట్రీట్	"(should be ""bạc đãi"") to ill-treat"
đãng	లెచెరాస్	dissolute
đè	భర్తీ	to press on
đèn	దీపం	light
đèo	పాస్	a mountain pass (n.)
đê	కందకము	a dike (n.)
đêm	రాత్రి	night
đênh	బక్	lênh đênh= float to unknown
đích	గమ్యం	goal
đính	జత	attached (adj.)
đò	ఫెర్రీ	a ferry (n.)
đòi	దావా	require
đòn	దెబ్బ	welcome
đó	అక్కడ	that or there (adv.)
đóa	nah	"(term should be ""đoá hoa"") a flower bloom"
đói	ఆకలితో	hungry
đón	తీసుకోవడం	welcome
đôi	డబుల్	sometimes
đôla	డాలర్లు	dollar
đôn	పీఠము	london
đông	కాంస్య	eastern
đôngbắc	ఈశాన్య	north-east
đôngnam	సౌత్ ఈస్ట్	south-east
đôngtây	తూర్పు పడమర	"(term should be ""đông-tây"") east-west (adj.)"
đôrêmi	doraemon	(proper noun) Đôrêmi
đôrêmon	doraemon	doreamon
đùa	జోక్	joke
đùi	తొడ	thigh
đúc	కాస్టింగ్	"(term should be ""đúc kết"") to sum up (v.)"
đúng	ఇది సరైనది	right
đúp	డబుల్	double
đút	చాలు	"(term should be ""đút lót"") to bribe"
đăk	డాక్	dak
đĩ	నీతి	whore/bitch
đĩa	ప్లేట్	disk
đơ	విరామం	stiff or rigid (adj.)
đưa	పాస్	girl
đường	వీధి	pathway
được	అలాగే	is not
đạ	డా	da
đại	గ్రేట్	eagle
đạm	ప్రోటీన్	plain
đạn	బుల్లెట్	bullet
đạo	మతం	vagina
đạp	సైకిల్	to step on
đạt	అందుబాటు	reach
