$	dollarni tashkil etadi	american dollar symbol
விமானநிலையம்	aeroporti	airport
விமானப்	havo	flight service
விமானம்	parvoz	flight
விமானி	uchuvchi	pilot
வியட்நாம்	vetnam	viatnam
வியர்வை	terlash	sweating
வியாபார	biznes	merchantile
வியாழன்	payshanba	jupiter
வியூகம்	strategiya	tactics
விரதம்	ro&#39;za	fasting
விரல்	barmoq	finger
விரிகுடா	ko&#39;rfaz	bay of bengal
விரிந்த	tozalangan	enlarged
விரிந்து	tarqalish	spread
விரிவடைந்து	kengaymoqda	expanded
விரிவாக	batafsil	detailed
விரிவாக்க	kengaytma	in detail
விரிவாக்கம்	yaxshilash	expand
விரிவான	keng	detailed
விரிவியக்க	diastolik	to explain
விருது	mukofot	award
விருதுகள்	mukofotlar	awards
விருதுநகர்	virudhunagar	virudhunagar
விருதை	mukofot	award
விருத்தி	rivojlanish	development
விருந்து	qayerdan	party
விருப்பம்	istak	desire
விரும்பவில்லை	istamadi	not liking
விரும்பி	istamoqda	likely
விரும்பினார்	istagan	wished
விரும்பினால்	agar xoxlasangiz	like
விரும்பிய	kerakli	like that
விரும்புகின்றனர்	afzal	loving
விரும்பும்	manzil	like that
விரைந்து	shoshildi	quik
விரைவாக	tezda	fast
விரைவான	tez	quickly
விரைவிலேயே	qisqa	soon
விரைவில்	tez kunda	soon
விரைவு	tez	speed
விற்கும்	sotish	sells
விற்பனை	savdo	for sales
விலகல்	buzilish; xato ko&#39;rsatish	deviates
விலகி	rulda	leave from
விலகிச்	refred	leaving
விலக்கு	istisno	refractory
விலங்கியல்	zoologiya	animal
விலங்கு	hayvon	animals
விலங்குகளின்	hayvonlar uchun ozuqa	animals
விலங்குகளும்	hayvonlar	animals
விலங்குகளை	hayvonlar	animals
விலங்குகள்	hayvonlar	animals
விலிருந்து	qayerdan	from that
விலை	narxi	rate
விலைகள்	narxlar	cost
விலைக்	narxi	price
விலைப்	narxi	price
விலையில்	narxi	rate
விலைவாசி	narxi	prices
வில்	ta&#39;zim	bow
வில்லியம்	uilyam	william
வில்லை	mumkin	capsule
விளக்க	ilova qilingan	explain
விளக்கங்கள்	izohlar	explanations
விளக்கப்படம்	jadval	diagram
விளக்கப்படுகிறது	tushuntirish	explaining
விளக்கமான	ta&#39;rif	detailed
விளக்கம்	ta&#39;rif	explanation
விளக்கி	tushuntirish	to explain
விளக்கினார்	tushuntirish	explain
விளக்கு	yoritish	light
விளக்குகின்றன	ilova qiling	make it clear
விளக்குகிறது	tushuntiradi	explains
விளக்கும்	tushuntiradi	to be understood
விளங்கி	amalga oshirildi	running
விளங்கிக்	tushunish	to understand
விளங்கினர்	shaxsiylashtirish	explained
விளங்கினார்	tarvaqaylab ketgan	past tense of be (was)
விளங்கிய	eksponatlar	understood
விளங்கியது	edi	is in good condition
விளங்குகின்றது	bu	having uderstood that
விளங்குகின்றன	sizlar	at preaent
விளங்குகிறது	bu	understood
விளங்கும்	the	explanation
விளம்பர	reklama	advertisement
விளம்பரங்களின்	reklama	of advertising
விளம்பரங்களுக்கு	reklama	addvertisement
விளம்பரங்களை	reklama	ads
விளம்பரங்கள்	tasniflangan	advertisement
விளம்பரதாரர்கள்	reklama beruvchilar	advertisers
விளம்பரத்தின்	reklama	by advertisement
விளம்பரத்தை	reklama	ad
விளம்பரம்	reklama	advertisement
விளாடிமிர்	vladimir	viladimir a name
விளிம்பில்	yonida	corner
விளை	natija	a kind of fish
விளைச்சல்	hosil	production
விளைந்த	natijada	impact
விளையாட	the	to play
விளையாடப்படும்	o&#39;yinlar o&#39;ynadi	plays
விளையாடு	play	play
விளையாடும்	ijro etilmoqda	games
விளையாட்டாக	sport	game
விளையாட்டாகும்	sport	games
விளையாட்டின்	o&#39;yin haqida	in the game
விளையாட்டில்	o&#39;yinda	game
விளையாட்டு	sport	games
விளையாட்டுகளும்	sport	games
விளையாட்டுகள்	sport	games
விளையாட்டுக்களும்	sport	games
விளையாட்டுக்களை	sport	games
விளையாட்டுக்கள்	sport	games
விளையாட்டுப்	sport	game
விளையாட்டை	o&#39;yin	game
விளைவாக	natijada	effects
விளைவிக்கும்	yo&#39;l bering	will yield
விளைவின்	effekt	effect of
விளைவுகளில்	effektlar	effects of
விளைவுகளை	effektlar	aftermath
விளைவுகள்	effektlar	consequence
விளைவை	effekt	consequence
விழா	funktsiya	festival
விழாக்கள்	bayramlar	festival
விழாவில்	funktsiya	in function
விழுக்காடு	foiz	percentage
விழுந்து	yiqilish	fell down
விழும்	kuz	fall
விவகாரங்களில்	ishlar	matters
விவகாரங்கள்	ishlar	affairs
விவசாய	qishloq xo&#39;jaligi	agriculture
விவசாயத்	qishloq xo&#39;jaligi	farm
விவசாயத்தின்	qishloq xo&#39;jaligi	agricultural
விவசாயத்தை	qishloq xo&#39;jaligi	agricultural
விவசாயம்	qishloq xo&#39;jaligi	agriculture
விவசாயி	fermer	farmer
விவசாயிகள்	fermerlar	farmers
விவரங்களை	tafsilotlar	profile
விவரங்கள்	tafsilotlar	details
விவரம்	tafsilotlar	detail
விவரிக்க	ta&#39;rif bering	explain
விவரிக்கும்	tafsilotlar	to be explained
விவரிப்பது	ta&#39;rif berish	describe
விவாதங்கள்	munozaralar	arguments
விவாதம்	debat	argue
விவிலியத்தின்	injil	viviliyam
விவிலியத்தில்	injil	bible
விவிலியம்	ilohiyot	biple
விவேகானந்தர்	vivekananda	vivekananda
விஷயங்களை	narsalar	in subjects
விஷயங்கள்	narsalar	informations
விஷயத்தில்	agarda	matter
விஷ்ணு	vishnu	vishnu
விஸ்டா	vista	vista
வீ	wii	a letter or a flower in tamil
வீக்கம்	shishish	bulged
வீசும்	shamollash	swept
வீச்சில்	oralig&#39;i	radiative
வீச்சு	qator	throw
வீடியோ	video	video
வீடு	uy	house
வீடுகளிலும்	uylar;	homes
வீடுகள்	uylar	houses
வீட்டிற்கு	uy	from home
வீட்டிலேயே	uy	house
வீட்டில்	uy	house
வீட்டு	uy xo&#39;jaligi	pertains to home
வீட்டுக்கு	uy	house
வீட்டை	uy	house
வீணை	lute	musical instrument
வீதத்தை	baholash	percentage
வீதம்	baholash	percentage
வீதி	yo&#39;l	street
வீதிகள்	ko&#39;chalar	street
வீதியில்	ko&#39;chada	in the street
வீனஸ்	venera	venus
வீர	qahramon	brave
வீரன்	champ	warrior
வீரபாண்டிய	veerapandiya	veerapandiya
வீரமாமுனிவர்	veeramamunivar	veerama munivar
வீரர்	pleyer	soldier
வீரர்களின்	pleyer	player
வீரர்களும்	askarlar	soldiers
வீரர்கள்	aktyorlar	soldiers
வீரிய	gibrid	malignant
வீழ்ச்சி	kuz	failure
வீழ்ச்சிக்குப்	kuz	decline
வீழ்ந்தது	yiqilish	has lost
வெ	jum	v is the initial before tamil leader periyar
வெகு	ko&#39;proq	unexpect
வெகுஜன	massa	mass
வெகுவாக	ajoyib	immensely
வெங்காயத்தாள்	bahor piyozi	onion leaves
வெடித்தது	portladi	blosted
வெடித்து	portlash	explode
வெடித்துச்	portladi	explode
வெடிப்பு	portlovchi	broken
வெடிப்புக்	portlash	eruption of volcano
வெட்டி	kesish	cut
வெட்டு	soch kesish	cut
வெட்டும்	chorraha	cross
வெண்டளை	sotuvchi	grammer
வெண்ணிற	oq rang	whitish
வெண்பா	venpa	poetry
வென்ற	yig‘ish	win
வென்றான்	yutuq	had won
வென்றார்	yutuq	victory
வென்று	yutuq	win
வெப்	webb	website
வெப்ப	isitish	heat
வெப்பநிலை	harorat	temprature
வெப்பநிலைகள்	harorat	temperatures
வெப்பநிலையில்	haroratda	temperature
வெப்பப்	issiqlik	heat
வெப்பப்பகுதி	hotspot	warm place
வெப்பமடைதல்	issiq	heating
வெப்பமண்டல	tropik	weather conditions
வெப்பமான	issiqroq	temperate
வெப்பம்	issiqlik	heat
வெப்பவேதியியல்	termodinamika	thermochemistry
வெயில்	yoz	heat
வெர்சாய்	versal	versailles
வெறுமனே	sodda qilib aytganda	nothing
