$ tỉ	$ અબજ	$ billion
virus	વાઇરસ	virus
virút	વાઇરસ	virus
vissarionovich	વિઝારિઓનોવિચ	vissarionovich
vista	વિસ્ટા	vista, as in windows vista
vitamin	વિટામિન	vitamin
vitruvius	વિટ્રુવિઅસ	vitruvius
viz	જેમ કે	(proper noun) viz
viêm	બળતરા	inflammation
viên	ગોળીઓ	member
viêng	વાયાંગ	vientiane
viêt	લેખન	vietnam
viếng	મુલાકાત	visit
viết	લખો	write
việc	નોકરી	thing
viện	સંસ્થા	institute
việt	વિયેટનામ	viet
việtmường	વિયેતનામીસ મુંગ	muong
việtnga	વિયેન્ગા	vietnam-russia
việttrung	viettrung	vietnam-china
vn	વી.એન.	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	હાથીઓ	elephant
voip	voip	voip
voldemort	વોલ્ડેમોર્ટ	(proper noun) voldemort, the villain from the harry potter series
von	વોન	compare
vonfram	ટંગસ્ટન	wolfram
vong	જાનહાનિ	injured
voyager	સફર	voyager
voọc	લંગર	a langur (n.)
vtc	વીટીસી	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	રાજા	king
vui	મજા	happy
vulcan	વાલ્કા	vulcan
vuông	ચોરસ	square
vuốt	પંજા	stroke
vv	વગેરે	etc.
vy	vy	vy
vyacheslav	વ્યાચેસ્લેવ	vyacheslav
và	અને	and
vài	થોડા	several
vàm	વી.એમ.	the mouth of a rivulet (n.)
vàng	પીળો	gold
vành	રિમ	coronary
vào	ની અંદર	into
vá	પેચ	patchy
vác	વહન	to shoulder (v.)
vách	દિવાલ	wall
vái	હા	some
ván	પાટિયું	game
váng	મલમ	film
váy	ડ્રેસ	skirt
vân	તેથી પર	"(term should be ""vân vân"") et cetera"
vây	ફિન	encircle
vã	દોડી ગયા	rush
vãi	છી	to release
vãn	વેન	save
vè	pee	to glance slyly (v.)
vé	ટિકિટ	ticket
vét	ડ્રેજ	plunder
vê	વિશે	tremolo
vì	કારણ કે	because
ví	વૉલેટ	example
vía	વૉલેટ	soul
vít	સ્ક્રૂ	screw
vò	કચડી નાખ્યું	jar
vòi	નળી	tap
vòm	છાપરું	upper jaw
vòng	રિંગ	around
vó	હૂ	hooves
vóc	કદ	"(should be ""vóc sương"") dew-like or delicate"
vô	ના	"(term should be ""vô số"") countless (adj.)"
vôi	ચૂનો	limestone
võ	લશ્કરી	martial arts (n.)
võng	દોરી કે કેન્વાસનો ઝૂલો	hammock
vùi	દફન	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	ક્ષેત્ર	region
vú	છાતી	breast (n.)
vút	વધારો	"entire term should be ""cong vut""; extreme curling"
văn	સાહિત્ય	culture
văng	સ્પ્લેશ	a name
vĩ	મહાન	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	કાયમી ધોરણે	ving
vũ	vu	armed
vũng	ખાબોચિયું	vung
vơ	લાચાર	lost
vơi	સાથે	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	પહોંચ	reach
vương	રાજા	kingdom
vướng	ફસાઇ	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	બગીચો	garden
vượn	ચાળા	gibbon
vượt	પસાર	to overcome
vạ	તેથી	unfortunate problem
vạc	કulાઈ	cauldron
vạch	બાર	bar
vại	જાર	jar
vạn	દસ હજાર	thousand
vạng	સંધિકાળ	twilight
vả	અંજીર	hard
vải	ફેબ્રિક	fabric
vảy	ભીંગડા	scale
vấn	સલાહ	vấn đề= problem
vấp	લપસી પડ્યા	stumble
vất	ફેંકી દો	hard
vần	કવિતા	spell
vầng	પ્રભામંડળ	moon (vang trang)
vẩn	હજુ પણ	wander
vẩy	ટુકડાઓમાં	scale
vẫn	હજુ પણ	still
vẫy	તરંગ	wave
vận	નસીબ	active
vắc	રસી	vaccine
vắcxin	રસી	vaccine
vắn	ટૂંકું	short
vắng	ગેરહાજર	absent
vặn	સ્ક્રૂ	to twist (v.)
vặt	વર્ગીકૃત	odd
vẹn	અખંડિતતા	complete
vẹt	પોપટ	parrots
vẽ	પેઇન્ટિંગ	draw
vết	પેચ	wound
vểnh	પેર્ચ	warping
vệ	સંરક્ષણ	"(term should be ""bảo vệ"") to defend (v.)"
vệt	છટાઓ	streak
vỉa	સીમ	"(term should be ""vỉa hè"") sidewalk"
vịnh	ખાડી	bay
vịt	બતક	duck
vọng	આશા	"(term should be ""hy vọng"") hope (n.)"
vọt	ગગનચુંબી	to spurt out (v.)
vỏ	છાલ	shell
vồ	મૌલ	"(term should be ""gạch vồ"") a type of brick"
vỗ	પેટ	to clap
vội	ઉતાવળ કરવી	hurriedly (adv.)
vớ	મોજાં	"(term should be ""vớ vẩn"") silly (adj.)"
với	સાથે	to
vớt	માછલી	salvage
vờ	ડોળ કરવો	"(term should be ""giả vờ"") to pretend (v.)"
vời	મહાન	wonderful
vở	નોટબુક	"(term should be ""vở kịch"") a play"
vỡ	તૂટી	break
vợ	પત્ની	wife
vụn	ચિપ્સ	debris
vụng	અણઘડ	covert
vứt	ફેંકી દો	throw away
vừa	ફિટ	just (adv.)
vừng	તલ	sesame (n.)
vững	પે firmી	firm (adj.)
vực	ક્ષેત્ર	place
vựng	શબ્દભંડોળ	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	તેથી	majestic
w	ડબલ્યુ	w
wa	વા	wa
walt	વtલ્ટ	(proper noun) walt, as in walt disney
walter	વterલ્ટર	walter
walther	વtherલ્થર	walther
wan	વાન	wan
wang	વાંગ	wang
wankel	વાંકેલ	(proper noun) wankel
wanna	જોઈએ છે	wanna
warren	વોરન	a name
warsaw	યુદ્ધો	warsaw
warszawa	વોર્સઝાવા	(proper noun) warsaw
washington	વ washingશિંગ્ટન	(proper noun) washington
wat	વાટ	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	વોટરગેટ	watergate
waterloo	વોટરલૂ	(proper noun) waterloo
waters	પાણી	waters
wayne	વેઇન	wayne
wcdma	ડબલ્યુસીડીએમએ	w-cdma
weasley	વીઝલી	weasley, as in ron weasley in the harry potter series
weblog	વેબલોગ	weblog
webmail	વેબમેલ	ưebmail
weimar	વેઇમર	(proper noun) weimar
wellington	વેલિંગ્ટન	wellington
wells	કુવાઓ	wells, as in author orson wells
welsh	વિચાર	(proper noun) welsh, as in the welsh language
wembley	વેમ્બલી	wembley, as in wembley stadium
werner	વર્ર્ન	werner
westermarck	વેસ્ટરમાર્ક	westermarck
western	પશ્ચિમ	western
westlife	વેસ્ટલાઇફ	westlife
westview	વેસ્ટવ્યુ	westview, as in westview press
wheeler	વ્હીલર	a name
widener	પહોળા કરનાર	widener
wien	વિએન	wien
wiener	wiener	wiener
wifi	wifi	wi-fi, a technology term
wiki	વિકિ	wiki
wikia	વિકીયા	a name
wikibooks	વિકીબુક્સ	(proper noun) wikibooks
wikimapia	વિકિમિપિયા	wikimapia
wikimedia	વિકિમિડિયા	wikimedia
wikitravel	વિકિત્રવેલ	a name
wild	જંગલી	wild
wilder	વાઇલ્ડર	(proper noun) wilder, as in billy wilder
wiley	વિલી	wiley
willard	વિલાર્ડ	willard
wimbledon	વિમ્બલ્ડન	wimbledon
windows	વિંડોઝ	windows
winer	વિજેતા	winer
wisconsin	વિસ્કોન્સિન	(proper noun) wisconsin
within	અંદર	within
without	વગર	without
wolfgang	વુલ્ફગેંગ	wolfgang
won	જીત્યો	won
wong	વાંગ	wong
woodrow	વૂડ્રો	woodrow
woods	વૂડ્સ	(proper noun) woods, as in tiger woods
would	કરશે	would
wrestling	કુસ્તી	wrestling
wright	રાઈટ	a name
wu	વુ	wu
wushu	વુશુ	wushu, a type of martial art
wwf	ડબલ્યુડબલ્યુએફ	wwf
xa	દૂર	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	વાદળી	green
xao	ચપળતાથી	xôn xao = chatting
xay	ગ્રાઇન્ડ	grind
xe	કાર	a car (n.)
xem	જુઓ	watch
xen	ઝેન	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	કૃપા કરીને	please
xinh	સુંદર	beautiful
xiv	xiv	fourteenth
xiêm	સિયામીઝ	(proper noun) xiêm, or siam
xiên	સ્લેંટ	oblique
xiêu	xiao	soften
xiếc	સર્કસ	circus
xiết	સજ્જડ	to twist tightly (v.)
xiềng	બેકડી	chain
xo	xo	spring
xoa	ઘસવું	massage
xoay	વળો	turn
xong	પરિપૂર્ણ	completed
xoàng	સામાન્ય	mediocre
xoá	કા .ી નાખો	delete
xoáy	એડી	vortex
xoắn	વળી ગયો	coiled
xu	સિક્કો	trend
xua	વિખેરવું	dispel
xuan	ઝુઆઆન	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	કમનસીબ	incite
xuka	xuka	xuka
xum	વૈભવી	a name
xuyên	વેધન	frequently
xuyến	કડા	manage
xuân	વસંત	spring
xuâncông	વસંત	xuan public
xuôi	અધીરા	down
xuất	નિકાસ	ejaculate
xuấtnhập	નિકાસ-આયાત	import/export
xuống	નીચે	down
xuồng	નાવડી	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	ખર્ચ	use
xào	ફ્રાય	stir fry
xách	હેન્ડબેગ	to carry by the handle (v.)
xám	ભૂખરા	ustox
xán	તળેલી	"(term should be ""xán lạn"") bright (adj.)"
xáo	ખલેલ	chaos
xát	ઘસતાં	touch
xâm	છૂંદણા	invasion
xâu	તાર	string
xây	બિલ્ડ	build
xã	કમ્યુન	society
xãy	ચંચળ	occur
xèo	xèo	xeo
xé	આંસુ	tear
xén	પાક	"(term should be ""biếu xén"") to gift (v.)"
xéo	એક બાજુ	diagonally (adv.)
xét	ધ્યાનમાં લો	examine
xê	ચાલ	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	સુનેઓ	xeko
xì	પાદ	scandal
xìu	પાદ	to become flaccid (v.)
xí	ફેક્ટરી	factory (xi nghiep)
xít	મનોહર	nazi
xíu	નાનું	small
xòe	ફેલાવો	spread
xóa	ભુસવું	clear
xói	ધોવાણ	erode
xóm	પડોશીઓ	village
xót	દયા	mercy
xô	ધક્કો	soviet
xôi	ભેજવાળા ચોખા	pierce
xôn	જગાડવો	tumultuous
xông	દોડી ગયા	rush
xôphần	ડોલ વિભાગ	soviet-poland
xôviết	સોવિયેત સંઘ	soviet
xù	રફ્ડ	gigantic
xú	અસંસ્કારી	xu
xúc	સંપર્ક	touch
xúi	પ્રેરિત કરો	induce
xăm	ટેટૂ	"(term should be ""xa xăm"") far away (adj.)"
xăng	ગેસોલિન	gasoline
xơ	ફાઈબર	xo
xưa	વૃદ્ધ	old
xưng	કબૂલ	"(should be ""tự xưng"") self-proclaimed"
xương	હાડકું	bone (n.)
xước	ખંજવાળી	scratch
xướng	સમૂહગીત	provoke
xưởng	વર્કશોપ	workshop
xạ	કિરણોત્સર્ગ	"(term should be ""phản xạ"") to reflect"
xả	સ્રાવ	release
xảo	ઘડાયેલું	detailed
xảy	થાય છે	happen
xấp	આશરે	approximate
xấu	ખરાબ	bad
xẩm	શેગી	a type of traditional vietnamese singing
xẩy	થાય છે	occur
xắt	ડાઇસ	cut
xẻo	કમનસીબ	cut off
xếp	ગડી	rank
xỉ	સ્લેગ	approximately
xỉa	ફ્લોસ	to pick (v.)
xỉu	ચક્કર	to faint
xốc	આંચકો	to lift up (v.)
xốp	સ્ટાયરોફોમ	porous
xổ	રાફલ	rush into
xộn	અવ્યવસ્થિત	messy
xứ	જમીન	native
xứng	લાયક	appropriate
xử	સારવાર	judge
y	વાય	medical
y=fracsin	y = fracsin	a function
ya	હા	(proper noun) ya, as in ya trang
yakovlev	યાકોવલેવ	yakovlev
yakushima	યકુશિમા	yakushima
yalta	યાલ્ટા	(proper noun) yalta
yankee	યાન્કી	(proper noun) yankee
yard	યાર્ડ	yard
yasha	યશા	a name
yeeun	યેન	(proper noun) yeeun
yeltsin	યેલ્ટ્સિન	yeltsin, as in boris yeltsin
yemen	યેમેન	yemen
yersin	યર્સિન	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	યિંગ	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	યો	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	યોર્ક	york
yorker	યોર્કર	yorker
yorkshire	યોર્કશાયર	yorkshire
youtube	યુટ્યુબ	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	યુ	yu
yuan	યુઆન	(proper noun) yuan, as in yuan mu
yucatán	યુકાટáન	yucatan, as in the yucatan peninsula
yudhoyono	યુધ્યોનો	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	યુગિ	yugi
yukito	યુકીટો	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	યુરી	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	યર્ટ	yurt
yên	યેન	peace or stillness (n.)
yêu	પ્રેમ કરવા	love
yếm	કવરેજ	tender
yến	પંખી નો માળો	a type of swallow (n.)
yết	સૂચિ	yet
yếu	નબળું	mainly
yểm	કવર	support
yển	યેન	"is a name meaning, ""bird"""
yểu	મનોરમ	"(term should be ""yểu điệu"") graceful (adj.)"
z	ઝેડ	z
zac	ઝેક	zac
zambia	ઝામ્બિયા	(proper noun) zambia, as in the nation
zealand	ઝિલેન્ડ	(proper noun) zealand, as in new zealand
zedong	ઝેડોંગ	mao zedong
zero	શૂન્ય	zero
zeus	ઝિયસ	zeus
zheng	ઝેંગ	zheng
zhukmse	ઝુકમસે	zhuk-mse
zimbabwe	ઝિમ્બાબ્વે	zimbabwe
zinedine	ઝિનેડાઇન	(proper noun) zinedine
zing	ઝિંગ	zing, as in the website
zoe	પ્રાણી	zoe
zurich	ઝુરિક	(proper noun) zurich
zürich	zürich	(proper noun) zurich, as in zurich, switzerland
