$	dollar təşkil edib	american dollar symbol
மாநிலத்தில்	dövlətdə	state
மாநிலமாகும்	dövlət	state
மாநிலமான	dövlət	city
மாநிலமும்	əyalət	with state
மாநிலம்	dövlət	state
மானிட	kateqori̇yalar	humanly
மானிடப்	i̇nsan	humanly
மானிடவியல்	antropologiya	anthropology
மானியங்கள்	subsidiyalar	subsidies
மான்	maral	deer
மாபெரும்	əla	great
மாப்பிள்ளை	damat	son in law
மாமல்லபுரம்	mamallapuram	mamallapuram
மாமா	əmi	our uncle
மாம்பழம்	mango	mango
மாம்பா	mamba	mamba
மாய	sehrli	illusion
மாயன்	maya	writing, mathematics, astronomy
மாயா	maya	maya
மாரி	mari	temparatures
மாரியம்மன்	mariamman	it's a one of the name of female god in india
மார்க்	i̇şarələyin	mark twain
மார்க்சின்	marks	marx's
மார்க்சிய	marksist	marxist
மார்க்சு	marks	karl marx
மார்க்ஸ்	i̇şarələri	marcks
மார்ச்	mart	march
மார்ட்டின்	martin	martin
மார்பக	döş	chest
மார்பகப்	döş	breast
மார்பளவு	büstü	chest
மார்பு	sinə	chest
மார்ஸ்	maersk	mars
மாறாக	əksinə	different
மாறாத	dəyişməz	without changes
மாறான	qeyri-adi	varied
மாறி	dəyişən	a symbol
மாறிய	dəyişdi	change
மாறியது	açdı	changed
மாறிலி	sabit	constant
மாறுகின்றன	dəyiş	changing
மாறுகிறது	keçid	changing
மாறுதல்	dəyiş	changes
மாறுதல்களை	dəyiş	different
மாறுதல்கள்	dəyişdirmələr	changes
மாறுபடுகிறது	müxtəlif olur	differs
மாறுபடும்	müxtəlif	will change
மாறுபட்ட	fərqlidir	different
மாறுபட்டு	fərqlidir	differentiate
மாறுபாடு	dəyişiklik	changes
மாறுபாடுகள்	dəyişikliklər	differences
மாறும்	dəyiş	will change
மாற்கு	i̇şarələyin	marg
மாற்ற	dəyiş	to change
மாற்றங்களுக்கு	dəyişikliklər	changes
மாற்றங்களை	çimmək	changes
மாற்றங்களைக்	dəyişir	changes
மாற்றங்கள்	dəyişir	changes
மாற்றத்தால்	dəyiş	changes
மாற்றத்தின்	dəyişiklik	changes
மாற்றத்திற்கு	dəyiş	changes
மாற்றத்தை	sıçramaq	change over
மாற்றப்படுகிறது	çevirildi	changed
மாற்றப்பட்டது	dəyişdi	changed
மாற்றப்பட்டு	dəyişdi	replaced
மாற்றம்	dəyiş	changes
மாற்றாக	əksinə	alternative
மாற்றி	əvəz etmək	change
மாற்றிக்	dəyiş	change to
மாற்றினார்	dəyişdi	changed
மாற்று	dəyiş	other
மாற்றுகிறது	dəyişir	changing
மாற்றுதல்	dəyişir	changes
மாற்றும்	transformasiya	convert
மாற்றுவது	dəyişir	to change
மாலிப்டினம்	molibden	a mineral
மாலை	axşam	evening
மாலைதீவுகளின்	maldiv adaları	maldives
மாலையில்	axşam	in evening
மால்	avm	mall
மாளிகை	ev	house
மாவட்ட	şəhristanı	district
மாவட்டங்களில்	rayonlar	districts
மாவட்டங்களை	rayonlar	districts
மாவட்டங்கள்	rayonlar	districts
மாவட்டத்திலுள்ள	rayonda	state
மாவட்டத்தில்	rayonda	district
மாவட்டம்	rayon	district
மாவியம்	selüloz	cellulose
மாவீரர்	zikr	brave
மிக	ən çox	very
மிகக்	daha çox	to
மிகக்குறைந்த	ən aşağı	stagae
மிகச்	daha çox	need
மிகச்சிறந்த	ən yaxşısı	extraordinary
மிகச்சிறிய	ən kiçik	small
மிகத்	əsasən	most
மிகப்	ən çox	very
மிகப்பழைய	ən qədim	oldest
மிகப்பெரிய	ən böyük	very big
மிகப்பெரும்	əla	huge
மிகவும்	daha çox	very
மிகுதி	çəkin	excess
மிகுதியாக	daha çox	lot
மிகுதியான	həddindən artıqdır	abundance
மிகுந்து	əla	most
மிகை	aşırı doz	extra
மிகையாக	qısa şəkildə	in excess of
மிகையான	daşqın	in excess
மிக்க	ən çox	so
மிங்	mingə	ming sect
மிச்சிகன்	michigan	mexican
மிதக்கும்	üzən	floating
மிதவெப்ப	subtropik	temperate
மின்	e	light
மின்காந்த	elektromaqnit	electro magnetism
மின்காந்தவியல்	elektromaqnetizm	electrologycal
மின்சார	elektrik	electric
மின்சாரம்	elektrik enerjisi	current
மின்னஞ்சலில்	elektron poçt	electronic mail
மின்னஞ்சலை	elektron poçt	electronic mails
மின்னஞ்சலைப்	elektron poçt	e-mail
மின்னஞ்சல்	elektron poçt	electronic mail
மின்னஞ்சல்கள்	e-poçtlar	electronic mail
மின்னணு	elektron	electronic
மின்னணுவியல்	elektronika	electromagnetic
மின்னழுத்தம்	gərginlik	current presure
மின்னியல்	elektrostatik	electronics
மின்னோட்ட	cari	current
மின்னோட்டம்	cari	electricity
மின்மம்	elektrik yükü	charged particles
மின்வேதியியல்	elektrokimya	electochemistry
மில்லியன்	milyon	million
மிஷன்	missiya	assignment
மிஷினரீஸ்	missionerlər	missionaries for charities
மிஸ்டர்	cənab.	mister
மீ	mən	meter
மீடியா	media	media
மீட்க	bərpa edin	rescue
மீட்டர்	m	meter
மீட்டர்கள்	metrlər	metere
மீண்டு	bərpa edildi	recover
மீண்டும்	yenidən	again
மீதமுள்ள	qalan	the remaining
மீதம்	qalan	reminder
மீதான	the	on
மீது	yandır	on
மீதுள்ள	aqorafobiya	to
மீனாட்சி	meenakshi	meenatchi
மீனாட்சியம்மன்	meenakshi	meenakshi amman a hindu goddess
மீனியல்	i̇xtiyoloji	ichthyology
மீன்கள்	balıqlar	fishes
மீயுரை	hipertekst	hypertext
மீரா	mira	meera
மீறி	pozuntu	crossing the limit
மீறிய	pozuntu	violation
மீள	bərpa	restore
மீளுருவாக்கம்	yeniləşmə	cycling process
மீள்	elastik	come out
மு	mu	m is the initial
முக	üz	m.k
முகப்பு	i̇nterfeys	home page
முகமது	məhəmməd	mohamad
முகமாக	üzündə	having a way
முகம்	üz	face
முகம்மது	məhəmməd	mohamedian
முகலாய	muğal	mughals
முகலாயக்	muğal	moghul
முகலாயப்	muğal	moghuls
முகவரி	ünvan	address
முகவரிகளின்	ünvanlar	addreses
முகவரிகளை	ünvanlar	addresses
முகவரிகளைப்	ünvanlar	addresses
முகவரிகள்	ünvanlar	adresses
முகவரியின்	ünvan	in the address
முகாமைத்துவம்	i̇darəetmə	management
முகில்	üç dörddə	clouds
முக்கிய	əsas	important
முக்கியக்	vacibdir	important
முக்கியத்துவத்தை	əhəmiyyətlilik	importance
முக்கியத்துவம்	əhəmiyyəti	importance
முக்கியப்	aparıcı	impotrant
முக்கியமாக	vacibdir	important
முக்கியமாகக்	vacibdir	important
முக்கியமான	vacibdir	important
முக்கியமானது	vacibdir	importance
முக்கியமானவை	vacibdir	important
முக்கியம்	vacibdir	important
முக்குலத்தோர்	mukkulathor	three comunity
முக்கோண	üçbucaqlı	traiangler
முக்கோணம்	üçbucaq	triangel
முக்தி	döyülmüşdür	liberation
முடி	saçlar	king
முடிகிறது	bitir	completed
முடிச்சு	düyün	knot
