$ tỉ	$ พันล้าน	$ billion
usagi	ยูซากิ	usagi
usb	ยูเอสบี	usb
uss	ยูเอส	uss
utah	รัฐยุทา	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	อุยกูร์	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyên	scholarly
uyển	มีความยืดหยุ่น	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	อุซเบกิ	uzbekistan
uông	บริการ	uong
uất	เอือด	busy
uốn	การดัดผม	to curl (v.)
uống	ดื่ม	to drink
uổng	uong	vain
v	โวลต์	v
va	และ	collide
vaccine	วัคซีน	vaccine
vai	ไหล่	shoulder
valencia	วาเลนเซีย	valencia
valentine	การ์ดแสดงความรัก	valentine
valley	หุบเขา	valley
van	วาล์ว	"(term should be ""van xin"") to beg (v.)"
vanessa	วาเนสซ่า	vanessa
vargas	วาร์กัส	(proper noun) vargas
vasari	vasari	vasari
vay	ยืม	borrow
vectơ	เวกเตอร์	vector
ven	ตาม	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	ดาวศุกร์	venus
verdun	verdun	verdun
vermont	เวอร์มอนต์	vermont
verona	เวโรนา	(proper noun) the city of verona
versailles	แวร์ซาย	(proper noun) versailles
vhs	วีดิทัศน์	vhs
vi	vi	behavior
viagra	viagra	viagra
victor	ผู้มีชัย	(proper noun) victor
victoria	เมลเบิร์น	victoria, a province of australia
vienna	เวียนนา	(proper noun) vienna, austria
viet	เวียด	vietnamese
vietnam	เวียดนาม	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	ชาวสแกนดิเนเวียน	viking
villa	วิลล่า	villa
villeneuve	เนิฟ	(proper noun) villeneuve, a french last name
vinagame	vinagames	vinagame
vinashin	vinashin	vinashin
vince	วินซ์	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	วินเพิร์ล	vinepeal
viqr	viqr	viqr
virginia	เวอร์จิเนีย	(proper noun) virginia, as in the state
virus	ไวรัส	virus
virút	ไวรัส	virus
vissarionovich	vissarionovich	vissarionovich
vista	ทิวทัศน์	vista, as in windows vista
vitamin	วิตามิน	vitamin
vitruvius	vitruvius	vitruvius
viz	ได้แก่	(proper noun) viz
viêm	แผลอักเสบ	inflammation
viên	สมาชิก	member
viêng	เวียงจันทน์	vientiane
viêt	การเขียน	vietnam
viếng	เยือน	visit
viết	เขียน	write
việc	งาน	thing
viện	โรงพยาบาล	institute
việt	เวียดนาม	viet
việtmường	เวียดนาม muong	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	ช้าง	elephant
voip	voip	voip
voldemort	โวลเดอม	(proper noun) voldemort, the villain from the harry potter series
von	ฟอน	compare
vonfram	ทังสเตน	wolfram
vong	การเสียชีวิต	injured
voyager	ผู้เดินทาง	voyager
voọc	ค่าง	a langur (n.)
vtc	vtc	vtc
vu	วู	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	พระมหากษัตริย์	king
vui	น่าขบขัน	happy
vulcan	เทพนิยายโรมันโบราณ	vulcan
vuông	สี่เหลี่ยม	square
vuốt	กรงเล็บ	stroke
vv	เป็นต้น	etc.
vy	vy	vy
vyacheslav	ลาฟ	vyacheslav
và	และ	and
vài	น้อย	several
vàm	vam	the mouth of a rivulet (n.)
vàng	สีเหลือง	gold
vành	หลอดเลือด	coronary
vào	ใน	into
vá	แก้ไข	patchy
vác	สโลวาเกีย	to shoulder (v.)
vách	ผนัง	wall
vái	สาบาน	some
ván	กินนอน	game
váng	สติ	film
váy	กระโปรง	skirt
vân	เป็นต้น	"(term should be ""vân vân"") et cetera"
vây	ล้อม	encircle
vã	vã	rush
vãi	scatterings	to release
vãn	การติดผู้หญิง	save
vè	crambo	to glance slyly (v.)
vé	ตั๋ว	ticket
vét	การขุดลอก	plunder
vê	หน้า	tremolo
vì	เพราะ	because
ví	กระเป๋าสตางค์	example
vía	chickened	soul
vít	สกรู	screw
vò	เหยือก	jar
vòi	ก๊อกน้ำ	tap
vòm	หลังคา	upper jaw
vòng	แหวน	around
vó	กีบ	hooves
vóc	ความสูง	"(should be ""vóc sương"") dew-like or delicate"
vô	ความมั่งคั่ง	"(term should be ""vô số"") countless (adj.)"
vôi	มะนาว	limestone
võ	การต่อสู้	martial arts (n.)
võng	เปล	hammock
vùi	ฝังอยู่	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	ภูมิภาค	region
vú	เต้านม	breast (n.)
vút	ทะยาน	"entire term should be ""cong vut""; extreme curling"
văn	นักเขียน	culture
văng	โซฟา	a name
vĩ	ยิ่งใหญ่	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	ถาวร	ving
vũ	จักรวาล	armed
vũng	บ่อ	vung
vơ	มัลดีฟส์	lost
vơi	กับ	ullage
vưu	คุณ quan	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	ตัวเอง	reach
vương	พระมหากษัตริย์	kingdom
vướng	จับ	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	สวน	garden
vượn	ชะนี	gibbon
vượt	ถึง	to overcome
vạ	va	unfortunate problem
vạc	หม้อน้ำ	cauldron
vạch	บาร์	bar
vại	โถ	jar
vạn	หนึ่งหมื่น	thousand
vạng	พลบค่ำ	twilight
vả	มะเดื่อ	hard
vải	ผ้า	fabric
vảy	ตาชั่ง	scale
vấn	ปัญหา	vấn đề= problem
vấp	สะดุด	stumble
vất	ทิ้ง	hard
vần	สัมผัส	spell
vầng	วัง	moon (vang trang)
vẩn	สารแขวนลอย	wander
vẩy	เกล็ด	scale
vẫn	ยังคง	still
vẫy	ที่ได้ถูกโบก	wave
vận	รณรงค์	active
vắc	วัคซีน	vaccine
vắcxin	วัคซีน	vaccine
vắn	สั้น	short
vắng	ไม่อยู่	absent
vặn	บีบ	to twist (v.)
vặt	จำแนก	odd
vẹn	ความสมบูรณ์	complete
vẹt	นกแก้ว	parrots
vẽ	ทาสี	draw
vết	บาดแผล	wound
vểnh	pricked	warping
vệ	การป้องกัน	"(term should be ""bảo vệ"") to defend (v.)"
vệt	แนว	streak
vỉa	ตะเข็บ	"(term should be ""vỉa hè"") sidewalk"
vịnh	อ่าว	bay
vịt	เป็ด	duck
vọng	ภาพ	"(term should be ""hy vọng"") hope (n.)"
vọt	ขอบเขต	to spurt out (v.)
vỏ	เปลือกไม้	shell
vồ	ขย้ำ	"(term should be ""gạch vồ"") a type of brick"
vỗ	ตบเบา ๆ	to clap
vội	รีบเร่ง	hurriedly (adv.)
vớ	ตะบัน	"(term should be ""vớ vẩn"") silly (adj.)"
với	กับ	to
vớt	ปลา	salvage
vờ	แกล้งทำ	"(term should be ""giả vờ"") to pretend (v.)"
vời	ยิ่งใหญ่	wonderful
vở	โน๊ตบุ๊ค	"(term should be ""vở kịch"") a play"
vỡ	ทำลาย	break
vợ	ภรรยา	wife
vụn	ฉีก	debris
vụng	เงอะงะ	covert
vứt	ทิ้ง	throw away
vừa	กลาง	just (adv.)
vừng	งา	sesame (n.)
vững	บริษัท	firm (adj.)
vực	พื้นที่	place
vựng	ศัพท์	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	vy	majestic
w	w	w
wa	วา	wa
walt	วอลท์	(proper noun) walt, as in walt disney
walter	วอลเตอร์	walter
walther	วอลเธอร์	walther
wan	ขาวซีด	wan
wang	วัง	wang
wankel	wankel	(proper noun) wankel
wanna	อยากจะลอง	wanna
warren	ชุมชนแออัด	a name
warsaw	วอร์ซอ	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	วอชิงตัน	(proper noun) washington
wat	วัด	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	วอเตอร์เกท	watergate
waterloo	วอเตอร์ลู	(proper noun) waterloo
waters	น่านน้ำ	waters
wayne	เวย์น	wayne
wcdma	wcdma	w-cdma
weasley	วีสลีย์	weasley, as in ron weasley in the harry potter series
weblog	เว็บบล็อก	weblog
webmail	เว็บเมล	ưebmail
weimar	weimar	(proper noun) weimar
wellington	เวลลิงตัน	wellington
wells	หลุม	wells, as in author orson wells
welsh	เวลส์	(proper noun) welsh, as in the welsh language
wembley	เวมบลี	wembley, as in wembley stadium
werner	เวอร์เนอร์	werner
westermarck	westermarck	westermarck
western	ตะวันตก	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	ล้อ	a name
widener	ไวด์เนอร์	widener
wien	wien	wien
wiener	wiener	wiener
wifi	อินเตอร์เน็ตไร้สาย	wi-fi, a technology term
wiki	วิกิพีเดีย	wiki
wikia	wikia	a name
wikibooks	วิกิพีเดีย	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	วิกิพีเดีย	wikimedia
wikitravel	wikitravel	a name
wild	ป่า	wild
wilder	wilder	(proper noun) wilder, as in billy wilder
wiley	ไวลีย์	wiley
willard	วิลลาร์ด	willard
wimbledon	วิมเบิลดัน	wimbledon
windows	หน้าต่าง	windows
winer	winer	winer
wisconsin	วิสคอนซิน	(proper noun) wisconsin
within	trong	within
without	ไม่มี	without
wolfgang	โวล์ฟกัง	wolfgang
won	วอน	won
wong	wong	wong
woodrow	วูดโรว์	woodrow
woods	ป่า	(proper noun) woods, as in tiger woods
would	หากว่า	would
wrestling	มวยปล้ำ	wrestling
wright	ไรท์	a name
wu	wu	wu
wushu	วูซู	wushu, a type of martial art
wwf	wwf	wwf
xa	ไกล	ancient
xang	ก๊าซ	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	สีเขียว	green
xao	คน	xôn xao = chatting
xay	ขยะ	grind
xe	รถ	a car (n.)
xem	ดู	watch
xen	แซม	to insert (v.)
xhcn	นักสังคมนิยม	social republic
xi	ซีอาน	xi
xiii	สิบสาม	eighth
xin	โปรด	please
xinh	สวยงาม	beautiful
xiv	xiv	fourteenth
xiêm	ชาวสยาม	(proper noun) xiêm, or siam
xiên	เป๋	oblique
xiêu	xieu	soften
xiếc	ละครสัตว์	circus
xiết	หนีบ	to twist tightly (v.)
xiềng	gyve	chain
xo	xo	spring
xoa	ถู	massage
xoay	หมุน	turn
xong	ที่ประสบความสำเร็จ	completed
xoàng	ปานกลาง	mediocre
xoá	ที่ถูกลบ	delete
xoáy	ไหลวน	vortex
xoắn	เป๋	coiled
xu	แนวโน้ม	trend
xua	ทำให้ตกใจ	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	ไม่ดี	incite
xuka	xuka	xuka
xum	งอกงาม	a name
xuyên	ทรานส์	frequently
xuyến	ฐานรองดอก	manage
xuân	ฤดูใบไม้ผลิ	spring
xuâncông	xuancong	xuan public
xuôi	ลง	down
xuất	แนะนำ	ejaculate
xuấtnhập	xuatnhap	import/export
xuống	ลง	down
xuồng	เรือแจว	boat
xv	xv	fifteenth
xvi	เจ้าพระยา	xvi
xvii	xvii	xvii
xx	xx	xx
xy	เซ็กซี่	cylinder
xài	ใช้จ่าย	use
xào	ทอด	stir fry
xách	กระเป๋าถือ	to carry by the handle (v.)
xám	สีเทา	ustox
xán	xan	"(term should be ""xán lạn"") bright (adj.)"
xáo	การรบกวน	chaos
xát	ถู	touch
xâm	การบุกรุก	invasion
xâu	เงื่อนไข	string
xây	การก่อสร้าง	build
xã	จังหวัด	society
xãy	ที่เกิดขึ้น	occur
xèo	แพนเค้ก	xeo
xé	ฉีกขาด	tear
xén	คลิป	"(term should be ""biếu xén"") to gift (v.)"
xéo	เอียง ๆ	diagonally (adv.)
xét	ความคิดเห็น	examine
xê	ย้าย	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	ระเบิด	scandal
xìu	เป็นลม	to become flaccid (v.)
xí	น่าเกลียด	factory (xi nghiep)
xít	นาซี	nazi
xíu	ซิ่ว	small
xòe	กระจาย	spread
xóa	ลบ	clear
xói	การกัดกร่อน	erode
xóm	เพื่อนบ้าน	village
xót	ความเมตตา	mercy
xô	ซุก	soviet
xôi	ข้าวเหนียว	pierce
xôn	คอยล์	tumultuous
xông	ไอน้ำ	rush
xôphần	ส่วนถัง	soviet-poland
xôviết	สหภาพโซเวียต	soviet
xù	เทอร์รี่	gigantic
xú	วาล์ว	xu
xúc	ติดต่อ	touch
xúi	ชักจูง	induce
xăm	รอยสัก	"(term should be ""xa xăm"") far away (adj.)"
xăng	น้ำมันเบนซิน	gasoline
xơ	ไฟเบอร์	xo
xưa	เก่า	old
xưng	สารภาพ	"(should be ""tự xưng"") self-proclaimed"
