$	usd	dollars
състояща	kas sastāv	consisting
сътрудник	asociētais	collaborator
сътрудничество	sadarbība	cooperation
сътрудничеството	sadarbība	collaboration
сътрудничи	sadarbojas	cooperate
съхранени	glabājas	stored
съхранение	glabāšana	storage
съхранява	veikalos	preserve
съхраняване	glabāšana	conservation
съхраняват	glabājas	store
съчетава	apvieno	combines
съчетание	kombinācija	combination
съчинения	esejas	essays
същ	tas pats	same
съща	tas pats	same
същата	tas pats	the same
същевременно	tajā pašā laikā	same time
същества	radības	beings
съществена	būtiska	essential
съществени	būtiska	essential
съществено	būtībā	substantially
съществителни	lietvārdi	nouns
съществителните	lietvārdi	nouns
съществително	lietvārds	noun
същество	būtne	being
съществува	pastāv	there
съществувал	pastāvēja	existed
съществувала	pastāvēja	existent
съществували	vai tur ir	existed
съществувало	pastāvēja	existed
съществуване	esamība	existence
съществуването	esamība	existence
съществуват	pastāvēt	there
съществуващи	esošie	existing
съществуващите	esošie	/
същи	tas pats	same
същинската	īstā	actual
същите	tas pats	all
същия	tas pats	/
същият	tas pats	it
същност	būtība	essence
същността	būtība	nature
също	arī	also
същото	tas pats	same
съюз	savienība	union
съюза	savienība	union
съюзи	arodbiedrības	unions
съюзник	sabiedrotais	ally
съюзници	sabiedrotie	allies
съюзниците	sabiedrotie	the allies
сюжет	zemes gabals	skojet
сюзън	sūzena	susan
сюлейман	suleimans	suleiman
сякаш	it kā	as if
сянка	ēna	shadow
сяр	ser	serres
сяра	sērs	sulfur
сярна	sērs	sulphuric
т	t	t
та	un	-th
таблица	tabula	table
тази	šī	this
тайван	taivāna	taiwan
тайланд	taizeme	thailand
таймс	reizes	times
тайна	slepeni	secret
тайната	noslēpums	secret
тайни	noslēpumi	secrets
тайните	noslēpumi	secret
тайно	slepeni	secretly
така	tātad	thus
такава	tāds	such
такива	tāds	such
такова	tāds	like that
такси	taksometrs	taxi
такт	takts	tact
такъв	tāds	such
талант	talants	talant
талев	талев	talev
талий	viduklis	thallium
там	tur	there
тамплиерите	veidotāji	templars
тангари	tangari	tangari
танзания	tanzānija	tanzania
танкове	tvertnes	tanks
танци	dejas	dances
тасос	tajos	thassos
тата	tētis	-th
татари	tatāri	tatars
тацит	klusējot	tacitus
тв	tv	tv
твен	divreiz	twain
творба	darbs	work
творбата	darbs	work
творби	darbojas	works
творбите	darbi	works
творци	veidotāji	artists
творчество	radošums	work
творчеството	radošums	work
твърд	grūti	hard
твърда	grūti	solid
твърде	arī	too
твърдение	paziņojums, apgalvojums	statement
твърдения	paziņojumi	statements
твърденията	apgalvojumi	statements
твърди	apgalvo	claims
твърдо	stingri	fully
твърдост	cietība	hard
твърдят	prasība	claim
те	viņi	ie
театрален	teātra	theatrical
театрални	teātra	theater
театри	teātri	theatres
театър	teātris	theater
театъра	teātris	theater
театърът	teātris	the theatre
теб	tu	you
тебе	tu	you
тевтони	teutoni	teutonians
тегло	svars	weight
теглото	svars	weight
тежестта	svars	severity
тежка	smags	heavy
тежката	smags	hard
тежки	smags	heavy
тежките	smags	heavy
тежко	grūti	hard
тежък	smags	heavy
теза	disertācija	thesis
тезата	disertācija	thesis
тези	šie	these
тейлър	teilors	taylor
тексас	teksasā	texas
текст	teksts	text
текста	teksts	text
текстил	tekstilizstrādājumi	textile
текстилна	tekstils	textile
текстилната	tekstils	textile
текстове	tekstus	texts
текстовете	tekstus	the texts
текстът	teksts	text
тектонски	tektonisks	tectonic
тел	tālr	tel
тела	ķermeņi	body
теламон	telamons	talamon
телата	ķermeņi	body
телевизионен	televīzija	television
телевизионна	televīzija	tv
телевизионни	televīzija	tv
телевизионните	televīzija	tv
телевизия	televīzija	television
телевизията	televīzija	television
телескоп	teleskops	telescope
телескопа	teleskops	telescope
телесната	miesīgi	body
телефонен	telefons	telephone
телефони	tālruņi	phones
тема	temats	topic
темата	temats	topic
темза	temze	thames
теми	tēmas	topics
температура	temperatūra	temperature
температурата	temperatūra	the temperature
температури	temperatūra	temperatures
температурите	temperatūras	temperatures
температурни	temperatūra	temperature
темпове	temps	pace
темуджин	temujin	temujin
тенденции	tendences	trends
тенденция	tendence	trend
тенденцията	tendence	tendency
тенерифе	tenerife	tenerife
тенис	teniss	tennis
теогония	teogonija	theogony
теодицея	teodicisks	teoditsiya
теодор	teodors	theodore
теодорус	teodors	theodorus
теодосий	teodosijs	theodosius
теология	teoloģija	theology
теорема	teorēma	theorem
теоретична	teorētiski	theoretic
теоретично	teorētiski	theoretical
теории	teorija	theories
теориите	teorijas	theory
теория	teorija	theory
теорията	teorija	theory
теофан	teofāni	theophanes
тепе	tepe	tepe
терапия	terapija	therapy
тераси	terases	terraces
тератология	teratoloģija	teratology
тервел	tervel	tervel
терен	reljefs	field
терена	reljefs	terrain
териер	terjers	terrier
териториални	teritoriālais	territorial
териториално	teritoriāli	territorial
територии	teritorija	territory
териториите	teritorijas	teritories
територия	teritorija	territory
територията	teritorija	teritory
термин	jēdziens	term
термина	jēdziens	the term
термини	termini	terms
терминът	termiņš	the term
тесалия	tesālija	thessaly
тесен	šaurs	close
