$ tỉ	billion பில்லியன்	$ billion
xứ	நில	native
xứng	தகுதியானவர்	appropriate
xử	உபசரிப்பு	judge
y	y	medical
y=fracsin	y = fracsin	a function
ya	யா	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	யகுஷிமா	yakushima
yalta	yalta	(proper noun) yalta
yankee	யாங்கி	(proper noun) yankee
yard	முற்றத்தில்	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	yeltsin	yeltsin, as in boris yeltsin
yemen	யேமன்	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	யிங்	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	யோ	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	யார்க்	york
yorker	யார்க்கர்	yorker
yorkshire	யார்க்ஷயர்	yorkshire
youtube	வலைஒளி	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	யூ	yu
yuan	யுவான்	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	யுகி	yugi
yukito	யுகிடோ	yukito
yume	yume	(proper noun) yume
yunho	யுன்ஹோ	yunho
yuri	யூரி	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	yurt	yurt
yên	யென்	peace or stillness (n.)
yêu	நேசிக்க	love
yếm	கவரல்கள்	tender
yến	பறவையின் கூடு	a type of swallow (n.)
yết	பட்டியல்	yet
yếu	பலவீனமான	mainly
yểm	கவர்	support
yển	யென்	"is a name meaning, ""bird"""
yểu	அழகான	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	சாம்பியா	(proper noun) zambia, as in the nation
zealand	ஜீலாந்து	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	பூஜ்யம்	zero
zeus	ஜீயஸ்	zeus
zheng	ஜெங்	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	ஜிம்பாப்வே	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	ஜிங்	zing, as in the website
zoe	zoe	zoe
zurich	சூரிச்	(proper noun) zurich
zürich	zürich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| மிதக்கிறது	"(term should be ""nổi"") to float (v.)"
|petya	| பெட்டியா	(proper noun) petya
|tên	| பெயர்	"(should be ""tên"") name (n.)"
|việt	| வியட்நாமிய	vietnam
 kg	கிலோ	kg
 triệu	மில்லியன்	million
 °c	. சி	degrees celsius
°đến	° முதல்	up to
°độ	° டிகிரி	degree
×	×	x
ào	ஆஹா	rush
á	ஆசிய	asia
ác	தீமை	evil
ách	நுகம்	yoke (n.)
ái	ஏங்கி	ai
ám	வழங்குகிறது	(with the word chi) to hint at
ánh	காந்தி	light
áo	சட்டை	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	அழுத்தம்	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aoi	eurasian
â	â	a vietnamese vowel sound
âm	கழித்தல்	vagina
ân	தயவு	deed
én	விழுங்குகிறது	swallow
ép	கசக்கி	press
êgê	ஈகோ	aegean
êm	மென்மையான	smooth
ích	பயனுள்ளதாக இருக்கும்	benefit
ílam	ílam	tamil language name for the island of sri lanka
ít	கொஞ்சம்	less
île	le	Île, as in Île de la cité, france
îledefrance	எல்ஃபெரன்ஸ்	ile-de-france
ðiều	கட்டுரை	article
ðài	ðài	taiwan
ðường	சர்க்கரை	a road
ðảng	கட்சி	party
ðức	ஜெர்மனி	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	மூளை	brain
óng	iridescent	"(term should be ""óng ả"") flexible"
ôi	ஓ	"vietnamese version of the exclamation ""oh"""
ôm	கட்டிப்பிடி	hug
ôn	மிதமான	peaceful (on hoa)
ông	அவர்	a man (n.)
ôtô	கார்	car
ôxi	ஆக்ஸிஜன்	oxygen
ôxy	ஆக்ஸிஜன்	the element oxygen (n.)
ôxít	ஆக்சைடு	oxide
ôzôn	ஓசோன்	ozone
ùn	நெரிசல்கள்	congest
úng	நீரில் மூழ்கியது	flood
úp	முகம் கீழே	upside
úy	லெப்டினன்ட்	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	இத்தாலி	italian
ăn	சாப்பிடுங்கள்	eat
ăng	எறும்பு	antenna
ăngten	ஆண்டெனா	antenna
đa	பல	majority
đai	இசைக்குழு	"(term should be ""Đai khố"") name of a village"
đak	டக்	(proper noun) Đak
đan	பின்னல்	scandal
đau	வலி	painful
đay	சணல்	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	anvil	threaten
đem	கொண்டு வாருங்கள்	to bring (v.)
đen	கருப்பு	black
đentrắng	கருப்பு வெள்ளை	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	அணிய	wear
đh	ம	university
đhcn	ncn	university of industry
đhtm	dhtm	university of economics
đhông	கிழக்கு	dhong
đi	போ	go
điên	பைத்தியம்	crazy
điêu	விஷயம்	sculpture
điôxít	டை ஆக்சைடு	dioxide
điạ	dạ	dia
điếc	செவிடு	heron
điếu	சிகரெட்	funeral oration
điềm	அடையாளம்	omen
điền	நிரப்பு	estate
điều	விஷயம்	control
điểm	புள்ளி	bearing point
điển	அகராதி	"(term should be ""từ điển"") a dictionary"
điểu	fuck	thing
điệp	செய்தி	spy
điệu	தொனி	memorial
đo	அளவீட்டு	measure
đoa	doa	doa
đoan	குழு	extreme
đom	மின்மினிப் பூச்சிகள்	firefly
đoài	மாங்கனி	the west
đoàn	குழு	an organization or group (n.)
đoái	பரிமாற்றம்	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	பத்தி	a stage or phase (n.)
đt	தொலைபேசி	training
đtđ	கைப்பேசி	diabetes
đua	இனம்	emulate
đui	குருட்டு	blind
đun	வெப்பம்	cook
đuôi	வால்	tail
đuốc	ஜோதி	a torch
đuối	மூழ்கி	drowning
đuống	தண்டு	(proper noun) Đuống, the name of a river
đuổi	துரத்து	pursue
đài	வானொலி	statue
đàm	பேச்சு	negotiation
đàn	கூட்டம்	musical instrument
đàng	ஆம்	side
đào	தோண்டி	train
đày	நாடுகடத்தல்	exile
đá	பாறை	to kick
đái	சிறுநீர் கழித்தல்	pee
đám	குழு	dam
đán	டான்	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	மதிப்பு	deserve
đáo	தனித்துவமான	unique
đáp	பதில்	response
đát	நில	"(term should be ""bi đát"") lamentable (adj.)"
đâm	குத்து	pierce
đâu	எங்கே	anywhere
đây	இங்கே	below
đã	ஏற்கனவே	already
đãi	உபசரிப்பு	"(should be ""bạc đãi"") to ill-treat"
đãng	லெச்சரஸ்	dissolute
đè	மீறு	to press on
đèn	விளக்கு	light
đèo	பாஸ்	a mountain pass (n.)
đê	டைக்	a dike (n.)
đêm	இரவு	night
đênh	பக்	lênh đênh= float to unknown
đích	இலக்கு	goal
đính	இணைக்கப்பட்ட	attached (adj.)
đò	படகு	a ferry (n.)
đòi	உரிமைகோரல்	require
đòn	அடி	welcome
đó	அங்கே	that or there (adv.)
đóa	இல்லை	"(term should be ""đoá hoa"") a flower bloom"
đói	பசி	hungry
đón	எடு	welcome
đôi	இரட்டை	sometimes
đôla	டாலர்கள்	dollar
đôn	பீடம்	london
đông	வெண்கலம்	eastern
đôngbắc	வடகிழக்கு	north-east
đôngnam	தென்கிழக்கு	south-east
đôngtây	கிழக்கில் இருந்து மேற்கு	"(term should be ""đông-tây"") east-west (adj.)"
đôrêmi	doraemon	(proper noun) Đôrêmi
đôrêmon	டோரமன்	doreamon
đùa	நகைச்சுவை	joke
đùi	தொடை	thigh
đúc	வார்ப்பு	"(term should be ""đúc kết"") to sum up (v.)"
đúng	அது சரி	right
đúp	இரட்டை	double
đút	போடு	"(term should be ""đút lót"") to bribe"
đăk	டக்	dak
đĩ	ஸ்லட்	whore/bitch
đĩa	தட்டு	disk
đơ	இடைநிறுத்தம்	stiff or rigid (adj.)
đưa	பாஸ்	girl
đường	தெரு	pathway
được	சரி	is not
đạ	டா	da
đại	நன்று	eagle
đạm	புரத	plain
đạn	புல்லட்	bullet
đạo	மதம்	vagina
đạp	மிதிவண்டி	to step on
đạt	அடைய	reach
đả	சண்டை	to hit
đảm	உத்தரவாதம்	"(term should be ""đảm nhiệm"") to undertake (v.)"
đản	பிறந்த நாள்	a group or flock (n.)
đảng	கட்சி	party
đảo	தீவு	an island (n.)
đấm	குத்துவதற்கு	punch
đấng	இறைவன்	the
đất	நில	country
đấtmặt	தரையில்	datmat
đấy	அங்கே	ignore
đầm	உடை	swamp
đần	ஊமை	"(term should be ""đần độn"") stupid or ignorant (adj.)"
đầu	தலை	start
đầy	முழு	"(term should be ""đầy đủ"") adequate or enough"
đẩu	தலை	"(entire term is ""khoa đẩu"") ancient phonetic script used in vietnam"
đẩy	தள்ள	to push
đẫm	நனைந்தது	wet
đậm	இருள்	dense
đậu	பீன்	to park (v.)
đậy	கவர்	cover
đắc	ஆதாயம்	effectively
đắm	சிதைந்தது	sink
đắn	தனியுரிமை	proper (dung dan)
đắng	கசப்பான	bitter
đắp	மேலே	"(term should be ""bù đắp"") to compensate (v.)"
đắt	விலை உயர்ந்தது	expensive
đằng	ஓவர்	back
đẳng	வர்க்கம்	equality
đặc	சிறப்பு	"(term should be ""đặc biệt"") special (adj.)"
đặn	வழக்கமான	regularly
đẹp	அழகான	beautiful
đẽ	நன்றாக இருக்கிறது	beauty
đế	உள்ளங்கால்கள்	empire
đếm	எண்ணிக்கை	to count (v.)
đến	வாருங்கள்	come
đề	இழைகள்	promote
đền	கோயில்	"(term should be ""đền thờ"") a religious shrine"
đều	உள்ளன	all
để	க்கு	for
đệm	தலையணை	middle name
đỉnh	மேல்	the summit or peak
địch	எதிரி	enemy
định	குறிப்பிடப்பட்டுள்ளது	appointed
đọ	குழி	compete
đọan	பத்தி	period
đọc	படி	read
đọng	தேங்கி நிற்கும்	deposit
đỏ	சிவப்பு	red (adj.)
đốc	கவர்னர்	admiral
đối	க்கு	face
đốm	ஸ்பாட்	spot
đốn	நறுக்கவும்	"(term should be ""suy đốn:) to be worse off"
đống	குவியல்	line
đốt	எரியும்	burn
đồ	விஷயம்	thing
đồi	மலை	hill
đồn	வதந்தி	rumour
đồng	தாமிரம்	agreeable
đổ	ஊற்று	dump
đổi	மாற்றம்	to change (v.)
đổng	டாங்	"(term should be ""đồng bằng"") a delta"
